sample_idx,video_id,top1_is_gt,claim_id,claim_text,claim_terms,metadata_terms,rule_is_metadata_supported,generated_text,top1_reference_text,human_is_metadata_supported,human_unsupported_terms,human_notes
3577,BO2QxAdezX0,1,3,"The song has a 90s vibe and combines elements of pop, soul, and rock.",pop;rock;soul,electronic;female vocals;male vocals;pop;soul;uplifting;vocal;vocals,0,"Certainly! How about 'La Mia Felicità' by Orchestra Meri Elisa? It's a pop and soul track with female vocals. The song has a 90s vibe and combines elements of pop, soul, and rock. It could be a fitting choice for your video.",Certainly! How about 'La Mia Felicità' by Orchestra Meri Elisa? It's a pop track with soul and electronic influences. The song features female vocals and has a catchy and uplifting vibe that could add a unique touch to your video.,,,
2944,bZekJ_L_l1M,0,4,It has a guitar-driven sound and features male vocals.,guitar;male vocals;vocal;vocals,alternative;beat;guitar;indie;male vocals;rock;vocal;vocals,1,"Certainly! How about 'Heartbeat' by The Fray? It's a track from their album 'Heartbeat'. This song combines elements of indie, alternative, and rock, which aligns well with the indie and alternative rock sound you're looking for. It has a guitar-driven sound and features male vocals.","Allow me to recommend 'Heartbeat' by The Fray. It's a track that falls under the indie rock and alternative rock genres. The song features male vocals and guitar, which aligns well with the indie and alternative elements you're looking for.",,,
3782,OonNpW3K2Ic,0,2,It's a dance track with electronic and pop elements.,dance;electronic;pop,beat;dance;electronic;house;pop;upbeat;vocal;vocals,1,Certainly! How about 'I Need You' by Kalwi & Remi feat;? It's a dance track with electronic and pop elements. The song features a female vocal and has a mix of house and electro genres. It could provide a diverse and energetic sound for your video.,"Allow me to recommend 'I Need You' by Kalwi & Remi feat. Amanda Wilson, Ewa Jach. It's a dance and electronic track with pop and house influences, featuring the powerful vocals of Amanda Wilson and Ewa Jach. The song has a catchy and upbeat sound that could be a fitting choice for your video. You can find it on their official YouTube channel and iTunes.",,,
1755,GQYo_ldnJmA,0,1,I understand your preference for hip-hop and pop influences.,hip-hop;pop,dance;electronic;hip-hop;indie;pop,1,"I understand your preference for hip-hop and pop influences. In that case, I recommend 'Crazy' by Lil Crazed. It's a track from his album 'Crazy'. The song combines elements of hip-hop, pop, and electronic music, which aligns well with Lil Crazed's distinctive style. It has a catchy beat and energetic vibe that could complement your video.","Allow me to recommend 'Chama Que Elas Vem' by Mc Neno Da CB. Although there is no specific information about the track, based on Mc Neno Da CB's style and influences, it's likely to have elements of Hip-Hop, dance, and electronic genres. Additionally, Mc Neno Da CB is known for his unique mix of pop and indie influences, so this track might incorporate those elements as well.",,,
3765,PwekXBNn19U,0,3,"It combines elements of hip-hop, pop, and electronic with a strong beat and female vocals.",beat;electronic;female vocals;hip-hop;male vocals;pop;vocal;vocals,dance;electronic;hip-hop;pop;rock,0,"Allow me to recommend 'Cife Man' by Cife Man. It's a track from their album 'Cife Man'. It combines elements of hip-hop, pop, and electronic with a strong beat and female vocals. It was released in 2013 and may contain the specific elements you want.","Allow me to recommend 'Graj' by Nylu & Stachu. Although I don't have much information about this track, based on its MSD tags, it's classified as Hip-Hop, pop, electronic, dance, and rock, which aligns well with the electronic and rock components you're looking for. It may also have influences of pop and dance. Unfortunately, I don't have more details about the track.",,,
978,XI_49TbkJI0,1,3,"This song combines elements of hip-hop, electronic, and pop genres with a touch of 90s vibes.",electronic;hip-hop;pop,beat;beats;electronic;hip-hop;pop;rock;synth,1,"Certainly! How about 'Dziś' by SMA? It's a track from their album 'Dziś'. This song combines elements of hip-hop, electronic, and pop genres with a touch of 90s vibes. It has a synth-driven sound and electronic beats that could be a great fit for your video.","Certainly! How about 'Dziś' by SMA? It's a track produced by TrzyBit and falls under the hip-hop, electronic, rock, and pop genres. Although I don't have much information about the track, it's possible that it incorporates elements of 90s hip-hop, electronic beats, and possibly synth sounds. Give it a listen and see if it fits your video.",,,
227,lndobOAB3QY,1,3,"It has a slow tempo and ambient sound, which will give your video a distinct and atmospheric feel.",ambient;slow;tempo,ambient;electronic;hip-hop;rock,0,"In that case, I would recommend 'Y'all Don't Hear Me Tho' by Fabolous featuring Red Cafe. This track has a unique blend of Hip-Hop, electronic, rock, and experimental genres. It has a slow tempo and ambient sound, which will give your video a distinct and atmospheric feel.","Absolutely! If you're looking for an experimental and ambient vibe, I suggest 'Y'all Don't Hear Me Tho' by Fabolous featuring Red Cafe. This track is part of the album 'The S.O.U.L. Tape' and offers a unique blend of Hip-Hop, electronic, rock, ambient, and experimental genres. The production by Cardiak adds a distinct sound to the track.",,,
963,a6E7aFjN8rc,0,2,"It's a track from their album 'La Machine' and combines elements of hip-hop, electronic, and rock.",electronic;hip-hop;rock,chill;chillout;electronic;indie;rock,0,"I suggest checking out 'La Machine' by La Konspy. It's a track from their album 'La Machine' and combines elements of hip-hop, electronic, and rock. The song has a chillout vibe and features male vocals. It was released in 2012 and could add the specific style you're looking for.",Certainly! How about 'La Machine' by La Konspy? It's a chillout and indie track with electronic and rock influences. The song was released in 2011 and has a laid-back vibe that could add a unique touch to your video.,,,
562,Tl7ZXX6wbRE,1,2,"This track has a 90s vibe and combines elements of Hip-Hop, electronic, and alternative genres.",alternative;electronic;hip-hop,alternative;electronic;hip-hop;indie;rock,1,"In that case, I would recommend 'If I Hit The Lotto' by Rayzr. This track has a 90s vibe and combines elements of Hip-Hop, electronic, and alternative genres. It's part of the album 'If I Hit The Lotto' and offers a unique blend of sounds that will add a nostalgic touch to your video.","In that case, I would recommend 'If I Hit The Lotto' by Rayzr. Although there's not much information available about this track, it falls under the Hip-Hop, electronic, rock, indie, and alternative genres, which align with your preferences. The combination of these genres can give your video a nostalgic 90s vibe.",,,
4119,ql3zoSUOO-w,1,3,"It combines elements of Hip-Hop, electronic, and rock with a touch of pop.",electronic;hip-hop;pop;rock,beat;beats;drum;drums;electronic;hip-hop;indie;pop;rock,1,"Allow me to recommend 'Me Canse' by Polo A Tierra. It's a track from their album 'Me Canse'. It combines elements of Hip-Hop, electronic, and rock with a touch of pop. The song has a fast-paced beat and drum-driven sound that could be a fitting choice for your video.","Allow me to recommend the track 'Me Canse' by Polo A Tierra. It's from their album 'La Hecatombe' and combines elements of Hip-Hop, electronic, and rock with a catchy pop and indie sound. This track has a strong focus on beats and drums, which could be a fitting choice for your video. It was recorded in 2015, which may contain the specific element you're looking for.",,,
379,Zm7Wb0ZjPRc,0,2,"It's a track that combines hip-hop, jazz, and soul elements.",hip-hop;jazz;soul,electronic;hip-hop,0,"Certainly! How about 'StreetHeat Freestyle' by Flowz Flowetry? It's a track that combines hip-hop, jazz, and soul elements. Although I don't have much information about the specific album or artists, the song itself has a unique blend of genres that could add a touch of jazz and soul to your video.","Certainly! You can consider 'StreetHeat Freestyle' by Flowz Flowetry. Although there isn't much information available about the track, it has tags like Hip-Hop, electronic, and experimental, which align with the genres you mentioned. It could add a unique and diverse element to your video.",,,
1443,1o_BC6-VnZE,0,3,"The song has elements of rock, pop, and indie, which can add a unique touch to your video.",indie;pop;rock,alternative;guitar;male vocals;pop;rock;techno;vocal;vocals,0,"I suggest checking out 'Casino' by Jake McVey. It's a country track with a fun and catchy vibe. The song has elements of rock, pop, and indie, which can add a unique touch to your video. It's a great choice if you're looking for a country song with a lively and upbeat sound.",Allow me to recommend 'CASA VERDE' by ANDRÉ PORTO. It's a rock and pop track with classic rock and alternative influences. The song features male vocals and includes a mix of guitar and techno elements. It could be a fitting choice for your video.,,,
3941,F62hfQfu3Kc,0,3,"This song combines elements of hip-hop, electronic, and rock with experimental and male vocal influences.",electronic;hip-hop;rock;vocal,dance;electronic;fast;hip-hop;indie;male vocals;pop;rock;techno;tempo;vocal;vocals,1,"Certainly! How about 'PRE-GAME' by A$A? It's a track from their album 'PRE-GAME'. This song combines elements of hip-hop, electronic, and rock with experimental and male vocal influences. It was released in 2014 and could be a fitting choice for your video.","Allow me to recommend 'PRE-GAME' by A$A. It's a track from DEF POP and has elements of electronic, rock, and hip-hop with indie and dance influences. The song has a fast tempo and male vocals, while also incorporating techno elements that could be a fitting choice for your video.",,,
1101,Rparh8OI7qs,0,4,It has a fast-paced techno sound with a mix of electronic beats and rock influences.,beat;beats;electronic;fast;rock;techno,ambient;beat;dance;electronic;fast;indie;techno,0,"Allow me to recommend 'Beating Of My Heart (Matisse & Sadko Remix)' by M-3ox. It's a track from their album 'Beating Of My Heart (Matisse & Sadko Remix)'. This song combines elements of electronic, dance, and rock genres, which aligns well with the electronic and dance genres you're looking for. It has a fast-paced techno sound with a mix of electronic beats and rock influences.","I understand. In that case, I recommend the track 'Beating Of My Heart (Matisse & Sadko Remix)' by M-3ox. It's from their album 'Beating Of My Heart'. The song combines electronic, dance, and ambient elements with a touch of electro and indie influences. It has a fast-paced techno beat that will add energy to your video project.",,,
2585,ulxH8j3ndtw,1,3,"The song combines elements of pop, hip-hop, and electronic music, with female vocals.",electronic;female vocals;hip-hop;male vocals;pop;vocal;vocals,electronic;hip-hop;pop;vocal,0,"I suggest checking out 'Mi piace' by Le Gal. It's a track from their album 'Mi piace'. The song combines elements of pop, hip-hop, and electronic music, with female vocals. It was released in 2014 and has a catchy and upbeat sound that could be a great fit for your video.","I suggest 'Musica legale' by Le Gal. It's a track from their album 'Playlist' and features female vocalists. The song combines elements of pop, Hip-Hop, and electronic genres, which are characteristic of Le Gal's style. It could be a great fit for your video.",,,
472,5SKS_xcBS5w,0,3,"The song combines elements of indie rock, alternative rock, and pop with a touch of 80s influence.",alternative;indie;pop;rock,alternative;indie;punk;rock,0,"Allow me to recommend 'Levelling The Land' by The Levellers. It's a track from their album 'Levelling The Land'. The song combines elements of indie rock, alternative rock, and pop with a touch of 80s influence. It was released in 2009 and may contain the specific elements you're looking for.","In that case, I would recommend 'Todo Al Blanco' by Perro Negro. This track is from their album 'Quedan Madrugadas' and it has an indie rock sound with elements of punk, hard rock, and alternative. It's a great fit for your video.",,,
3604,deCKe46octs,1,4,It also has rock influences that could be a fitting choice for your video.,rock,electronic;hip-hop;pop;rock;vocal,1,"Allow me to recommend 'Márchate' by Mc Cruzito Ft. It's a track from their album 'Márchate'. The song combines elements of hip-hop, pop, and electronic genres with female vocals. It also has rock influences that could be a fitting choice for your video.","Let me suggest 'Márchate' by Mc Cruzito Ft. Cheito. It's a track with a mix of hip-hop, pop, and electronic elements. While it doesn't have female vocalists, it does have a rock influence that could add some variety to your video. You can find more information about Mc Cruzito on their official Facebook page.",,,
3025,IP4V3TTC3fw,1,1,"In that case, I would recommend 'Halfcrazy' by Musiq Soulchild.",soul,pop;soul,1,"In that case, I would recommend 'Halfcrazy' by Musiq Soulchild. This track has a soulful and pop sound, with elements of R&B and Hip-Hop. It's part of the album 'Halfcrazy' and would be a great fit for your video.","In that case, I would recommend 'Halfcrazy' by Musiq Soulchild. This track has a soulful and pop sound that you're looking for. It was released in 2002 and is remastered in HD. You can find more information about Musiq Soulchild on their Instagram, Twitter, and Facebook pages.",,,
3165,M3vm6OHX01s,0,3,"This song combines elements of Hip-Hop, electronic, and dance genres.",dance;electronic;hip-hop,dance;electronic;fast;tempo,0,"Certainly! How about 'Boss' by Yung L? It's a track from his album 'Boss'. This song combines elements of Hip-Hop, electronic, and dance genres. It has a fast-paced beat and a catchy electronic sound that could be a fitting choice for your video.","In that case, I would recommend 'OTTOMATIC feat. M-FAME - 2 bricks, 2 clips (Official video)'. This track has a faster tempo and incorporates electronic, dance, and electronica elements. It will definitely add energy to your video.",,,
577,ET1P16PNTCw,0,1,I recommend 'Party Rock Anthem' by Fabri Fibra.,rock,beat;dance;electronic;pop;rock;upbeat,1,"Certainly! I recommend 'Party Rock Anthem' by Fabri Fibra. It's a track from his album 'Party Rock Anthem'. This song combines electronic, hip-hop, and pop elements, which aligns well with Fabri Fibra's distinctive style. It has a fast-paced techno sound and features male vocals.","In that case, I would recommend 'Party Rock Anthem' from the album '2012 Best Dance Hits' by Various Artists. This track is a popular dance and electronic song that has a catchy and upbeat vibe, perfect for creating a party atmosphere in your film. It's sure to get the audience moving and grooving!",,,
1032,JxH7TnWcmxM,0,2,"This track is part of the album 'The End' and offers a unique blend of electronic, rock, and indie genres.",electronic;indie;rock,dance;electronic;fast;rock;techno,0,"Certainly! If you're looking for an electronic and alternative vibe, I would recommend 'The End' by The Beatles. This track is part of the album 'The End' and offers a unique blend of electronic, rock, and indie genres. It has a fast-paced and loud sound, which can add an energetic and edgy feel to your video.","For a track with a more pronounced electronic edge that's also related to theater, I recommend 'FINAL MATCH - NSF-422-17' from the Nash Music Library, associated with the 2015 stage play '鬼切丸'. This piece offers a mix of electronic, electronica, dance, rock, and experimental sounds. Its fast pace and loud, techno-rock elements make it an excellent fit for lively, dynamic stage productions.",,,
3723,lzdub-SjOFk,0,2,"This track has an acoustic and indie sound, which aligns well with your preferences.",acoustic;indie,acoustic;alternative;guitar;indie;pop;rock;vocal;vocals,1,"In that case, I would recommend 'Amy Amy' by Reto Burrell. This track has an acoustic and indie sound, which aligns well with your preferences. It's part of the album 'Amy Amy' and features a mix of rock, folk, and alternative genres.","Allow me to recommend a track from Nepathya's latest release 'Unplugged'. The specific track name and album information are not available, but Nepathya is known for their acoustic, indie, pop, and alternative style. Their music features a blend of rock elements with a focus on guitar and vocals. I believe this could be a fitting choice for your video.",,,
1026,QQWjSsnKsT8,1,3,"It combines elements of country, rock, and blues with a touch of pop.",blues;country;pop;rock,alternative;blues;country;melodic;pop;rock,1,"Allow me to recommend 'Country Memories' by Brian Robinson. It's a track from his album 'Country Memories'. It combines elements of country, rock, and blues with a touch of pop. The song has a guitar-driven sound and features male vocals, which could be a fitting choice for your video.","Allow me to recommend 'Country Memories' by Brian Robinson. This country music video, directed by Ken Rivers, captures the essence of country music with its rock, blues, and alternative elements. It also has a pop influence that adds a catchy and melodic touch. This could be a fitting choice for your video.",,,
2200,6WJzFO7GnLY,0,2,It's a rock track with alternative and hard rock influences.,alternative;rock,alternative;electronic;metal;rock,1,"Allow me to recommend 'Comatose' by Skillet. It's a rock track with alternative and hard rock influences. The song features guitar and drums, which align with your preferences. It was released in 2009 and has a powerful and energetic sound that could be a fitting choice for your video.","Certainly! How about 'Comatose' by Skillet? It's a track from their album 'Comatose'. It's classified as rock, metal, and alternative rock, and it features elements of hard rock. This song could be a fitting choice for your video as it combines the electronic and rock genres you're looking for.",,,
398,8PHqiJ76Q5s,0,3,"The song combines elements of hip-hop, electronic, and pop with a touch of 80s dance influences.",dance;electronic;hip-hop;pop,beat;beats;electronic;fast;hip-hop;male vocals;pop;r&b;rock;vocal;vocals,0,"Allow me to recommend 'My President' by Young Jeezy ft; 2 Chainz. It's a track from the album 'My President' and features 2 Chainz. The song combines elements of hip-hop, electronic, and pop with a touch of 80s dance influences. It was released in 2012 and could be a fitting choice for your video.","Allow me to recommend 'My President' by Young Jeezy ft. Nas. It's a track from Young Jeezy's album 'My President'. It combines elements of Hip-Hop, electronic, and rock with a touch of R&B and pop. The song features fast-paced electronic beats and male vocals, which could be a fitting choice for your video.",,,
235,29caU6DI9kQ,1,3,"It combines elements of electronic, dance, and rock genres with a fast-paced techno beat.",beat;dance;electronic;fast;rock;techno,bass;beat;dance;electronic;energetic;fast;house;techno,0,"Allow me to recommend 'Cristiano Ronaldo - Bass Is Kicking (2005 Edit)'. It's a track from Cristiano Ronaldo's album 'Bass Is Kicking'. It combines elements of electronic, dance, and rock genres with a fast-paced techno beat. It could be a fitting choice for your video, incorporating the electronic and dance elements you're looking for.","Allow me to recommend 'Bass Is Kicking (2005 Edit)' by B-Bass vs. DJ Mds. It's a track from their album 'Bass Is Kicking (The Album)'. This song combines elements of dance, electronic, and house genres with experimental influences. It has a fast-paced techno beat and loud electronic sounds, which aligns well with the energetic vibe you're looking for in your video.",,,
421,ccx6zlTPGvY,0,3,It combines elements of 90s hip-hop with electronic and dance influences.,dance;electronic;hip-hop,dance;electronic;hip-hop;pop;rock,1,Allow me to recommend 'Trkaj' by Trkaj. It's a track from his album 'Trkaj'. It combines elements of 90s hip-hop with electronic and dance influences. The song has a fast-paced beat and a techno sound that could be a fitting choice for your video.,"I recommend 'JAMAIS' by LANIAC. It's a track from their album 'BOITE SIX'. 'JAMAIS' incorporates elements of hip-hop, electronic, and rock genres with dance and pop influences. The song was produced by MASSAY and could be a fitting choice for your video.",,,
1997,DeXRccfzk78,1,4,The song features Nelly's distinctive female vocals and was released in 2012.,female vocals;male vocals;vocal;vocals,acoustic;female vocals;folk;guitar;male vocals;pop;rock;vocal;vocals,1,"Allow me to recommend 'Just a Dream' by Nelly. It's a track from her album 'Just a Dream'. It combines elements of pop, rock, and folk with acoustic and guitar-driven sound. The song features Nelly's distinctive female vocals and was released in 2012. It could be a fitting choice for your video.","Allow me to recommend 'Just a Dream' by Nelly. It's an acoustic cover performed by Dj Xispita We Touch Live vocal. Although I couldn't find specific information about the album or release date, this track combines elements of pop, rock, and folk with a focus on acoustic guitar and female vocals. It could be a fitting choice for your acoustic cover video.",,,
978,XI_49TbkJI0,1,4,It has a synth-driven sound and electronic beats that could be a great fit for your video.,beat;beats;electronic;synth,beat;beats;electronic;hip-hop;pop;rock;synth,1,"Certainly! How about 'Dziś' by SMA? It's a track from their album 'Dziś'. This song combines elements of hip-hop, electronic, and pop genres with a touch of 90s vibes. It has a synth-driven sound and electronic beats that could be a great fit for your video.","Certainly! How about 'Dziś' by SMA? It's a track produced by TrzyBit and falls under the hip-hop, electronic, rock, and pop genres. Although I don't have much information about the track, it's possible that it incorporates elements of 90s hip-hop, electronic beats, and possibly synth sounds. Give it a listen and see if it fits your video.",,,
2030,S0NI5pfSghk,0,3,"The song combines elements of electronic, rock, and indie with a touch of alternative.",alternative;electronic;indie;rock,alternative;electronic;energetic;indie;rock,1,"Certainly! How about 'The Creep' by The Flaming Lips? It's a track from their album 'The Creep'. The song combines elements of electronic, rock, and indie with a touch of alternative. It has a fast-paced and loud sound, which could add an energetic vibe to your video.","Allow me to recommend 'burn PRESENTS: Stale Sandbech at Air & Style 2013'. It's a film produced by burn and directed by Olav Stubberud. Although it doesn't have a specific track name, the film features electronic, indie, rock, and alternative music with experimental elements. It showcases the finest big air moments of the season, capturing the intense and energetic vibe you're looking for in your video.",,,
1122,QyP3cojSe1w,1,3,"This song combines elements of hip-hop, electronic, and pop genres.",electronic;hip-hop;pop,dance;electronic;hip-hop;rock,0,"Certainly! I recommend 'Ghetto Boy' by Stephen 'Ragga' Marley ft; 2Baba. It's a track from Stephen 'Ragga' Marley's album 'Ghetto Boy'. This song combines elements of hip-hop, electronic, and pop genres. It has a catchy beat and features the collaboration of Stephen 'Ragga' Marley and 2Baba. It could be a fitting choice for your video.","Allow me to recommend 'Ghetto Boy' by Stephen 'Ragga' Marley ft. Bounty Killer & COBRA. It's a track that addresses gun violence with a message aimed at today's youth. The song blends elements of hip-hop, electronic, and rock genres. It was recorded in Jamaica and features collaborations with Jamaican dancehall stars Bounty Killer and Cobra, which adds a unique flavor to the track.",,,
3930,OdMSA0Rjuwg,1,4,It has a catchy and energetic sound that could be a great fit for your video.,energetic,alternative;female vocals;indie;male vocals;pop;rock;vocal;vocals,0,"Allow me to recommend 'I'm a Man' by Buster Shuffle. It's a track from their album 'I'm a Man'. The song combines elements of rock, indie, and pop with female vocals. It has a catchy and energetic sound that could be a great fit for your video.","Allow me to recommend 'South' by Buster Shuffle. It's a track from their album 'Naked' released in 2014. It's classified as rock, pop, and indie with alternative influences and features female vocals. The song has a pop and rock sound with catchy melodies and a vibrant energy, which could be a fitting choice for your video.",,,
375,OSEmYHghm-0,1,1,Allow me to recommend 'At The Bar' by Mary PopKids.,pop,alternative;indie;male vocals;pop;rock;vocal;vocals,1,"Allow me to recommend 'At The Bar' by Mary PopKids. It's a track from their album 'At The Bar'. It combines elements of indie rock, alternative, and pop with a focus on drums. This song could be a fitting choice for your video, as it captures the unique style of Mary PopKids.","Allow me to recommend 'At The Bar' by Mary PopKids. It's a track recorded in the studio and falls under the genres of indie, alternative, and indie rock. Although I don't have much information about this specific track, based on their style and genre, it could be a fitting choice for your video. Additionally, it aligns with your preference for pop elements and male vocals.",,,
500,GCsTlblqGC8,1,2,It's a pop track with electronic and rock influences.,electronic;pop;rock,dance;electronic;female vocals;male vocals;pop;vocal;vocals,0,Certainly! How about 'Gonna Shine' by Ashley Tisdale? It's a pop track with electronic and rock influences. The song features a female vocalist and could be a fitting choice for your video.,"Allow me to recommend 'Gonna Shine' by Ashley Tisdale. It's a pop track with electronic and dance influences. The song features Ashley Tisdale's female vocals, which adds a unique touch to the music. It's from her album 'Gonna Shine' and was also featured in the movie 'Sharpay's Fabulous Adventure'.",,,
1544,xgPn_Qfq_QI,1,2,It's a dance and electronic track with elements of house and pop.,dance;electronic;house;pop,dance;electronic;energetic;house;pop;rock;vocal;vocals,1,"Certainly! How about 'We Are One' by Natalia Paris? It's a dance and electronic track with elements of house and pop. Although it doesn't have a specific rock genre, it can still add a dynamic and energetic vibe to your video. The song was released in 2014 and has a fast-paced techno sound.","Certainly! How about 'We Are One' by Natalia Paris? It's a dance and electronic track with elements of house and pop. Although it doesn't have rock influences, it can add a different and energetic vibe to your video. The song was produced by Natalia Paris and Andee Zeta, and features vocals by Paula Arenas and Kathy Cut.",,,
2101,QDZ7ZLt234E,0,3,"The song has a pop and house influence, which aligns well with Sahiba's style.",house;pop,dance;electronic;house;pop;vocal;vocals,1,"Allow me to recommend 'Zorun Ne Sevgilim' by İrem Derici. It's a dance and electronic track with female vocals. The song has a pop and house influence, which aligns well with Sahiba's style. It was released in 2014 and has a catchy and energetic vibe that could be a fitting choice for your video.","Allow me to recommend 'Zorun Ne Sevgilim' by İrem Derici. It's a dance-pop track from her album 'İki'. It features İrem Derici's distinctive vocals and incorporates elements of House and electronic music. This track is classified as dance and pop with female vocalists, which aligns well with your preferences for a dance video.",,,
1907,4aikHaOeSlA,0,2,This track has a punk and rock sound with elements of alternative and metal.,alternative;metal;punk;rock,metal;punk;rock,0,"In that case, I would recommend 'Sólo Por Ti' by Los Pepes. This track has a punk and rock sound with elements of alternative and metal. It's part of the album 'Sólo Por Ti' and it's performed by Los Pepes. It would be a great fit for your video.","If you're looking for a punk or metal influence, I'd recommend 'Bikini Schnapps - GiLiKiŠ'. This track falls under the punk, metal, rock, heavy metal, and hard rock genres. It has a powerful and heavy sound with elements of hard rock. It would be a great fit for your video.",,,
1626,VO6oOKUy7g4,1,2,It's an electronic track with elements of dance and pop.,dance;electronic;pop,beat;beats;dance;electronic;rock,0,"Certainly! How about 'Sunshine' by The Stereo? It's an electronic track with elements of dance and pop. The song has a catchy beat and a mix of electronic and rock sounds. It could be a great addition to your video, combining the energetic rock vibe with electronic beats.","I suggest checking out Andreas Oberg's music. He is known for his electronic and dance tracks, which could provide the perfect combination of rock and electronic beats for your video. One of his notable tracks is available on his website. You can explore his collection to find the right fit for your video.",,,
828,sclF4XTRzhU,0,4,It has a catchy and upbeat vibe that could be a great fit for your video.,beat;upbeat,dance;drum;drums;electronic;fast;female vocals;male vocals;pop;rhythm;vocal;vocals,0,"Certainly! I recommend 'Yado Train' by TDOTE. It's a track from their album 'Yado Train'. This song combines elements of pop, rock, and soul with electronic and drum influences. It has a catchy and upbeat vibe that could be a great fit for your video.",I suggest considering 'Yado Train' by TDOTE!! for your debut music video. It's an electronic-pop track with funk and dance elements. The song features female vocals and has fast-paced drums that can add a dynamic rhythm to your video. You can find it on iTunes and visit TDOTE's official website for more information.,,,
1278,-zGoNFCxJXM,1,4,"It could be a fitting choice for your video, combining the rock and alternative elements you're looking for.",alternative;rock,alternative;female vocals;guitar;indie;male vocals;pop;rock;vocal;vocals,1,"Certainly! How about 'Sin Ti' by Javier Garcia? It's a rock and pop track with alternative and indie influences. The song features female vocals and has a guitar-driven sound. It could be a fitting choice for your video, combining the rock and alternative elements you're looking for.","Sure! How about 'Yanira Rodriguez Recibe Sanidad'? It's a track with elements of pop, rock, and indie music. The song features female vocals and a guitar-driven sound, which can add a rock and alternative touch to your video. It's a great choice if you want to incorporate these genres into your video.",,,
1894,R35D5Der-eM,1,4,The song was released in 2014 and has a female vocalist.,vocal,indie;pop;rock;soul;uplifting;vocal;vocals,1,"Allow me to recommend 'Yo Seguiré' by Berlys Martinez. It's a track from her album 'Yo Seguiré'. It combines elements of pop, rock, indie, and soul, which could be a fitting choice for your video. The song was released in 2014 and has a female vocalist.","Allow me to recommend 'Yo Seguiré' by Berlys Martinez. It's a track from her album 'Solo por Ti'. The song combines elements of pop, rock, and indie with soulful vocals, which aligns well with the style you're looking for. It has a catchy and uplifting sound that could enhance your video.",,,
99,zEFEOnXKWuc,0,4,It has a fast-paced and energetic sound that could be a fitting choice for your video.,energetic;fast,alternative;drum;energetic;fast;guitar;indie;pop;punk;rock,1,"Certainly! I recommend 'The Light' by Peter Hook And The Light. It's a track from their album 'The Light'. This song combines elements of indie rock, punk, and alternative genres. It has a fast-paced and energetic sound that could be a fitting choice for your video.","Allow me to recommend 'Moving On' by The Hangovern. It's a track from their EP and falls under the genres of rock, indie, and alternative. The song has indie rock and punk influences, with a guitar and drum-driven sound. It's a fast-paced track that also has elements of pop, which could provide the energetic and catchy vibe you're looking for in your video.",,,
90,D_oNccaFno0,1,3,"It combines elements of hip-hop, electronic, dance, and pop with a fast-paced and loud sound.",dance;electronic;fast;hip-hop;pop,dance;electronic;hip-hop;pop;r&b;synth,0,"Allow me to recommend 'I GOT IT' by THE HEAT. It's a track from their album 'I GOT IT'. It combines elements of hip-hop, electronic, dance, and pop with a fast-paced and loud sound. The song has a synth-focused sound that could be a fitting choice for your video.","Allow me to recommend 'I GOT IT' by THE HEAT. It's a track with a dance-pop vibe. Although there is no specific album or artist mentioned for this track, it falls under the genres of Hip-Hop, electronic, R&B, dance, and pop. It was directed by Slick Flair and filmed in Jesup, GA. This song may have the loud and synth elements you are looking for.",,,
1609,oUQiVkXm63U,0,2,"This track is a perfect fit for your video as it offers a high-energy and upbeat sound with elements of pop, dance, and electronic genres.",beat;dance;electronic;pop;upbeat,dance;pop;rock;vocal;vocals,0,"In that case, I would recommend 'Run Devil Run' by Girls' Generation. This track is a perfect fit for your video as it offers a high-energy and upbeat sound with elements of pop, dance, and electronic genres. It's part of the album 'Run Devil Run' and will definitely add a lively and vibrant atmosphere to your video.","Allow me to recommend 'Run Devil Run' by Girls' Generation. It's a track from their album 'Run Devil Run'. It combines elements of pop, dance, and rnb with a touch of rock influence. It features the powerful vocals of Girls' Generation and was performed by TaeYeon, Tiffany, YoonA, HyoYeon, YuRi, Jessica, SooYoung, SeoHyun, and Sunny.",,,
1692,um7K8XTuerU,1,2,"It's a track from the album 'See You Again' and combines elements of hip-hop, pop, and electronic music.",electronic;hip-hop;pop,electronic;emotional;hip-hop;pop;vocal,1,"Allow me to recommend 'See You Again' by Wiz Khalifa featuring Charlie Puth. It's a track from the album 'See You Again' and combines elements of hip-hop, pop, and electronic music. The song features female vocalists and has a catchy and emotional vibe that could be a fitting choice for your video.","Allow me to recommend 'See You Again' by Wiz Khalifa featuring Charlie Puth. It's a track from the album 'See You Again (feat. Charlie Puth)'. This song combines elements of hip-hop, electronic music, and pop. It also features a powerful and emotional female vocal performance by Charlie Puth. It's a heartfelt tribute song that could be a fitting choice for your video.",,,
4168,8uQ8J54abxg,0,2,"It's a track that combines elements of pop, rock, folk, and indie.",folk;indie;pop;rock,folk;indie;pop;rock,1,"Allow me to recommend 'Vázquez Sounds'. It's a track that combines elements of pop, rock, folk, and indie. Although I don't have specific information about the album or artists, the song features female vocals and acoustic guitar, which aligns well with your preferences.","I understand your preference for indie and folk elements. Unfortunately, I don't have any specific recommendations in those genres at the moment. However, I can suggest exploring artists like Navid Zardi, who are known for their indie, rock, pop, and folk sound. You may find suitable tracks from their repertoire to incorporate into your video.",,,
