exp,sample_idx,video_id,claim_id,claim_text,claim_type,support_source,parent_source,attribute_terms,verification,reference_positive_evidence,reference_negative_evidence
exp_03,680,DLl05qlA5fA,2,It's a track from his album 'Senza di te'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1733,ho7xMXBcwQI,5,was released in 2009.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2398,0WxLUHi0d18,2,It's a track from his album 'On The Way Down'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,4007,MvtTVQVty5I,2,It's a track from their album 'It's On'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1437,qQYpF2pCkLI,2,It's a track from their album 'My Body'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2342,egXAB1HRIzo,1,Allow me to recommend 'Call Me Maybe' by Carly Rae Jepsen.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,222,_4nG1DGesGA,1,Allow me to recommend 'Por Siempre' by ZELISMAR.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,707,I_vzfFZSOoA,6,was released in 2013.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3173,XS20_kaQraI,2,It's a track from their album 'Misery Business'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3972,eijHJXxm35M,2,It's a track from their album 'Of The Night'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1815,iWT7NyDmgik,6,It features Lana Del Rey's distinctive female vocals,metadata,metadata-supported,metadata-supported,female vocals;male vocals;vocal;vocals,partially_supported,,
exp_03,2171,dKUIkthdXBQ,1,I suggest you consider 'I'm Not Sorry' by From Above.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,615,ctIUW7oAIEM,5,It was released in 2010,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,983,Kn1oMmahD54,2,It's a track from their album 'The World Is A Beautiful Place'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1980,FllRntbfSZU,1,"In that case, I would recommend 'Sweetheart' by Darlin.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2809,m0fLP-kix7E,2,It's a track from their album 'I Miss You'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2867,Pcn7TuWZu9s,1,I recommend 'Still Mike' by Still Mike.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2846,WZN2J2YUorc,2,It's a track from her album 'Ndithanda wena'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2459,Ql7BUDjlugw,1,Allow me to recommend 'Sweet Dreams' by La Bouche.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,897,5y7ol8biH7Y,1,Allow me to recommend 'In Your Eyes' by INNA.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,797,KdPrSCEBR2U,6,It was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1804,rQ7EVVczYZk,2,It's a track from their album 'Comme toujours'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3340,JMO3t-Sta6M,4,"vocals, which align with your preferences.",preference,preference-supported,preference-supported,vocal;vocals,supported,"the user demonstrates a strong affinity for energetic rock music, particularly tracks with powerful drums, soaring vocals, and dynamic guitar work. they appreciate a sense of build-up and atmosphere in their music, favoring a raw and immediate feel over overly polished or layered productions. while they enjoy driving rhythms, they find excessively upbeat or 'intense' tracks overwhelming, preferring a balance with a softer touch and a greater emphasis on guitar instrumentation. the user seems drawn to music that evokes a specific 'feeling' and appreciates a direct, stripped-down approach. the user strongly prefers energetic rock music. the user values powerful drums and soaring vocals in their music. the user appreciates dynamic and raw guitar work. the user prefers music with a strong sense of build-up and atmosphere. the user favors a 'stripped down' and immediate feel in music.",the user tends to dislike overly polished or layered music productions. the user finds excessively upbeat or 'intense' music overwhelming.
exp_03,3677,Mczic79SuG8,5,It was released in 2014,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1976,pkOB8bd_t1g,2,It's a track from their album 'Fell In Love With a Girl'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1374,D6KQLPITxys,6,has a music video directed by J.R.T.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2149,CtObGLjGhrc,6,It was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3745,fFVIweRLchc,1,Allow me to recommend 'Now That You're Gone' by Glenn Proudfoot.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3878,hFphgyjVkWU,1,Allow me to recommend 'Icky Thump' by The White Stripes.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3441,0bwKZZf5qwA,2,It's a track from their album 'Jones Burnout'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,597,joodDiK-gj0,1,I recommend 'The Franchise' by ULA,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3153,2XNhVsZBGcQ,5,It was released as part of the album 'The Wrong War' by The National.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2345,6uPIHys683w,1,Allow me to recommend 'The Bees' by No!,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3142,CvvwtuDLLow,5,was released in 1977.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3991,2-1iE_8Ssus,5,It was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2915,NCi2-FoIVX8,2,It's a track from his album 'I'm A Boss'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1962,kEfo8WvxuJE,2,It's a track from their album 'The Fallen'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,537,VGDWx2M2BLU,1,Allow me to recommend 'Voy a Beber Remix' by Zion.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1356,C7ZBh7wJ1ys,5,It was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1030,JRIwZiZeYD8,2,It's a track from his album 'Sunshine'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,854,wVnx_C8FlwY,5,The song was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2276,O9kkNsZZVLU,5,The song was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3120,QpHqXtHyhdI,2,It's a track from his album 'Samočovek'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,803,a7jQtV9j4lw,1,Allow me to recommend 'Hemorrhage (In My Hands)' by Fuel.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2119,ERDUtRmVMBM,3,It's part of the album 'Dubstep' by DJ Danny.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2576,NKGs9BxFoTE,2,It's a track from their album 'Destino'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1837,4sVLtq3eqA0,2,It's a track from their album 'The Coolest'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2472,_DfVcS-C2aA,1,Allow me to recommend 'G|ZUP' by G|ZUP.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,385,7k3fHjgdAU4,2,It's a track from their album 'The Wretched End'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2306,LnPUunRx7OQ,3,"Although I don't have much information about the album or the artist, this song aligns well with the dance",metadata,metadata-supported,metadata-supported,dance,supported,,
exp_04,3710,rsb8IPmPayY,1,"In that case, I would recommend 'Ballin' by Young Jeezy.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,668,glKPhzI3Qa4,2,It's a track from her album 'La Gracia'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,457,_MV0BuKm0VE,2,It's a track from their album 'Bring The Night'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3240,hhVhlyqXdeM,1,Allow me to recommend 'Sem Mais Porquê' by Banda Gedeom.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1425,OvDk7OtyP6Q,2,Roll' by The Dirty Guv'nahs.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3777,iVzvr5CAwas,1,"In that case, 'Going Home (Theme from the Local Hero)' by Mark Knopfler from the album 'Local Hero' would be a perfect fit.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,16,BjTyDzn5Y8Y,1,Allow me to recommend 'Urban Mischeif' by D'Sua & DJ SaoT ST.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2394,MIXcDv47bXg,1,Allow me to recommend 'Sayonara' by Waive.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2983,huxmiDbBYDI,1,Allow me to recommend 'I'm Sorry' by Jeff Chery.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1225,r2c2tJvzu24,2,It's a track from his album 'Blessings'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1369,djy2cHxN9is,1,"In that case, I would recommend '誓言-雨落故里(官方完整版MV)' by SHI YAN.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3656,3l4tckL1Xws,2,It's a track from their album 'Sunshine'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3907,m3IklXTAEag,2,It's a track from their album 'Titorasz'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3487,G2Ki-9SSsoE,5,The song was released in 2010,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,202,KIx8L7odnQs,7,is part of the album 'Collapse'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1303,gTbr77atD3M,1,Allow me to recommend 'Kuin kuolleet' by Tuomas Kauhanen.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1571,kP26ib6uJHo,2,"indie feel, I would recommend 'Solo' by D.A.D.",metadata,metadata-supported,metadata-supported,indie,supported,,
exp_04,2452,6YMS821KO3E,2,It's a track from their album 'Every Beat Of My Heart'.,metadata,metadata-supported,metadata-supported,beat,supported,,
exp_04,489,rZ1OT-hCNoI,4,It's part of the album 'Fung Jai',metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3837,zHSJ-vuOp08,1,How about 'The Fallen' by The Black Dahlia Murder?,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3340,JMO3t-Sta6M,1,Allow me to recommend 'I'll Be There' by Eric David Olson.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3659,G0s_bG7MDqA,1,Allow me to recommend 'Mes Amours' by Paul Bill,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2761,76qgAu9S9BU,1,Allow me to recommend 'How To Snap' by Cherish.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,676,bP22zkr6ZYU,5,It was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,563,u9IwA1MpbG4,5,It's part of the album 'Rang' by Rippy Gill.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2112,1Ap-NAtGCcY,5,It was released in 2010,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2203,XYm2mX4aAxo,1,I recommend 'I'm Sorry' by Tiffany.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,298,y4QnPrHfT8w,6,was released as a single.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2208,SSBKeectdRQ,1,Allow me to recommend 'Khoon De Pyaase' by Baadshah.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2465,TpgFRl0OAKA,1,Allow me to recommend 'Say' by Kevin Walker.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1211,eZqq08jD5vE,1,Allow me to recommend 'Akhir Saja' by Quentin Elias.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,2332,SgEBhuDQ26k,1,I suggest 'Juste un rêve' by TAL.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,3452,mrzUzxGDZdY,2,It's a track from his album 'El Gato Negro'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_04,1998,dXXMklnynhM,6,has a music video directed by Javier 'El Chino' Mendez.,metadata,metadata-supported,metadata-supported,,uncheckable,,
