sample_idx,video_id,gt_music_id,condition,condition_description,claim_id,claim_text,claim_type,support_source,removed_source,is_supported,unsupported_reason,generated_text,llm_support_source,llm_is_supported,llm_reason,llm_raw,rule_support_source,rule_is_supported,agree_support_source,agree_is_supported
1861,mjpjzg8cPbk,mjpjzg8cPbk_P0OCoCCMsUc,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",3,"Although I don't have specific information about this track, it falls under the genres of rock, electronic, dance",video,video-supported,audio-supported,1,source_available,"In that case, I would recommend 'We Stand (Live) by Jesus Culture feat. It's a track from the album 'We Stand (Live)'. Although I don't have specific information about this track, it falls under the genres of rock, electronic, dance, and alternative. It could be a fitting choice for your video.",audio-supported,1,Claim relies on music genre information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre information from audio features.""
}",video-supported,1,0,1
1896,kt2lmbNPFk4,kt2lmbNPFk4_C5PUb0hCtj4,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",3,It has a mix of hip-hop,audio,audio-supported,audio-supported,0,source_removed_by_wo_audio_feature_only,Allow me to recommend 'TVXQ!' by TVXQ! It's a track that combines elements from both TVXQ! and the dance and pop genres. It has a mix of hip-hop and electronic components that could be a fitting choice for your recommendation.,audio-supported,1,Claim relies on music sound and genre features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music sound and genre features.""
}",audio-supported,0,1,0
2014,3t8sLQEPY0o,3t8sLQEPY0o_aoGA3sc0aMA,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",4,"Although I don't have specific information about this track, it might be a fitting choice for your recommendation.",audio,audio-supported,audio-supported,0,source_removed_by_wo_audio_feature_only,"Allow me to recommend 'Punk' by The Punks. It's a track that combines elements of punk, rock, and hard rock with a touch of electronic beats. Although I don't have specific information about this track, it might be a fitting choice for your recommendation.",audio-supported,1,Claim relies on music genre and style information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and style information from audio features.""
}",audio-supported,0,1,0
3454,qf-l0RJThfA,qf-l0RJThfA_74jEqQczxGc,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",5,"alternative, which are often associated with indie",preference,preference-supported,audio-supported,1,source_available,"In that case, I would recommend 'Rock With An Indie' by Mike Dunn. This track has a rock and indie vibe with an alternative vibe. It falls under the genres of rock, indie, and alternative, which are often associated with indie and alternative vibe. It has a rock sound with a mix of genres like rock, indie, and alternative.",audio-supported,1,Claim relies on music genre and sound features mentioned in the audio modality.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and sound features mentioned in the audio modality.""
}",preference-supported,1,0,1
2555,m7Cq8gduKP0,m7Cq8gduKP0_gk2j6CDUFpI,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",3,"Although I don't have specific information about this track, it aligns with the hip-hop",audio,audio-supported,audio-supported,0,source_removed_by_wo_audio_feature_only,"I recommend 'Hip-Hop' by Beli Blanco. It's a track that combines elements of hip-hop, chillout, and electronic dance. Although I don't have specific information about this track, it aligns with the hip-hop and chillout genres you're looking for.",audio-supported,1,Claim relies on music genre information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre information from audio features.""
}",audio-supported,0,1,0
2688,7Rd-wFSnrTY,7Rd-wFSnrTY_a1_I0dYcqos,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",3,"Although I don't have specific information about this track, it aligns with your interest in hip hop",preference,preference-supported,audio-supported,1,source_available,"I recommend 'Gunplay' by Gunplay. It's a track that combines elements of hip hop and electronic music. Although I don't have specific information about this track, it aligns with your interest in hip hop and electronic music. It may contain the specific elements you want.",audio-supported,1,"Claim relies on user's interest in hip hop music, which is inferred from audio features.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on user's interest in hip hop music, which is inferred from audio features.""
}",preference-supported,1,0,1
800,2NDgbLNNWTI,2NDgbLNNWTI_KOSv-bV8qDU,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",1,"In that case, I recommend 'I'm a fan of Julie Ingram.",general,general-supported,audio-supported,1,source_available,"In that case, I recommend 'I'm a fan of Julie Ingram. She is a talented singer and songwriter. Her music is known for its rock and pop influence. She has a strong female vocal presence. Her music is classified as pop, which is a fitting choice for your video.",audio-supported,1,"The explanation mentions Julie Ingram's music and vocal presence, indicating audio features are relevant.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The explanation mentions Julie Ingram's music and vocal presence, indicating audio features are relevant.""
}",general-supported,1,0,1
2813,TFAyPoHmcBQ,TFAyPoHmcBQ_H_K1mi0EPdQ,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",3,This track has a rock,audio,audio-supported,audio-supported,0,source_removed_by_wo_audio_feature_only,"In that case, I would recommend 'Rock and Indie' by Paddy Clegg. This track has a rock and indie vibe, which is a popular style of music. It combines elements of rock, indie, and electronic dance, with a focus on the 80s. It has a fast-paced techno-tapht and a loud sound that could be a fitting choice for your video.",audio-supported,1,"The claim relies on the music sound and genre, which is supported by the audio features.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim relies on the music sound and genre, which is supported by the audio features.""
}",audio-supported,0,1,0
3225,QtCxsZNx8pE,QtCxsZNx8pE_zmWpJONAYzU,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",1,Allow me to recommend 'Couturier' by Couturier.,general,general-supported,audio-supported,1,source_available,"Allow me to recommend 'Couturier' by Couturier. It's a track that combines elements of electronic, rock, and techno influences. It has a unique style that could be a fitting choice for your video.",audio-supported,1,Claim relies on music genre and style information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and style information from audio features.""
}",general-supported,1,0,1
1455,XXgtN7TA1V8,XXgtN7TA1V8_LqTg77a6R9I,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",2,This track has a hip-hop,audio,audio-supported,audio-supported,0,source_removed_by_wo_audio_feature_only,"In that case, I would recommend 'Стары' by Стары. This track has a hip-hop and R&B vibe, along with ambient elements. It falls under the genres of hip-hop, R&B, and ambient. It has a mix of electronic and rock elements, which could be a fitting choice for your video.",audio-supported,1,Claim is supported by audio features such as genre and style mentioned in the explanation.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim is supported by audio features such as genre and style mentioned in the explanation.""
}",audio-supported,0,1,0
839,_0kWPBMmYEU,_0kWPBMmYEU_p21n2iGmd_s,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",4,"Although I don't have specific information about this track, it aligns with your preferences for a track that combines elements of hip-hop, soul",preference,preference-supported,audio-supported,1,source_available,"In that case, I recommend 'Hip Hop' by Kool & The Gangsta. It's a track that combines elements of hip-hop, soul, and pop with female vocals and drum components. Although I don't have specific information about this track, it aligns with your preferences for a track that combines elements of hip-hop, soul, and pop with female vocals and drum components.",audio-supported,1,Claim relies on music genre and style information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre and style information from audio features.""
}",preference-supported,1,0,1
2650,sucNsk45Bzg,sucNsk45Bzg_sFQ647JCX2I,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",4,"Although I don't have specific information about this track, it may contain the specific elements you are looking for.",prompt,prompt-supported,audio-supported,1,source_available,"I suggest you consider 'The 1st Annual B.A.N.C. (B.A.) It's a track that combines elements of Hip-Hop, electronic, and dance with a focus on electronic and dance elements. Although I don't have specific information about this track, it may contain the specific elements you are looking for.",audio-supported,1,"The explanation mentions specific music genres and elements, indicating audio features are relevant.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The explanation mentions specific music genres and elements, indicating audio features are relevant.""
}",prompt-supported,1,0,1
3905,H-W68B4KTVI,H-W68B4KTVI_ulxuGZNxbA0,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",4,"It's a track that combines elements of electronic, ambient",audio,audio-supported,audio-supported,0,source_removed_by_wo_audio_feature_only,"I apologize for my lack of recommendation. I'm sorry to say that I don't have any specific recommendations that fit your criteria. However, I can recommend 'Sexy' by the artist. It's a track that combines elements of electronic, ambient, and female vocalists with a focus on the female vocalists. It has a techno and fast-paced beat with a focus on the female vocalists. It's a track that aligns with your criteria.",audio-supported,1,Claim relies on audio features such as genre and instruments mentioned in the track description.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on audio features such as genre and instruments mentioned in the track description.""
}",audio-supported,0,1,0
2449,JknekAM8pY4,JknekAM8pY4_FAi1atXAKHo,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",6,It also incorporates elements of 80s,unknown,unsupported,audio-supported,0,no_detected_support_source,"In that case, I recommend '從' by Aom Sushar. It's a track that combines elements of 80s and alternative rock with drums and vocal. It has a mix of electronic, dance, and pop genres with a mix of electronic, dance, and pop genres. It also incorporates elements of 80s and alternative rock.",audio-supported,1,The explanation mentions 'drums and vocal' which suggests the presence of audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The explanation mentions 'drums and vocal' which suggests the presence of audio features.""
}",unsupported,0,0,0
3981,s4UKAbZXMD8,s4UKAbZXMD8_c6F-7olJ_VI,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",1,I don't have any specific recommendations for this video.,video,video-supported,audio-supported,1,source_available,"I don't have any specific recommendations for this video. However, if you're looking for a track that combines elements of acoustic, folk, and rock, you might enjoy 'Sunshine' by The Wombats. It's a track that blends acoustic, folk, and rock elements with a touch of electronic and indie influences. It's a great choice for a video that wants to incorporate a mix of genres.",video-supported,1,Explanation is conditional on the video content and does not provide a specific recommendation.,"{
  ""support_source"": ""video-supported"",
  ""is_supported"": true,
  ""reason"": ""Explanation is conditional on the video content and does not provide a specific recommendation.""
}",video-supported,1,1,1
3603,aloy-hdZ3CE,aloy-hdZ3CE_VgXFWk_EDGU,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",3,"Although I don't have much information about this track, it falls under the genres of rock, indie",audio,audio-supported,audio-supported,0,source_removed_by_wo_audio_feature_only,"In that case, I recommend 'True North' by The Crossing. It's a track with a similar style to 'True North'. Although I don't have much information about this track, it falls under the genres of rock, indie, and alternative, which align with the style of 'True North'.",audio-supported,1,Claim relies on music genre information from audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music genre information from audio features.""
}",audio-supported,0,1,0
3952,hlhgYkDKqn4,hlhgYkDKqn4_jKBmrIgG-Nw,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",5,It was released in 2012,unknown,unsupported,audio-supported,0,no_detected_support_source,"Allow me to recommend 'La Tierra del Olvido' by Carlos Vives. It's a track that combines elements of rock, folk, and electronic music. It has a fast-paced and electronic sound with a mix of guitar and vocal elements. It was released in 2012 and has a mix of rock and folk influences. It may contain the specific elements you want.",audio-supported,1,The claim is supported by the audio features mentioned in the explanation.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim is supported by the audio features mentioned in the explanation.""
}",unsupported,0,0,0
2658,vIaH35-MLsk,vIaH35-MLsk_SGEzNs5dArw,wo_audio_feature_only,"music feature is zeroed, but title/artist metadata is kept",7,It has a mix of genres,audio,audio-supported,audio-supported,0,source_removed_by_wo_audio_feature_only,"In that case, I would recommend 'Love Me' by J. Cole. It's a track from the album 'Love Me' by J. Cole. It's a catchy chorus and a bit more of a romantic vibe. The song combines elements of Hip-Hop, pop, and dance with a romantic vibe. It has a mix of genres and a mix of elements that could be a fitting choice for your video.",audio-supported,1,Claim is supported by the song's genre and style mentioned in the audio features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim is supported by the song's genre and style mentioned in the audio features.""
}",audio-supported,0,1,0
1897,bTOju_n8BJ4,bTOju_n8BJ4_ym5bIhHJvM4,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,2,"that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that",unknown,unsupported,preference-supported,0,no_detected_support_source,", is is that is, and that is, and that is, and that., and that., that is, and that, and that, and that, and that, and that., that., that. that? that. that. that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that,",audio-supported,1,Claim relies on music characteristics and genre-specific patterns.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music characteristics and genre-specific patterns.""
}",unsupported,0,0,0
3635,MsvUscdzkAc,MsvUscdzkAc_aZuqmdRgEHE,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,2,morning morning morning morning.,unknown,unsupported,preference-supported,0,no_detected_support_source,". today. today morning morning morning morning morning morning morning morning morning morning morning morning, and morning morning morning morning. morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning morning tomorrow morning morning tomorrow morning tomorrow morning tomorrow tomorrow tomorrow morning tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow tomorrow morning tomorrow tomorrow morning tomorrow tomorrow tomorrow morning tomorrow",audio-supported,1,"Claim relies on musical context and rhythm, indicating morning-themed music recommendation.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on musical context and rhythm, indicating morning-themed music recommendation.""
}",unsupported,0,0,0
3494,9EO4nBIe-yA,9EO4nBIe-yA_RUjHBwO0EgM,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,1,and was was was was.,unknown,unsupported,preference-supported,0,no_detected_support_source,.. is. is. for. was. for. and was back. for. is back. for. is back. and was back. and was back. and was back. and was back. and was was was was. and was was. was was. and was. was was. and was. was was. was. was was. and was. was. was was. was was to morning. was was to morning. was was was to was was was to was to was to was was to was to was to was to was to was to was that was that was that was that was that was that was,audio-supported,1,The claim appears to be related to the music's structure and progression.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim appears to be related to the music's structure and progression.""
}",unsupported,0,0,0
1434,Gzse71YV_-Q,Gzse71YV_-Q_dGe3HxoH1nM,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,2,"this, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that",unknown,unsupported,preference-supported,0,no_detected_support_source,"th, this is that is that.
this, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that, that,",unsupported,0,The provided explanation does not contain any meaningful information and cannot be verified.,"{
  ""support_source"": ""unsupported"",
  ""is_supported"": false,
  ""reason"": ""The provided explanation does not contain any meaningful information and cannot be verified.""
}",unsupported,0,1,1
1136,zI51uay2YXg,zI51uay2YXg_GAPYhU8aI8A,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,2,is is is is.,unknown,unsupported,preference-supported,0,no_detected_support_source,"is is is is is is is is is is is. is is. is is.
 is is is.
 is is is is.
 is is is is is is is.
 is is is.
 is is is is.
t.
t.
t.
t.
t.
t.
t.t.
t't.
t'tt.
t'ttt.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.",audio-supported,1,The claim appears to be related to the music's sound and genre.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim appears to be related to the music's sound and genre.""
}",unsupported,0,0,0
3715,HalzeiAqMCs,HalzeiAqMCs_fJniB5oey-s,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,5,is for the city.,video,video-supported,preference-supported,1,source_available,. is is for. is for. is is for. and is for. and is is for times. is is for in morning. for in is for the city. is for the city. is for the city. is for the city. is for the city. and is for the city. is for morning. and is for morning. and is for morning. and is is for. and is for morning. and that's is for morning. to the morning. to the. and that is is. that. that is that. that. that is. that. that is to the the morning. to the morning,audio-supported,1,"The claim references music genre and city, which are audio-related features.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim references music genre and city, which are audio-related features.""
}",video-supported,1,0,1
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,1,"., and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and",unknown,unsupported,preference-supported,0,no_detected_support_source,"., and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and,",unsupported,0,The explanation does not contain any relevant information to support the claim.,"{
  ""support_source"": ""unsupported"",
  ""is_supported"": false,
  ""reason"": ""The explanation does not contain any relevant information to support the claim.""
}",unsupported,0,1,1
3587,K7KMRBoqQUg,K7KMRBoqQUg_P56SorCCSmI,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,3,a lot a lot.,unknown,unsupported,preference-supported,0,no_detected_support_source,. and. is a lot. for a lot. a lot. a lot for a lot. a lot. a lot. a lot. a lot. a lot. a lot a lot. a lot a lot. a a lot a lot a a lot a lot a a lot a a a lot a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,audio-supported,1,The claim relies on the music's characteristics and features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim relies on the music's characteristics and features.""
}",unsupported,0,0,0
2176,3LJM-jE1ms4,3LJM-jE1ms4_A84hNilKxFM,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,1,s is is is is is.,unknown,unsupported,preference-supported,0,no_detected_support_source,"s.
s is is is is is.
s.s.
s.s.s.s.
s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s's.s's.s's's's's's's's's's's's's's's's's's's'",audio-supported,1,"The claim appears to be based on the music's characteristics, such as genre and mood.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim appears to be based on the music's characteristics, such as genre and mood.""
}",unsupported,0,0,0
2609,iwxzc2MlkRg,iwxzc2MlkRg_UB7-5vH_veA,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,2,and that is is.,unknown,unsupported,preference-supported,0,no_detected_support_source,and. and. and that is is. and that is is. and that is. and that is. and that is. that is. that is that. that. that. that is that. that. that. that. that. that' that' that that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that',audio-supported,1,"The claim appears to be related to the music's characteristics, such as genre, mood, or tempo.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim appears to be related to the music's characteristics, such as genre, mood, or tempo.""
}",unsupported,0,0,0
1603,l3IbMrnSJtM,l3IbMrnSJtM_1JLiGvkrL0s,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,2,that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,unknown,unsupported,preference-supported,0,no_detected_support_source,this. this morning. this morning. that. this morning. this morning. this morning. that. this morning. this morning. this morning. this morning. that. this morning. that. that. that. that. that. that that. that. that that that that. that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,unsupported,0,The generated explanation does not contain any meaningful information and appears to be repetitive nonsense.,"{
  ""support_source"": ""unsupported"",
  ""is_supported"": false,
  ""reason"": ""The generated explanation does not contain any meaningful information and appears to be repetitive nonsense.""
}",unsupported,0,1,1
2172,sBTkevwy9xo,sBTkevwy9xo_i8Q6ZmEVZxI,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,1,that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,unknown,unsupported,preference-supported,0,no_detected_support_source,for. that. for that. for that. for today. that' for that? for that. for today. for that! for that! for that! that! that! that! that! that! that! that! that! that! that that that! that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,general-supported,1,The explanation is a repetitive sequence of phrases without any specific reference to the input modalities.,"{
  ""support_source"": ""general-supported"",
  ""is_supported"": true,
  ""reason"": ""The explanation is a repetitive sequence of phrases without any specific reference to the input modalities.""
}",unsupported,0,0,0
3170,pT9lqqvBsdo,pT9lqqvBsdo_iF7HM0jzDP8,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,3,that is for that is that that is that is that that that is that that is that that that is that is that that that that that is that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,unknown,unsupported,preference-supported,0,no_detected_support_source,is is that is for. that is is that for that is that is for that is that for that is that is for that is for that. that is for that is that that is that is that that that is that that is that that that is that is that that that that that is that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,unsupported,0,The generated explanation does not contain any meaningful information and appears to be a repetitive sequence of words.,"{
  ""support_source"": ""unsupported"",
  ""is_supported"": false,
  ""reason"": ""The generated explanation does not contain any meaningful information and appears to be a repetitive sequence of words.""
}",unsupported,0,1,1
3715,HalzeiAqMCs,HalzeiAqMCs_fJniB5oey-s,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,3,for in is for the city.,video,video-supported,preference-supported,1,source_available,. is is for. is for. is is for. and is for. and is is for times. is is for in morning. for in is for the city. is for the city. is for the city. is for the city. is for the city. and is for the city. is for morning. and is for morning. and is for morning. and is is for. and is for morning. and that's is for morning. to the morning. to the. and that is is. that. that is that. that. that is. that. that is to the the morning. to the morning,audio-supported,1,"The claim references music-related phrases like 'for the city' and 'morning', indicating a connection to audio content.","{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""The claim references music-related phrases like 'for the city' and 'morning', indicating a connection to audio content.""
}",video-supported,1,0,1
2368,pQdbNvEAmo0,pQdbNvEAmo0_GOkwlQbLNiM,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,1,that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,unknown,unsupported,preference-supported,0,no_detected_support_source,? to?t his morning.? that? for? that? for? for?? for? that? for? that? that? that? that? that? that? that? that? that? that? that? that? that? that? that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,general-supported,1,Explanation lacks specific modality references and appears to be a generic recommendation phrase.,"{
  ""support_source"": ""general-supported"",
  ""is_supported"": true,
  ""reason"": ""Explanation lacks specific modality references and appears to be a generic recommendation phrase.""
}",unsupported,0,0,0
3225,QtCxsZNx8pE,QtCxsZNx8pE_zmWpJONAYzU,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,1,that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's,unknown,unsupported,preference-supported,0,no_detected_support_source,. and. and. is is. and. is a. and. and that's. and that's. and that's. and that's. and that's. and that's. and that's. that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's that's,general-supported,1,The explanation is a repetitive phrase with no clear connection to any specific modality.,"{
  ""support_source"": ""general-supported"",
  ""is_supported"": true,
  ""reason"": ""The explanation is a repetitive phrase with no clear connection to any specific modality.""
}",unsupported,0,0,0
2455,gRKzFMRviAs,gRKzFMRviAs_qbZBq5WNw3k,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,1,that is that that.,unknown,unsupported,preference-supported,0,no_detected_support_source,that. that is that. that is that that. that is that that that. that that that that that that. that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,general-supported,1,The explanation is a repetitive phrase that does not rely on any specific modality.,"{
  ""support_source"": ""general-supported"",
  ""is_supported"": true,
  ""reason"": ""The explanation is a repetitive phrase that does not rely on any specific modality.""
}",unsupported,0,0,0
2609,iwxzc2MlkRg,iwxzc2MlkRg_UB7-5vH_veA,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,3,that' that' that that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that',unknown,unsupported,preference-supported,0,no_detected_support_source,and. and. and that is is. and that is is. and that is. and that is. and that is. that is. that is that. that. that. that is that. that. that. that. that. that' that' that that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that',unsupported,0,The generated explanation does not contain any meaningful information and appears to be random text.,"{
  ""support_source"": ""unsupported"",
  ""is_supported"": false,
  ""reason"": ""The generated explanation does not contain any meaningful information and appears to be random text.""
}",unsupported,0,1,1
2769,guwB1oxI3ko,guwB1oxI3ko_Qit1Ox1uOgY,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,1,"t.t, andt, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and",unknown,unsupported,preference-supported,0,no_detected_support_source,"t.t, andt, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and",unsupported,0,The provided explanation does not contain any relevant information to support the claim.,"{
  ""support_source"": ""unsupported"",
  ""is_supported"": false,
  ""reason"": ""The provided explanation does not contain any relevant information to support the claim.""
}",unsupported,0,1,1
1713,8n1M2_OuoEo,8n1M2_OuoEo_ylt23Hk65kM,wo_ltp,long-term preference feature is zeroed; title/artist metadata is kept,1,1010 1011 1111 1111 1111 11111 111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,unknown,unsupported,preference-supported,0,no_detected_support_source,"1010
1011
1111
1111
1111
11111
111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",audio-supported,1,Claim relies on music sound and genre features.,"{
  ""support_source"": ""audio-supported"",
  ""is_supported"": true,
  ""reason"": ""Claim relies on music sound and genre features.""
}",unsupported,0,0,0
