exp,sample_idx,video_id,claim_id,claim_text,claim_type,support_source,parent_source,attribute_terms,verification,reference_positive_evidence,reference_negative_evidence
full,1856,Gsg6phjViZ0,4,It's perfect for creating a motivational,unknown,unsupported,general-supported,,,,
full,1856,Gsg6phjViZ0,5,inspiring atmosphere in your video.,general,general-supported,general-supported,,,,
full,1866,HjQlrOyOnjo,1,"In that case, I would recommend 'American Girl' by Mylin.",metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1866,HjQlrOyOnjo,2,This track has a female vocalist,audio,audio-supported,audio-supported,,,,
full,1866,HjQlrOyOnjo,3,"falls under the genres of rock, pop",audio,audio-supported,audio-supported,,,,
full,1866,HjQlrOyOnjo,4,It has a catchy,unknown,unsupported,audio-supported,,,,
full,1866,HjQlrOyOnjo,5,upbeat sound that would be perfect for your video.,audio,audio-supported,audio-supported,,,,
full,1873,hPZh4qrJxxg,1,I recommend 'M'BALI' by DJ STAVO.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1873,hPZh4qrJxxg,2,It's a track from his album 'M'BALI'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1873,hPZh4qrJxxg,3,"The song combines elements of electronic, pop",audio,audio-supported,audio-supported,,,,
full,1873,hPZh4qrJxxg,4,"indie music, which aligns well with DJ STAVO's distinctive style.",audio,audio-supported,audio-supported,,,,
full,1873,hPZh4qrJxxg,5,It has a catchy,unknown,unsupported,audio-supported,,,,
full,1873,hPZh4qrJxxg,6,upbeat sound that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
full,1962,kEfo8WvxuJE,1,Allow me to recommend 'The Witching Hour' by Glass Skin.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1962,kEfo8WvxuJE,2,It's a track from their album 'The Witching Hour'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1962,kEfo8WvxuJE,3,"The song combines elements of rock, metal",audio,audio-supported,audio-supported,,,,
full,1962,kEfo8WvxuJE,4,"electronic music, which could be a fitting choice for your video.",general,general-supported,general-supported,,,,
full,1962,kEfo8WvxuJE,5,It has a fast-paced,audio,audio-supported,audio-supported,,,,
full,1962,kEfo8WvxuJE,6,loud sound with experimental elements.,audio,audio-supported,audio-supported,,,,
full,1963,J0hngTpO5kA,1,Allow me to recommend 'What Are Words' by Sun Yanzi.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1963,J0hngTpO5kA,2,It's a track from her album 'What Are Words'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1963,J0hngTpO5kA,3,"The song combines elements of jazz, pop",audio,audio-supported,audio-supported,,,,
full,1963,J0hngTpO5kA,4,"folk, which aligns well with Sun Yanzi's distinctive style.",audio,audio-supported,audio-supported,,,,
full,1963,J0hngTpO5kA,5,It was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1963,J0hngTpO5kA,6,features her beautiful vocals.,audio,audio-supported,audio-supported,,,,
full,1973,wvsguQGaRdw,1,"In that case, I would recommend 'Я - нищий' by Владимир Рекшан и группа 'САНКТ-ПЕТЕРБУРГ'.",metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1973,wvsguQGaRdw,2,This track has a rock vibe with elements of pop,unknown,unsupported,unsupported,,,,
full,1973,wvsguQGaRdw,3,indie from the late 20th century.,unknown,unsupported,unsupported,,,,
full,1973,wvsguQGaRdw,4,It also includes guitar,audio,audio-supported,audio-supported,,,,
full,1973,wvsguQGaRdw,5,"drums, which will add a dynamic",audio,audio-supported,audio-supported,,,,
full,1973,wvsguQGaRdw,6,energetic feel to your video.,audio,audio-supported,audio-supported,,,,
full,1980,FllRntbfSZU,1,"In that case, I would recommend 'The Way I Am' by Katie Kadan.",metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1980,FllRntbfSZU,2,This track has a folk/country vibe with a female vocalist.,audio,audio-supported,audio-supported,,,,
full,1980,FllRntbfSZU,3,It's part of the album 'The Way I Am',metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1980,FllRntbfSZU,4,"offers a unique blend of folk, country",audio,audio-supported,audio-supported,,,,
full,1980,FllRntbfSZU,5,It would be a great fit for your video.,general,general-supported,general-supported,,,,
full,1993,lVOhveK_60A,1,Allow me to recommend 'MORBIN' by RFC - Riki Malva & Theo La Vecia feat.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1993,lVOhveK_60A,2,"It's a track that combines elements of rock, electronic",audio,audio-supported,audio-supported,,,,
full,1993,lVOhveK_60A,3,"Although I don't have much information about this specific track, it aligns well with your preferences for rock, electronic",preference,preference-supported,preference-supported,electronic;rock,supported,"the user demonstrates a clear preference for rock music characterized by energetic beats, powerful vocals, and driving rhythms. while appreciating a raw and gritty sound, they express discomfort with overly produced tracks and a strong electronic influence. they seem to value prominent guitar riffs and a sense of intensity, drawing comparisons to artists like mickie james. the user's taste leans towards a more organic and less polished sound, suggesting a potential aversion to heavily electronic or hip-hop infused music. they are open to exploring music with a strong build-up and impactful choruses, but prioritize a balance between energy and atmosphere. the user prefers rock music with energetic and driving rhythms. the user appreciates powerful and clear vocals. the user favors music with prominent guitar riffs and a gritty sound. the user enjoys music with a strong build-up and impactful choruses. the user appreciates a raw and less polished sound.",the user dislikes music that is overly produced or heavily electronic. the user finds hip-hop and electronic blends overwhelming.
full,1993,lVOhveK_60A,4,It may also have vocal elements that you're looking for.,prompt,prompt-supported,prompt-supported,,,,
full,1997,DeXRccfzk78,1,Allow me to recommend 'Just a Dream' by Nelly.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1997,DeXRccfzk78,2,It's a track from her album 'Just a Dream'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1997,DeXRccfzk78,3,"It combines elements of pop, rock",audio,audio-supported,audio-supported,,,,
full,1997,DeXRccfzk78,4,The song features Nelly's distinctive female vocals,metadata,metadata-supported,metadata-supported,female vocals;male vocals;vocal;vocals,supported,,
full,1997,DeXRccfzk78,5,was released in 2012.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,1997,DeXRccfzk78,6,It could be a fitting choice for your video.,general,general-supported,general-supported,,,,
full,2000,fg3WQgiIh9I,1,Allow me to recommend 'What's Up Joe' by VISUAL featuring Ale Nova.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2000,fg3WQgiIh9I,2,It's a track from their album 'What's Up Joe'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2000,fg3WQgiIh9I,3,"The song combines elements of hip-hop, rock",audio,audio-supported,audio-supported,,,,
full,2000,fg3WQgiIh9I,4,"electronic genres, with a touch of pop",audio,audio-supported,audio-supported,,,,
full,2000,fg3WQgiIh9I,5,It has a unique style that captures the essence of these genres.,unknown,unsupported,unsupported,,,,
full,2004,sEOplAGKqck,1,Allow me to recommend 'Rumba Hoy' by Gustavo Elis.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2004,sEOplAGKqck,2,pop track with electronic,unknown,unsupported,audio-supported,,,,
full,2004,sEOplAGKqck,3,The song features female vocals,audio,audio-supported,audio-supported,,,,
full,2004,sEOplAGKqck,4,was released in 2013.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2004,sEOplAGKqck,5,It has a catchy,unknown,unsupported,audio-supported,,,,
full,2004,sEOplAGKqck,6,energetic vibe that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
full,2021,1W7IC4JT6tA,1,If you're looking for a track with an experimental,prompt,prompt-supported,prompt-supported,,,,
full,2021,1W7IC4JT6tA,2,"indie vibe, I would recommend 'S.O.S.",general,general-supported,general-supported,,,,
full,2021,1W7IC4JT6tA,3,(Savage On Sight)' by The Underachievers.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2021,1W7IC4JT6tA,4,This track is part of their album 'Indigoism',metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2021,1W7IC4JT6tA,5,"offers a unique blend of Hip-Hop, electronic",audio,audio-supported,audio-supported,,,,
full,2021,1W7IC4JT6tA,6,It has a fast-paced beat,audio,audio-supported,audio-supported,,,,
full,2021,1W7IC4JT6tA,7,a catchy melody that will add an edgy,audio,audio-supported,audio-supported,,,,
full,2021,1W7IC4JT6tA,8,unconventional feel to your video.,unknown,unsupported,video-supported,,,,
full,2028,0Y_VUwEhyAE,1,Allow me to recommend 'Não Vou Te Perder' by NX Zero.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2028,0Y_VUwEhyAE,2,It's a track from their album 'NX Zero'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2028,0Y_VUwEhyAE,3,"It combines elements of rock, pop",audio,audio-supported,audio-supported,,,,
full,2028,0Y_VUwEhyAE,4,alternative with male vocals,audio,audio-supported,audio-supported,,,,
full,2028,0Y_VUwEhyAE,5,guitar-driven sound that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
full,2032,kKSFNLZV6HQ,1,Allow me to recommend 'Todo de Ti' by J Alvarez.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2032,kKSFNLZV6HQ,2,hip-hop track with electronic,unknown,unsupported,unsupported,,,,
full,2032,kKSFNLZV6HQ,3,The song has a catchy,unknown,unsupported,audio-supported,,,,
full,2032,kKSFNLZV6HQ,4,energetic vibe that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
full,2046,mkdRJriWzQw,1,Allow me to recommend 'Same Ni Remix' by DJ Zeez.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2046,mkdRJriWzQw,2,It's a track from his album 'Same Ni Remix'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2046,mkdRJriWzQw,3,"The song combines elements of hip-hop, electronic, pop",audio,audio-supported,audio-supported,,,,
full,2046,mkdRJriWzQw,4,It has a fast-paced beat,audio,audio-supported,audio-supported,,,,
full,2046,mkdRJriWzQw,5,synth sounds that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
full,2052,VOZcreL9I6U,1,I suggest checking out 'Tonight Is On Me' by The Grace.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2052,VOZcreL9I6U,2,soul track with female vocalists.,audio,audio-supported,audio-supported,,,,
full,2052,VOZcreL9I6U,3,"Although I don't have specific information about the R&B influence, it's a great choice for your video.",audio,audio-supported,audio-supported,,,,
full,2054,2iduMTw1Dd0,1,"In that case, I would recommend 'Chelsea' by The Summer Set.",metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2054,2iduMTw1Dd0,2,This track is part of their album 'Stories For Monday',metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2054,2iduMTw1Dd0,3,it perfectly encapsulates the upbeat,audio,audio-supported,audio-supported,,,,
full,2054,2iduMTw1Dd0,4,energetic vibe you're looking for.,prompt,prompt-supported,prompt-supported,,,,
full,2054,2iduMTw1Dd0,5,"It combines elements of electronic, rock",audio,audio-supported,audio-supported,,,,
full,2054,2iduMTw1Dd0,6,"pop, creating a dynamic",unknown,unsupported,audio-supported,,,,
full,2088,ZRntURxcjYg,1,Allow me to recommend 'The Way I Am' by Ana Johnsson.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2088,ZRntURxcjYg,2,It's a track from her album 'The Way I Am'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2088,ZRntURxcjYg,3,"The song combines elements of rock, indie",audio,audio-supported,audio-supported,,,,
full,2088,ZRntURxcjYg,4,alternative with a touch of punk.,unknown,unsupported,audio-supported,,,,
full,2088,ZRntURxcjYg,5,It has a guitar-driven sound,audio,audio-supported,audio-supported,,,,
full,2088,ZRntURxcjYg,6,"features female vocals, which aligns well with the rock",audio,audio-supported,audio-supported,,,,
full,2088,ZRntURxcjYg,7,indie influences you're looking for.,prompt,prompt-supported,prompt-supported,,,,
full,2095,-mag643Iv8g,1,Allow me to recommend 'Cotto & Frullato - 2012'.,general,general-supported,general-supported,,,,
full,2095,-mag643Iv8g,2,It's a track from their album '2012'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2095,-mag643Iv8g,3,"It combines elements of electronic, ambient",audio,audio-supported,audio-supported,,,,
full,2095,-mag643Iv8g,4,experimental music with instrumental beats that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
full,2095,-mag643Iv8g,5,It was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2095,-mag643Iv8g,6,may contain the specific elements you want.,prompt,prompt-supported,prompt-supported,,,,
full,2146,XTybJfvSHd0,1,"In that case, I would recommend 'Quite Polite' by E.",metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2146,XTybJfvSHd0,2,"This track has a 90s vibe with elements of rock, Hip-Hop",metadata,metadata-supported,metadata-supported,hip-hop;rock,supported,,
full,2146,XTybJfvSHd0,3,It's part of the album 'Quite Polite',metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2146,XTybJfvSHd0,4,offers a unique blend of genres that will add depth,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2146,XTybJfvSHd0,5,character to your video.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2148,TGMiWa3EdeE,1,Allow me to recommend 'Pipedog' by Pipedog.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2148,TGMiWa3EdeE,2,It's a track from their album 'Pipedog'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2148,TGMiWa3EdeE,3,"It combines elements of hip-hop, electronic",audio,audio-supported,audio-supported,,,,
full,2148,TGMiWa3EdeE,4,pop with a dance vibe.,unknown,unsupported,audio-supported,,,,
full,2148,TGMiWa3EdeE,5,The song was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2148,TGMiWa3EdeE,6,may contain the specific elements you're looking for.,prompt,prompt-supported,prompt-supported,,,,
full,2150,zcQaYBrSuBM,1,Allow me to recommend 'The Ripper' by Black The Ripper.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2150,zcQaYBrSuBM,2,It's a track from their album 'The Ripper'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2150,zcQaYBrSuBM,3,"It combines elements of Hip-Hop, electronic, rock",audio,audio-supported,audio-supported,,,,
full,2150,zcQaYBrSuBM,4,"soul, which aligns well with the electronic, rock",unknown,unsupported,prompt-supported,,,,
full,2150,zcQaYBrSuBM,5,soul elements you're looking for.,prompt,prompt-supported,prompt-supported,,,,
full,2150,zcQaYBrSuBM,6,The song was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2164,jectGqVb3LA,1,Allow me to recommend 'Free Boy Europea' by Free Boy Europea.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2164,jectGqVb3LA,2,It's a track from their album 'Free Boy Europea'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2164,jectGqVb3LA,3,"It combines elements of hip-hop, electronic",audio,audio-supported,audio-supported,,,,
full,2164,jectGqVb3LA,4,jazz with a dance vibe.,unknown,unsupported,audio-supported,,,,
full,2164,jectGqVb3LA,5,The song features male vocals,audio,audio-supported,audio-supported,,,,
full,2164,jectGqVb3LA,6,was released in 2014.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2164,jectGqVb3LA,7,It may contain the specific elements you are looking for.,prompt,prompt-supported,prompt-supported,,,,
full,2193,yorLPuUMPYU,1,If you're looking for a spooky,prompt,prompt-supported,prompt-supported,,,,
full,2193,yorLPuUMPYU,2,"macabre feel, I would recommend 'The Witch' by The Witch.",metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2193,yorLPuUMPYU,3,This track is part of the album 'The Witch',metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2193,yorLPuUMPYU,4,"offers a unique blend of genres like Hip-Hop, electronic, rock",audio,audio-supported,audio-supported,,,,
full,2193,yorLPuUMPYU,5,It has a dark,unknown,unsupported,unsupported,,,,
full,2193,yorLPuUMPYU,6,eerie vibe that would be perfect for your Halloween video.,unknown,unsupported,unsupported,,,,
full,2210,n-MiM-VMm5A,1,Allow me to recommend 'Hou jij ook van mij' by Tygo Nendels.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2210,n-MiM-VMm5A,2,It's a track from his album 'Hou jij ook van mij'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2210,n-MiM-VMm5A,3,"The song combines elements of pop, rock",audio,audio-supported,audio-supported,,,,
full,2210,n-MiM-VMm5A,4,80s music with a touch of dance.,unknown,unsupported,audio-supported,,,,
full,2210,n-MiM-VMm5A,5,"It features Tygo Nendels' distinctive female vocals, which could be a fitting choice for your video.",metadata,metadata-supported,metadata-supported,female vocals;male vocals;vocal;vocals,supported,,
full,2219,BRgJAbNwNcU,1,I suggest checking out 'No Voy a Llorar (Acapella)' by Rodriguez.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2219,BRgJAbNwNcU,2,hip-hop track with electronic,unknown,unsupported,audio-supported,,,,
full,2219,BRgJAbNwNcU,3,"Although I don't have much information about the specific album or artists, this track aligns well with the genres",metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2219,BRgJAbNwNcU,4,elements you're looking for.,prompt,prompt-supported,prompt-supported,,,,
full,2223,gZ4g2c5vZec,1,Allow me to recommend 'Hősök' by Eckü,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2223,gZ4g2c5vZec,2,It's a track from their album 'Az Offline bemutatja: Eckü + Mentha (Hősök)'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2223,gZ4g2c5vZec,3,"The song combines elements of hip-hop, electronic",audio,audio-supported,audio-supported,,,,
full,2223,gZ4g2c5vZec,4,dance genres with indie influences.,audio,audio-supported,audio-supported,,,,
full,2223,gZ4g2c5vZec,5,It was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2223,gZ4g2c5vZec,6,catchy sound that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
full,2263,7PeulsZU-8Q,1,Allow me to recommend 'Miłosny Poker' by Van Davi.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2263,7PeulsZU-8Q,2,It's a track from their album 'Miłosny Poker'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2263,7PeulsZU-8Q,3,"It combines elements of electronic, dance",audio,audio-supported,audio-supported,,,,
full,2263,7PeulsZU-8Q,4,electro with a focus on synth sounds.,audio,audio-supported,audio-supported,,,,
full,2263,7PeulsZU-8Q,5,The song has a fast-paced techno beat,audio,audio-supported,audio-supported,,,,
full,2263,7PeulsZU-8Q,6,a catchy melody that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
full,2273,x6ebHzsnyUw,1,Allow me to recommend 'Sur mon bout' by Black X.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2273,x6ebHzsnyUw,2,rock track with electronic,unknown,unsupported,unsupported,,,,
full,2273,x6ebHzsnyUw,3,"Although I don't have much information about the specific album or artists, the song itself aligns well with the pop",metadata,metadata-supported,metadata-supported,pop,supported,,
full,2273,x6ebHzsnyUw,4,rock styles you're looking for.,prompt,prompt-supported,prompt-supported,,,,
full,2295,fyPL8Eos0ME,1,Allow me to recommend 'Dance With Me' by D.J.,metadata,metadata-supported,metadata-supported,dance,supported,,
full,2295,fyPL8Eos0ME,2,electronic track with female vocalists.,audio,audio-supported,audio-supported,,,,
full,2295,fyPL8Eos0ME,3,The song has a catchy beat,audio,audio-supported,audio-supported,,,,
full,2295,fyPL8Eos0ME,4,"falls under the genres of dance, pop",audio,audio-supported,audio-supported,,,,
full,2295,fyPL8Eos0ME,5,It could be a fitting choice for your video.,general,general-supported,general-supported,,,,
full,2303,a6tPZRzEzqk,1,"In that case, I would recommend 'The Dirty Dozen Brass Band - Goin' Up to the House'.",metadata,metadata-supported,metadata-supported,house,not_found,,
full,2303,a6tPZRzEzqk,2,"This track is a perfect blend of rock, blues, indie",audio,audio-supported,audio-supported,,,,
full,2303,a6tPZRzEzqk,3,"It features a mix of different instruments like guitar, drums",audio,audio-supported,audio-supported,,,,
full,2303,a6tPZRzEzqk,4,"vocals, which will give your video a unique",audio,audio-supported,audio-supported,,,,
full,2305,ZT_3cEYAvro,1,Allow me to recommend 'The Witches' by The Witches.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2305,ZT_3cEYAvro,2,acoustic track with female vocals.,audio,audio-supported,audio-supported,,,,
full,2305,ZT_3cEYAvro,3,The song has a unique blend of rock,audio,audio-supported,audio-supported,,,,
full,2305,ZT_3cEYAvro,4,"indie elements, which could add a distinctive touch to your video.",unknown,unsupported,audio-supported,,,,
full,2305,ZT_3cEYAvro,5,It was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2305,ZT_3cEYAvro,6,has a violin-focused sound that aligns with your preferences.,preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a clear preference for music that evokes a heartfelt and emotive response, often seeking background music suitable for relaxation or focused work. they gravitate towards acoustic instrumentation, particularly guitar, and appreciate layered harmonies that contribute to a storytelling feel. while open to rock influences, the user prefers a more mellow and resonant sound, avoiding anything overly heavy or intense. electronic music and high-energy tracks are generally not appealing, and they favor a more subdued and relaxed atmosphere in their musical selections. a melancholic yet uplifting tone is particularly valued. the user prefers music with a heartfelt and emotive quality. the user enjoys acoustic instrumentation, especially guitar. the user appreciates layered harmonies and a storytelling feel in music. the user prefers a mellow and resonant rock sound, avoiding heavy or intense music. the user favors a relaxed and subdued atmosphere in their music. the user appreciates a melancholic yet uplifting tone in music.",the user dislikes electronic music and high-energy tracks.
full,2312,CnmDXJmI6Kg,1,Allow me to recommend 'Money' by E-Money.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2312,CnmDXJmI6Kg,2,It's a track from their album 'Money'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2312,CnmDXJmI6Kg,3,"It combines elements of hip-hop, R&B",audio,audio-supported,audio-supported,,,,
full,2312,CnmDXJmI6Kg,4,dance with electronic beats,audio,audio-supported,audio-supported,,,,
full,2312,CnmDXJmI6Kg,5,synth sounds that could be a fitting choice for your video.,audio,audio-supported,audio-supported,,,,
full,2312,CnmDXJmI6Kg,6,It was released in 2014 which may contain the specific elements you want.,prompt,prompt-supported,prompt-supported,,,,
full,2321,f75wFxmN-so,1,Allow me to recommend 'I'm Getting There' by Jilly Martin.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2321,f75wFxmN-so,2,pop track with elements of rock,unknown,unsupported,unsupported,,,,
full,2321,f75wFxmN-so,3,The song features a female vocalist,audio,audio-supported,audio-supported,,,,
full,2321,f75wFxmN-so,4,was released in 2013.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2321,f75wFxmN-so,5,It could be a fitting choice for your video.,general,general-supported,general-supported,,,,
full,2328,F8GzCxDA9-I,1,Allow me to recommend '82 Bronco's' track 'The 82 Bronco'.,general,general-supported,general-supported,,,,
full,2328,F8GzCxDA9-I,2,electronic song with ambient,unknown,unsupported,unsupported,,,,
full,2328,F8GzCxDA9-I,3,"Although I don't have much information about the specific album or artists, the track itself aligns well with the electronic",metadata,metadata-supported,metadata-supported,electronic,supported,,
full,2328,F8GzCxDA9-I,4,chillout style you're looking for.,prompt,prompt-supported,prompt-supported,,,,
full,2341,vIwgiMnTx70,1,I suggest checking out 'Wine Pon Me Gal' by Tuggy Tuggy.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2341,vIwgiMnTx70,2,"This track combines hip-hop, electronic, pop, soul",unknown,unsupported,audio-supported,,,,
full,2341,vIwgiMnTx70,3,It has a catchy beat,audio,audio-supported,audio-supported,,,,
full,2341,vIwgiMnTx70,4,a vibrant energy that will add a unique touch to your video.,unknown,unsupported,audio-supported,,,,
full,2352,W_CQL5rgXHk,1,If you're looking for a track with an electronic,prompt,prompt-supported,prompt-supported,,,,
full,2352,W_CQL5rgXHk,2,"pop vibe, I would recommend 'Echale Agua' by Vakero.",metadata,metadata-supported,metadata-supported,pop,supported,,
full,2352,W_CQL5rgXHk,3,This track is part of the album 'Echale Agua',metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2352,W_CQL5rgXHk,4,"offers a blend of electronic, pop",audio,audio-supported,audio-supported,,,,
full,2352,W_CQL5rgXHk,5,It has a catchy beat,audio,audio-supported,audio-supported,,,,
full,2352,W_CQL5rgXHk,6,is perfect for creating a lively,unknown,unsupported,audio-supported,,,,
full,2352,W_CQL5rgXHk,7,energetic atmosphere in your video.,audio,audio-supported,audio-supported,,,,
full,2365,2UOm1jCZuuk,1,How about 'Моя любовь' by Kryhitka Tsahes?,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2365,2UOm1jCZuuk,2,It's a track with female vocals,audio,audio-supported,audio-supported,,,,
full,2365,2UOm1jCZuuk,3,"falls under the genres of rock, pop",audio,audio-supported,audio-supported,,,,
full,2365,2UOm1jCZuuk,4,"Although I don't have much information about this specific track, it aligns with your preference for electronic",preference,preference-supported,preference-supported,electronic,not_found,"the user demonstrates a clear preference for rock music, but with a specific emphasis on laid-back and melodic styles. a subtle country influence is also appealing, adding a touch of rustic charm. the user values substance and a good guitar riff, preferring a tone with some grit rather than heavy distortion. while they enjoy music with a solid beat, they seem to gravitate towards a more nuanced and less polished sound, indicating a desire for depth and musicality. the user prefers rock music, particularly styles that are laid-back and melodic. the user appreciates a subtle country influence in music. the user prefers guitar tones with some grit rather than heavy distortion. the user values music with 'substance' and a good guitar riff. the user enjoys music with a strong rhythmic foundation and driving beat. the user seems to favor music that isn't overly polished.","they appreciate a strong rhythmic foundation and driving beat, but actively avoid overly frantic or intense tracks. the user dislikes music that is overly intense or frantic."
full,2365,2UOm1jCZuuk,5,fast-paced music with female vocals.,audio,audio-supported,audio-supported,,,,
full,2408,m081nGf-fGE,1,Allow me to recommend 'Rap a Domicilio' by DCP.,metadata,metadata-supported,metadata-supported,rap,supported,,
full,2408,m081nGf-fGE,2,It's a track from their album 'Rap a Domicilio'.,metadata,metadata-supported,metadata-supported,rap,supported,,
full,2408,m081nGf-fGE,3,"The song combines elements of hip-hop, rock, indie",audio,audio-supported,audio-supported,,,,
full,2408,m081nGf-fGE,4,It has a pop influence as well.,audio,audio-supported,audio-supported,,,,
full,2408,m081nGf-fGE,5,The track was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2408,m081nGf-fGE,6,has a unique blend of styles that could be a fitting choice for your video.,general,general-supported,general-supported,,,,
full,2416,dKS2UpcRkOU,1,I suggest 'Whistle' by Flo Rida feat Akon.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2416,dKS2UpcRkOU,2,This track features female vocals,audio,audio-supported,audio-supported,,,,
full,2416,dKS2UpcRkOU,3,"combines elements of pop, R&B",audio,audio-supported,audio-supported,,,,
full,2416,dKS2UpcRkOU,4,It has a catchy,unknown,unsupported,audio-supported,,,,
full,2416,dKS2UpcRkOU,5,upbeat sound that would be perfect for your video.,audio,audio-supported,audio-supported,,,,
full,2460,2ewusAyz3nQ,1,I recommend 'Love Is A Battlefield' by The Black Eyed Peas.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2460,2ewusAyz3nQ,2,It's a track from their album 'Love Is A Battlefield'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2460,2ewusAyz3nQ,3,"This song combines elements of hip-hop, soul",audio,audio-supported,audio-supported,,,,
full,2460,2ewusAyz3nQ,4,"It has a pop influence as well, which can add a catchy",audio,audio-supported,audio-supported,,,,
full,2460,2ewusAyz3nQ,5,vibrant touch to your video.,unknown,unsupported,audio-supported,,,,
full,2462,D76Lsycip9U,1,Allow me to recommend 'Romper La Discoteca' by De La Ghetto.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2462,D76Lsycip9U,2,It's a track from their album 'Romper La Discoteca'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
full,2462,D76Lsycip9U,3,"It combines elements of dance, electronic",audio,audio-supported,audio-supported,,,,
