sample_idx,video_id,gt_music_id,top1_music_id,top1_video_id,top1_is_gt,rank,preference_variant,generation_mode,prompt_variant,title_source,user_text,original_user_text,generated_text,reference_text,top1_reference_text,music_title,music_artist,generated_mentions_top1_title,generated_mentions_top1_artist,title_consistency,needs_manual_review,is_fallback,scope_note
1528,lXhW9YQhkEU,lXhW9YQhkEU_tGlKac8RVS4,lXhW9YQhkEU_tGlKac8RVS4,lXhW9YQhkEU,1,1,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I'd like to include some electronic and 80s influences as well. Do you have any recommendations?","That sounds great, but I'd like to include some electronic and 80s influences as well. Do you have any recommendations?","Sure! How about 'Morning Sun' by Strange Talk? It's an electronic track with elements of rock, pop, and 80s music. The song has a fast-paced techno beat and features synth sounds, which could add a unique touch to your video.","Certainly! How about 'Morning Sun' by Strange Talk? It's an electronic track with rock, dance, and pop elements. The song also has an 80s vibe, which could complement your video nicely.","Certainly! How about 'Morning Sun' by Strange Talk? It's an electronic track with rock, dance, and pop elements. The song also has an 80s vibe, which could complement your video nicely.",Morning Sun,Strange Talk,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1528,lXhW9YQhkEU,lXhW9YQhkEU_tGlKac8RVS4,lXhW9YQhkEU_tGlKac8RVS4,lXhW9YQhkEU,1,1,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I'd like to include some electronic and 80s influences as well. Do you have any recommendations?","100% For your specific requirements, I recommend 'Morning Sun' by Strange Talk. It's an electronic track with a rock and indie influence. The song has a fast tempo and a catchy beat, which aligns well with your preferences. It was released in 2012 and has a modern dance and pop feel.","Certainly! How about 'Morning Sun' by Strange Talk? It's an electronic track with rock, dance, and pop elements. The song also has an 80s vibe, which could complement your video nicely.","Certainly! How about 'Morning Sun' by Strange Talk? It's an electronic track with rock, dance, and pop elements. The song also has an 80s vibe, which could complement your video nicely.",Morning Sun,Strange Talk,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1528,lXhW9YQhkEU,lXhW9YQhkEU_tGlKac8RVS4,lXhW9YQhkEU_tGlKac8RVS4,lXhW9YQhkEU,1,1,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I'd like to include some electronic and 80s influences as well. Do you have any recommendations?","For a lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood, I recommend 'Hey There Delilah' by Plain White T's. This track is known for its beautiful piano melody and heartfelt lyrics. It's a perfect choice for creating a soothing and emotional atmosphere in your video.","Certainly! How about 'Morning Sun' by Strange Talk? It's an electronic track with rock, dance, and pop elements. The song also has an 80s vibe, which could complement your video nicely.","Certainly! How about 'Morning Sun' by Strange Talk? It's an electronic track with rock, dance, and pop elements. The song also has an 80s vibe, which could complement your video nicely.",Morning Sun,Strange Talk,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1566,CXKRC8Bfy0M,CXKRC8Bfy0M_KJvt2xsg34s,CXKRC8Bfy0M_KJvt2xsg34s,CXKRC8Bfy0M,1,1,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I would like to incorporate a bit more of the dance and pop elements from Mutya Buena's music. I'm also interested in female vocalists and electronic beats.","That sounds great, but I would like to incorporate a bit more of the dance and pop elements from Mutya Buena's music. I'm also interested in female vocalists and electronic beats.","Allow me to recommend 'Fallin' by Mutya Buena ft;  It's a dance-pop track with electronic beats and female vocals. Although I don't have much information about this specific track, Mutya Buena is known for her dance and pop music with electronic influences. This song could be a fitting choice for your video.","Allow me to recommend 'Fallin' by Mutya Buena ft. Agent X & Ultra. It's a dance-pop track with electronic and house influences. The song features female vocalists and was released in 2009. It could be a fitting choice for your AMV video, combining the energetic and fast-paced elements with electronic beats and catchy vocals.","Allow me to recommend 'Fallin' by Mutya Buena ft. Agent X & Ultra. It's a dance-pop track with electronic and house influences. The song features female vocalists and was released in 2009. It could be a fitting choice for your AMV video, combining the energetic and fast-paced elements with electronic beats and catchy vocals.",Fallin,Mutya Buena ft,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1566,CXKRC8Bfy0M,CXKRC8Bfy0M_KJvt2xsg34s,CXKRC8Bfy0M_KJvt2xsg34s,CXKRC8Bfy0M,1,1,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I would like to incorporate a bit more of the dance and pop elements from Mutya Buena's music. I'm also interested in female vocalists and electronic beats.","100% Based on your preferences, I recommend 'Fallin' by Mutya Buena ft; 2. It's a track from the album 'Fallin' and falls under the genres of dance, pop, and electronic. The song has a fast tempo and a catchy beat that will add a lively and energetic vibe to your video.","Allow me to recommend 'Fallin' by Mutya Buena ft. Agent X & Ultra. It's a dance-pop track with electronic and house influences. The song features female vocalists and was released in 2009. It could be a fitting choice for your AMV video, combining the energetic and fast-paced elements with electronic beats and catchy vocals.","Allow me to recommend 'Fallin' by Mutya Buena ft. Agent X & Ultra. It's a dance-pop track with electronic and house influences. The song features female vocalists and was released in 2009. It could be a fitting choice for your AMV video, combining the energetic and fast-paced elements with electronic beats and catchy vocals.",Fallin,Mutya Buena ft,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1566,CXKRC8Bfy0M,CXKRC8Bfy0M_KJvt2xsg34s,CXKRC8Bfy0M_KJvt2xsg34s,CXKRC8Bfy0M,1,1,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I would like to incorporate a bit more of the dance and pop elements from Mutya Buena's music. I'm also interested in female vocalists and electronic beats.",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Allow me to recommend 'Fallin' by Mutya Buena ft. Agent X & Ultra. It's a dance-pop track with electronic and house influences. The song features female vocalists and was released in 2009. It could be a fitting choice for your AMV video, combining the energetic and fast-paced elements with electronic beats and catchy vocals.","Allow me to recommend 'Fallin' by Mutya Buena ft. Agent X & Ultra. It's a dance-pop track with electronic and house influences. The song features female vocalists and was released in 2009. It could be a fitting choice for your AMV video, combining the energetic and fast-paced elements with electronic beats and catchy vocals.",Fallin,Mutya Buena ft,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1586,ssc67bXV6lU,ssc67bXV6lU_TxqJOm0601k,pEle3XgChwc_HKo7DEOjXng,pEle3XgChwc,0,6,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I want to incorporate a bit more of Outkast's style, especially their funk and soul elements. I'm also interested in techno beats and electronic sounds.","That sounds great, but I want to incorporate a bit more of Outkast's style, especially their funk and soul elements. I'm also interested in techno beats and electronic sounds.","Allow me to recommend 'Hey Ya' by Outkast. It's a track from their album 'Hey Ya'. It combines elements of funk, soul, and techno beats that could be a fitting choice for your video. The song has a catchy and energetic vibe, which aligns well with the style you're looking for.","Allow me to recommend 'Southernplayalisticadillacmuzik'. It's a track by Outkast from their album 'Southernplayalisticadillacmuzik'. It combines elements of Hip-Hop, funk, and soul with techno beats and electronic sounds. It's a great choice to incorporate Outkast's distinctive style into your video.","Allow me to recommend 'Sexy Back' by Block B. Although I couldn't find much information about the track, based on the description you provided, it seems to align with your interest in Block B's electronic and funk style. It should complement the energetic and lively vibe you're looking for in your video.",Sexy Back,Block B,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1586,ssc67bXV6lU,ssc67bXV6lU_TxqJOm0601k,pEle3XgChwc_HKo7DEOjXng,pEle3XgChwc,0,6,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I want to incorporate a bit more of Outkast's style, especially their funk and soul elements. I'm also interested in techno beats and electronic sounds.","100% For you, I recommend 'Sexy Back' by Block B. This track is from their album 'Welcome to the Block' and it perfectly matches your preferences. It combines elements of hip-hop, electronic, rock, and pop, with a fast-paced techno beat and a modern dance vibe.","Allow me to recommend 'Southernplayalisticadillacmuzik'. It's a track by Outkast from their album 'Southernplayalisticadillacmuzik'. It combines elements of Hip-Hop, funk, and soul with techno beats and electronic sounds. It's a great choice to incorporate Outkast's distinctive style into your video.","Allow me to recommend 'Sexy Back' by Block B. Although I couldn't find much information about the track, based on the description you provided, it seems to align with your interest in Block B's electronic and funk style. It should complement the energetic and lively vibe you're looking for in your video.",Sexy Back,Block B,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1586,ssc67bXV6lU,ssc67bXV6lU_TxqJOm0601k,pEle3XgChwc_HKo7DEOjXng,pEle3XgChwc,0,6,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I want to incorporate a bit more of Outkast's style, especially their funk and soul elements. I'm also interested in techno beats and electronic sounds.",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Allow me to recommend 'Southernplayalisticadillacmuzik'. It's a track by Outkast from their album 'Southernplayalisticadillacmuzik'. It combines elements of Hip-Hop, funk, and soul with techno beats and electronic sounds. It's a great choice to incorporate Outkast's distinctive style into your video.","Allow me to recommend 'Sexy Back' by Block B. Although I couldn't find much information about the track, based on the description you provided, it seems to align with your interest in Block B's electronic and funk style. It should complement the energetic and lively vibe you're looking for in your video.",Sexy Back,Block B,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1596,TIQC76MfPHQ,TIQC76MfPHQ_lzjELi7VPx0,qPnEWDT6pU0_WuLwgH_nQ94,qPnEWDT6pU0,0,4,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds good, but I would like the music to have a strong female vocal and a more mainstream pop feel. Can you recommend something that fits those criteria?","That sounds good, but I would like the music to have a strong female vocal and a more mainstream pop feel. Can you recommend something that fits those criteria?",100% Sure! How about 'Slow Down' by Selena Gomez? It's a dance-pop track with electronic and house influences. The song features Selena Gomez's powerful female vocals and has a catchy and energetic vibe that would be perfect for your video.,"I suggest you consider the song '3' by Britney Spears. Although I don't have any specific information about this track, based on Britney Spears' discography, it's likely to have the pop and dance vibe you're looking for, with strong female vocals. It's a popular song, released in the past, so it may have the mainstream pop feel you desire.","Allow me to recommend 'Slow Down' by Selena Gomez. It's a track from her album 'Slow Down'. The song is a combination of dance, house, electronic, and pop genres, with a fast-paced and techno sound. It's a perfect choice to incorporate Selena Gomez's style into your video.",Slow Down,Selena Gomez,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1596,TIQC76MfPHQ,TIQC76MfPHQ_lzjELi7VPx0,qPnEWDT6pU0_WuLwgH_nQ94,qPnEWDT6pU0,0,4,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds good, but I would like the music to have a strong female vocal and a more mainstream pop feel. Can you recommend something that fits those criteria?","100% For your preferences, I recommend 'Slow Down' by Selena Gomez. It's an electronic dance track with a pop and house influence. The song has a fast tempo and a catchy beat that will add energy to your video.","I suggest you consider the song '3' by Britney Spears. Although I don't have any specific information about this track, based on Britney Spears' discography, it's likely to have the pop and dance vibe you're looking for, with strong female vocals. It's a popular song, released in the past, so it may have the mainstream pop feel you desire.","Allow me to recommend 'Slow Down' by Selena Gomez. It's a track from her album 'Slow Down'. The song is a combination of dance, house, electronic, and pop genres, with a fast-paced and techno sound. It's a perfect choice to incorporate Selena Gomez's style into your video.",Slow Down,Selena Gomez,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1596,TIQC76MfPHQ,TIQC76MfPHQ_lzjELi7VPx0,qPnEWDT6pU0_WuLwgH_nQ94,qPnEWDT6pU0,0,4,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds good, but I would like the music to have a strong female vocal and a more mainstream pop feel. Can you recommend something that fits those criteria?","アーティスト: セレナ・ゴメス タイトル: Slow Down アルバム: Slow Down 年代: 2011 音楽ジャンル: ダンス, ポップ, 女性ヴォーカル, エレクトロニカ, テクノ","I suggest you consider the song '3' by Britney Spears. Although I don't have any specific information about this track, based on Britney Spears' discography, it's likely to have the pop and dance vibe you're looking for, with strong female vocals. It's a popular song, released in the past, so it may have the mainstream pop feel you desire.","Allow me to recommend 'Slow Down' by Selena Gomez. It's a track from her album 'Slow Down'. The song is a combination of dance, house, electronic, and pop genres, with a fast-paced and techno sound. It's a perfect choice to incorporate Selena Gomez's style into your video.",Slow Down,Selena Gomez,1,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1601,8_VrafS-ldU,8_VrafS-ldU_gze0sjhxZ7Q,YjiEgJWlArg_SyftLEYCmRY,YjiEgJWlArg,0,2,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I also want to incorporate some electronic and dance elements into the music. Can you recommend something that fits this description?","That sounds great, but I also want to incorporate some electronic and dance elements into the music. Can you recommend something that fits this description?",Sure! How about 'Hoy' by Sr Jheika? It's an electronic and dance track with elements of Hip-Hop and pop. The song has a catchy beat and a vibrant sound that could be a fitting choice for your video.,"Sure! How about 'Le temps d4une danse' by Lasconi featuring Mamarie? It's a track from their album 'Realize' and has electronic, pop, Hip-Hop, and dance influences. It also features indie elements. This song could add the electronic and dance vibe you're looking for in your video.","Allow me to recommend 'Hoy' by Sr Jheika. It's a hip-hop and rnb track with pop and electronic elements. The song was produced by Dj Twolipan, El Sintetiko, and Prieto. The track's distinctive style and energetic beats could be a fitting choice for your video.",Hoy,Sr Jheika,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1601,8_VrafS-ldU,8_VrafS-ldU_gze0sjhxZ7Q,YjiEgJWlArg_SyftLEYCmRY,YjiEgJWlArg,0,2,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I also want to incorporate some electronic and dance elements into the music. Can you recommend something that fits this description?","100% Based on your preferences, I recommend 'Hoy' by Sr Jheika. It's an electronic track with a pop and dance vibe. The song has a fast tempo and a catchy beat that will give your video a lively and energetic feel.","Sure! How about 'Le temps d4une danse' by Lasconi featuring Mamarie? It's a track from their album 'Realize' and has electronic, pop, Hip-Hop, and dance influences. It also features indie elements. This song could add the electronic and dance vibe you're looking for in your video.","Allow me to recommend 'Hoy' by Sr Jheika. It's a hip-hop and rnb track with pop and electronic elements. The song was produced by Dj Twolipan, El Sintetiko, and Prieto. The track's distinctive style and energetic beats could be a fitting choice for your video.",Hoy,Sr Jheika,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1601,8_VrafS-ldU,8_VrafS-ldU_gze0sjhxZ7Q,YjiEgJWlArg_SyftLEYCmRY,YjiEgJWlArg,0,2,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I also want to incorporate some electronic and dance elements into the music. Can you recommend something that fits this description?","100% Let's find a track that matches your preferences. I recommend 'Hoy' by Sr Jheika. It's a hip-hop and R&B track with electronic and pop influences. The song has a slow tempo and features lyrical piano, which aligns with your requirements.","Sure! How about 'Le temps d4une danse' by Lasconi featuring Mamarie? It's a track from their album 'Realize' and has electronic, pop, Hip-Hop, and dance influences. It also features indie elements. This song could add the electronic and dance vibe you're looking for in your video.","Allow me to recommend 'Hoy' by Sr Jheika. It's a hip-hop and rnb track with pop and electronic elements. The song was produced by Dj Twolipan, El Sintetiko, and Prieto. The track's distinctive style and energetic beats could be a fitting choice for your video.",Hoy,Sr Jheika,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1603,l3IbMrnSJtM,l3IbMrnSJtM_1JLiGvkrL0s,75sM7yHX0c8_gF3-AISiLFI,75sM7yHX0c8,0,4,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, I like the indie and rock genres in your music recommendation. But I would like to incorporate a bit more of a female vocalist and pop influence in the music as well.","That sounds great, I like the indie and rock genres in your music recommendation. But I would like to incorporate a bit more of a female vocalist and pop influence in the music as well.","Allow me to recommend 'Everybody Hurts' by Avril Lavigne. It's a track from her album 'Everybody Hurts'. It combines elements of pop, rock, and indie with a female vocalist. This song could be a fitting choice for your video.","Allow me to recommend the track '太陽と月' by Shoko Furukawa & Albert Takagi. It's an original song that features vocals by Shoko Furukawa and Albert Takagi. The track falls under the genres of indie, rock, and pop, and it showcases the unique vocal style of a female vocalist. The song has a melodic sound with a mix of guitar and piano, which adds a pop element to the music. It's a fitting choice for your video, as it incorporates the elements of female vocals, pop, and indie rock that you're looking for.","Allow me to recommend 'Everybody Hurts' by Avril Lavigne. It's a track with pop, rock, and indie elements, featuring Avril Lavigne's distinct female vocals and guitar sound. This song could be a fitting choice for your video, adding the pop and alternative touch you're looking for.",Everybody Hurts,Avril Lavigne,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1603,l3IbMrnSJtM,l3IbMrnSJtM_1JLiGvkrL0s,75sM7yHX0c8_gF3-AISiLFI,75sM7yHX0c8,0,4,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, I like the indie and rock genres in your music recommendation. But I would like to incorporate a bit more of a female vocalist and pop influence in the music as well.","For a bright and energetic dance or pop feeling, I recommend 'Everybody Hurts' by Avril Lavigne. This track is from the album 'Everybody Hurts' and offers a mix of rock, pop, indie, and alternative genres. It has a fast-paced rhythm and a catchy melody that will add a vibrant and modern touch to your video.","Allow me to recommend the track '太陽と月' by Shoko Furukawa & Albert Takagi. It's an original song that features vocals by Shoko Furukawa and Albert Takagi. The track falls under the genres of indie, rock, and pop, and it showcases the unique vocal style of a female vocalist. The song has a melodic sound with a mix of guitar and piano, which adds a pop element to the music. It's a fitting choice for your video, as it incorporates the elements of female vocals, pop, and indie rock that you're looking for.","Allow me to recommend 'Everybody Hurts' by Avril Lavigne. It's a track with pop, rock, and indie elements, featuring Avril Lavigne's distinct female vocals and guitar sound. This song could be a fitting choice for your video, adding the pop and alternative touch you're looking for.",Everybody Hurts,Avril Lavigne,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1603,l3IbMrnSJtM,l3IbMrnSJtM_1JLiGvkrL0s,75sM7yHX0c8_gF3-AISiLFI,75sM7yHX0c8,0,4,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, I like the indie and rock genres in your music recommendation. But I would like to incorporate a bit more of a female vocalist and pop influence in the music as well.",لا تحب أن تكون معي في هذا الفيلم لأنه يحب أن يكون معي في هذا الفيلم لأنه يحب أن يكون معي في هذا الفيلم لأنه يحب أن يكون معي في هذا الفيل,"Allow me to recommend the track '太陽と月' by Shoko Furukawa & Albert Takagi. It's an original song that features vocals by Shoko Furukawa and Albert Takagi. The track falls under the genres of indie, rock, and pop, and it showcases the unique vocal style of a female vocalist. The song has a melodic sound with a mix of guitar and piano, which adds a pop element to the music. It's a fitting choice for your video, as it incorporates the elements of female vocals, pop, and indie rock that you're looking for.","Allow me to recommend 'Everybody Hurts' by Avril Lavigne. It's a track with pop, rock, and indie elements, featuring Avril Lavigne's distinct female vocals and guitar sound. This song could be a fitting choice for your video, adding the pop and alternative touch you're looking for.",Everybody Hurts,Avril Lavigne,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1615,M7GS21LLo3o,M7GS21LLo3o_znyeIK_Zsz0,M7GS21LLo3o_znyeIK_Zsz0,M7GS21LLo3o,1,1,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds good, but I would like to incorporate a bit more of a diverse style in the music. I'm interested in pop, rock, and folk genres, with female vocals.","That sounds good, but I would like to incorporate a bit more of a diverse style in the music. I'm interested in pop, rock, and folk genres, with female vocals.","100% Allow me to recommend 'Sempre' by Lara. It's a track from her album 'Sempre'. The song combines elements of pop, rock, and folk, with Lara's captivating female vocals. It was released in 2012 and could be a fitting choice for your video.","Allow me to recommend 'nataly (a' figlia mia)'. It's a track with female vocals that falls under the pop, rock, and folk genres. While I don't have much information about the specific artist or album, the song was written by the artist and arranged by maestro p.migliaccio.","Allow me to recommend 'nataly (a' figlia mia)'. It's a track with female vocals that falls under the pop, rock, and folk genres. While I don't have much information about the specific artist or album, the song was written by the artist and arranged by maestro p.migliaccio.",,,,,,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1615,M7GS21LLo3o,M7GS21LLo3o_znyeIK_Zsz0,M7GS21LLo3o_znyeIK_Zsz0,M7GS21LLo3o,1,1,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds good, but I would like to incorporate a bit more of a diverse style in the music. I'm interested in pop, rock, and folk genres, with female vocals.","100% For you, I recommend 'Sempre' by Cristina. It's a pop track with female vocals and a mix of rock and country influences. The song has a bright and energetic sound, perfect for creating a modern dance or pop feeling in your video.","Allow me to recommend 'nataly (a' figlia mia)'. It's a track with female vocals that falls under the pop, rock, and folk genres. While I don't have much information about the specific artist or album, the song was written by the artist and arranged by maestro p.migliaccio.","Allow me to recommend 'nataly (a' figlia mia)'. It's a track with female vocals that falls under the pop, rock, and folk genres. While I don't have much information about the specific artist or album, the song was written by the artist and arranged by maestro p.migliaccio.",,,,,,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1615,M7GS21LLo3o,M7GS21LLo3o_znyeIK_Zsz0,M7GS21LLo3o_znyeIK_Zsz0,M7GS21LLo3o,1,1,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds good, but I would like to incorporate a bit more of a diverse style in the music. I'm interested in pop, rock, and folk genres, with female vocals.","100% For you, I recommend 'Ao Vivo' by Mariana. It's a track from her album 'Ao Vivo'. The song features lyrical piano and has a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. It's a beautiful choice for your video.","Allow me to recommend 'nataly (a' figlia mia)'. It's a track with female vocals that falls under the pop, rock, and folk genres. While I don't have much information about the specific artist or album, the song was written by the artist and arranged by maestro p.migliaccio.","Allow me to recommend 'nataly (a' figlia mia)'. It's a track with female vocals that falls under the pop, rock, and folk genres. While I don't have much information about the specific artist or album, the song was written by the artist and arranged by maestro p.migliaccio.",,,,,,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1630,qwVb5h89xbc,qwVb5h89xbc_s-TyeDOkibY,8QzA3iufSI8_jRa2Mnsb4WI,8QzA3iufSI8,0,5,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I would like to incorporate a bit more of Suming's folk and oldies style into the music. Can you suggest something that combines rock with folk and oldies elements?","That sounds great, but I would like to incorporate a bit more of Suming's folk and oldies style into the music. Can you suggest something that combines rock with folk and oldies elements?",將是個好選擇，因為Suming的歌曲「可憐的多情人」具有獨特的風格。它結合了獨立音樂、搖滾、貝斯、吉他、和老歌老聲的元素，這樣的組合將給予您的影片一個充滿歷史感,"Allow me to recommend '我們的約定' by Suming. It's a folk-infused rock track that captures Suming's unique style. Although there is no specific album or artist information available, this track showcases Suming's folk, oldies, and country influences. It could be a fitting choice to incorporate into your video.","Allow me to recommend '可憐的多情人' by 揚哲. It's a track with rock, pop, country, indie, and folk elements. The song features 揚哲's distinctive style and could be a fitting choice for your video. Unfortunately, I don't have any further information about the track as no description is available.",可憐的多情人,揚哲,1,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1630,qwVb5h89xbc,qwVb5h89xbc_s-TyeDOkibY,8QzA3iufSI8_jRa2Mnsb4WI,8QzA3iufSI8,0,5,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I would like to incorporate a bit more of Suming's folk and oldies style into the music. Can you suggest something that combines rock with folk and oldies elements?",將推薦一首名為《可憐的多情人》的歌曲，由揚哲演唱。這首歌的音樂風格是盡情的，具有穩定的旋律，充滿感情的歌詞，以及充滿感情的演唱。,"Allow me to recommend '我們的約定' by Suming. It's a folk-infused rock track that captures Suming's unique style. Although there is no specific album or artist information available, this track showcases Suming's folk, oldies, and country influences. It could be a fitting choice to incorporate into your video.","Allow me to recommend '可憐的多情人' by 揚哲. It's a track with rock, pop, country, indie, and folk elements. The song features 揚哲's distinctive style and could be a fitting choice for your video. Unfortunately, I don't have any further information about the track as no description is available.",可憐的多情人,揚哲,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1630,qwVb5h89xbc,qwVb5h89xbc_s-TyeDOkibY,8QzA3iufSI8_jRa2Mnsb4WI,8QzA3iufSI8,0,5,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I would like to incorporate a bit more of Suming's folk and oldies style into the music. Can you suggest something that combines rock with folk and oldies elements?",揚哲的《可憐的多情人》滿足了你的要求，它的樣貌具有揚哲特有的感覺，充滿悲傷、憂鬱、悲傷、悲傷、悲傷、悲傷、悲傷、悲傷、悲傷、��,"Allow me to recommend '我們的約定' by Suming. It's a folk-infused rock track that captures Suming's unique style. Although there is no specific album or artist information available, this track showcases Suming's folk, oldies, and country influences. It could be a fitting choice to incorporate into your video.","Allow me to recommend '可憐的多情人' by 揚哲. It's a track with rock, pop, country, indie, and folk elements. The song features 揚哲's distinctive style and could be a fitting choice for your video. Unfortunately, I don't have any further information about the track as no description is available.",可憐的多情人,揚哲,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
