condition,sample_idx,claim_id,claim_text,parent_sentence,bucket,bucket_label,subtype,evidence_note,genre_terms,genre_verification,genre_missing,quoted_names,quoted_verification,needs_human_review,human_bucket,human_is_genuine_error,human_note,generated_text
full,2378,2,This track is a pop,This track is a pop and dance song with electronic elements.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,dance;electronic;pop,supported,,,not_applicable,0,,,,"In that case, I would recommend '너 때문에' by 프로젝트. This track is a pop and dance song with electronic elements. It features female vocals and has a catchy and upbeat sound that would be perfect for your video."
full,2378,3,dance song with electronic elements.,This track is a pop and dance song with electronic elements.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,dance;electronic;pop,supported,,,not_applicable,0,,,,"In that case, I would recommend '너 때문에' by 프로젝트. This track is a pop and dance song with electronic elements. It features female vocals and has a catchy and upbeat sound that would be perfect for your video."
full,2455,4,pop with a rock vibe.,"This song combines elements of electronic, house, and pop with a rock vibe.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;house;pop;rock,partially_supported,house;rock,,not_applicable,0,,,,"Certainly! I recommend 'Gasoline (Ballad Version)' by Britney Spears. It's a track from her album 'Gasoline'. This song combines elements of electronic, house, and pop with a rock vibe. It has a fast-paced techno sound and features female vocals, which can add an energetic and dynamic touch to your video."
full,2455,7,dynamic touch to your video.,"It has a fast-paced techno sound and features female vocals, which can add an energetic and dynamic touch to your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_video-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Certainly! I recommend 'Gasoline (Ballad Version)' by Britney Spears. It's a track from her album 'Gasoline'. This song combines elements of electronic, house, and pop with a rock vibe. It has a fast-paced techno sound and features female vocals, which can add an energetic and dynamic touch to your video."
full,2491,2,"It's a soulful track with elements of pop, rock","It's a soulful track with elements of pop, rock, and 80s influences.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",pop;rock,supported,,,not_applicable,0,,,,"Certainly! I recommend 'Happy' by Tyree Morris & Hearts of Worship. It's a soulful track with elements of pop, rock, and 80s influences. The song features female vocals and has a catchy and upbeat sound. It could be a great addition to your video."
full,2491,4,It could be a great addition to your video.,It could be a great addition to your video.,E4_vague_generic,一般性空泛描述／主觀陳述,generic_video_benefit,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,"Certainly! I recommend 'Happy' by Tyree Morris & Hearts of Worship. It's a soulful track with elements of pop, rock, and 80s influences. The song features female vocals and has a catchy and upbeat sound. It could be a great addition to your video."
full,2555,4,The song has a relaxed,The song has a relaxed and soothing vibe that could be a fitting choice for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_general-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Allow me to recommend '18 ans' by Beli Blanco feat;. It's a track from their album '18 ans'. It combines elements of hip-hop, pop, and chillout with electronic and rock influences. The song has a relaxed and soothing vibe that could be a fitting choice for your video."
full,2639,6,has a unique blend of genres that could add a distinctive touch to your video.,It was released in 2013 and has a unique blend of genres that could add a distinctive touch to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Allow me to recommend 'Za młodych' by K.A.S. It's a track from their album 'Za młodych'. The song combines elements of hip-hop, soul, R&B, and pop, which aligns well with the Polish hip-hop style you're looking for. It was released in 2013 and has a unique blend of genres that could add a distinctive touch to your video."
full,2650,2,It's a hip-hop track with electronic,It's a hip-hop track with electronic and dance influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;hip-hop,partially_supported,dance,,not_applicable,0,,,,Certainly! How about 'I'm On It' by Yung T? It's a hip-hop track with electronic and dance influences. The song has a fast-paced beat and synth elements that could add a dynamic and energetic vibe to your video. It was released in 2014 and is available on iTunes.
full,2650,7,is available on iTunes.,It was released in 2014 and is available on iTunes.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,Certainly! How about 'I'm On It' by Yung T? It's a hip-hop track with electronic and dance influences. The song has a fast-paced beat and synth elements that could add a dynamic and energetic vibe to your video. It was released in 2014 and is available on iTunes.
full,2658,3,a romantic vibe that would be perfect for your video.,This track has a catchy chorus and a romantic vibe that would be perfect for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"In that case, I would recommend 'Right Now (Na Na Na)' by Akon. This track has a catchy chorus and a romantic vibe that would be perfect for your video. It falls under the genres of pop, R&B, and electronic, with female vocals. It's part of the album 'Right Now (Na Na Na)'."
full,2673,4,alternative with a touch of metal.,"This song combines elements of rock, indie, and alternative with a touch of metal.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie;metal;rock,partially_supported,metal,,not_applicable,0,,,,"Allow me to recommend 'All The Small Things' by Blink-182. It's a track from their album 'All The Small Things'. This song combines elements of rock, indie, and alternative with a touch of metal. It has a catchy and energetic sound that could be a fitting choice for your video."
full,2673,5,It has a catchy,It has a catchy and energetic sound that could be a fitting choice for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Allow me to recommend 'All The Small Things' by Blink-182. It's a track from their album 'All The Small Things'. This song combines elements of rock, indie, and alternative with a touch of metal. It has a catchy and energetic sound that could be a fitting choice for your video."
full,2711,2,This track has a soulful,"This track has a soulful and indie sound, with elements of pop and rock.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",indie;pop;rock,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Astrology by Vanda'. This track has a soulful and indie sound, with elements of pop and rock. It's part of the album 'Astrology by Vanda' and features female vocals. It would be a great fit for your video."
full,2742,2,It's a dance track with electronic,It's a dance track with electronic and pop elements.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,dance;electronic;pop,supported,,,not_applicable,0,,,,I recommend 'Dance With Me' by O'Hara. It's a dance track with electronic and pop elements. The song features female vocals and has a House influence. It was released in 2013 and could be a fitting choice for your video.
full,2769,5,It has a unique,It has a unique and distinctive sound that could add an experimental and indie vibe to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",indie,not_found,indie,,not_applicable,0,,,,"Certainly! How about 'The Last Song' by The Last Song? It's a track from their album 'The Last Song'. This song combines elements of rock, metal, and experimental genres, with a touch of indie influence. It has a unique and distinctive sound that could add an experimental and indie vibe to your video."
full,2769,7,indie vibe to your video.,It has a unique and distinctive sound that could add an experimental and indie vibe to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",indie,not_found,indie,,not_applicable,0,,,,"Certainly! How about 'The Last Song' by The Last Song? It's a track from their album 'The Last Song'. This song combines elements of rock, metal, and experimental genres, with a touch of indie influence. It has a unique and distinctive sound that could add an experimental and indie vibe to your video."
full,2813,2,This track has a rock,This track has a rock and indie sound with elements of alternative and pop.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie;pop;rock,partially_supported,alternative,,not_applicable,0,,,,"In that case, I would recommend 'Sunshine' by The Vaccines. This track has a rock and indie sound with elements of alternative and pop. It's part of the album 'Sunshine' and would add a unique and energetic vibe to your video."
full,2813,5,would add a unique,It's part of the album 'Sunshine' and would add a unique and energetic vibe to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,Sunshine,not_found,0,,,,"In that case, I would recommend 'Sunshine' by The Vaccines. This track has a rock and indie sound with elements of alternative and pop. It's part of the album 'Sunshine' and would add a unique and energetic vibe to your video."
full,2819,2,This track has a pop,This track has a pop and electronic sound with female vocals.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;pop,supported,,,not_applicable,0,,,,"In that case, I would recommend 'We R Who We R' by Ke$ha. This track has a pop and electronic sound with female vocals. It's part of the album 'We R Who We R' and it's a great choice for your video."
full,2834,4,pop with a soulful,"It combines elements of hip-hop, R&B, and pop with a soulful and electronic sound.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;pop;r&b,supported,,,not_applicable,0,,,,"Allow me to recommend 'Bye B**ch' by Mouse On Tha Track. It's a track from the album 'Bye B**ch'. It combines elements of hip-hop, R&B, and pop with a soulful and electronic sound. The song has a catchy beat and a smooth vocal performance that could be a fitting choice for your video."
full,3015,2,It's a hip-hop track with electronic,It's a hip-hop track with electronic and rock influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;rock,partially_supported,rock,,not_applicable,0,,,,"Certainly! I suggest checking out 'freestyle Kickass Riddim' by BIGA RANX. It's a hip-hop track with electronic and rock influences. The song has a fast-paced beat and a male vocal, which aligns well with the energetic and powerful vibe you're looking for."
full,3021,5,It has a catchy,It has a catchy and melodic sound that could be a great fit for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Allow me to recommend 'Kamusta Ka Na' by Hustle One. It's a track from their album 'Kamusta Ka Na'. The song combines elements of R&B, pop, and soul with female vocals. It has a catchy and melodic sound that could be a great fit for your video."
full,3030,2,It's a pop track with electronic,It's a pop track with electronic and rock elements.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,electronic;pop;rock,supported,,,not_applicable,0,,,,Allow me to recommend 'Counting Stars' by OneRepublic. It's a pop track with electronic and rock elements. The song features female vocals and has a techno influence. It could be a fitting choice for your video.
full,3052,2,It's a track that combines hip-hop,It's a track that combines hip-hop and spoken word elements.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,hip-hop,supported,,,not_applicable,0,,,,"I suggest checking out 'SO FAR AWAY' by PIT featuring BIG FITZ DA POET. It's a track that combines hip-hop and spoken word elements. The song has a soulful and introspective vibe, which could add a unique touch to your video."
full,3052,3,The song has a soulful,"The song has a soulful and introspective vibe, which could add a unique touch to your video.",E4_vague_generic,一般性空泛描述／主觀陳述,subjective_statement,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,"I suggest checking out 'SO FAR AWAY' by PIT featuring BIG FITZ DA POET. It's a track that combines hip-hop and spoken word elements. The song has a soulful and introspective vibe, which could add a unique touch to your video."
full,3052,4,"introspective vibe, which could add a unique touch to your video.","The song has a soulful and introspective vibe, which could add a unique touch to your video.",E4_vague_generic,一般性空泛描述／主觀陳述,subjective_statement,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,"I suggest checking out 'SO FAR AWAY' by PIT featuring BIG FITZ DA POET. It's a track that combines hip-hop and spoken word elements. The song has a soulful and introspective vibe, which could add a unique touch to your video."
full,3121,2,It's a hip-hop track with electronic,It's a hip-hop track with electronic and rock influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;rock,supported,,,not_applicable,0,,,,Allow me to recommend 'Wake Up' by 'DUKE CITY SAINTS' featuring UNREAL. It's a hip-hop track with electronic and rock influences. The song has a male vocal and was released in 2014. It could be a fitting choice for your video.
full,3126,2,"This track combines electronic, Hip-Hop","This track combines electronic, Hip-Hop, and jazz elements, creating a unique and captivating sound.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;jazz,partially_supported,hip-hop;jazz,,not_applicable,0,,,,"In that case, I would recommend 'Love & Hate' by J. Cole. This track combines electronic, Hip-Hop, and jazz elements, creating a unique and captivating sound. It's part of the album 'Love & Hate' and features a blend of electronic beats, jazz-inspired melodies, and soulful vocals."
full,3126,3,"jazz elements, creating a unique","This track combines electronic, Hip-Hop, and jazz elements, creating a unique and captivating sound.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;jazz,partially_supported,hip-hop;jazz,,not_applicable,0,,,,"In that case, I would recommend 'Love & Hate' by J. Cole. This track combines electronic, Hip-Hop, and jazz elements, creating a unique and captivating sound. It's part of the album 'Love & Hate' and features a blend of electronic beats, jazz-inspired melodies, and soulful vocals."
full,3129,4,indie with a touch of folk.,"The song combines elements of pop, rock, and indie with a touch of folk.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",folk;indie;pop;rock,supported,,,not_applicable,0,,,,"Allow me to recommend '懸崖上的玫瑰' by 陳妍希. It's a track from her album '懸崖上的玫瑰'. The song combines elements of pop, rock, and indie with a touch of folk. It features Michelle Chen's distinctive female vocals, which aligns well with your preferences."
full,3256,2,R&B track with electronic,It's a hip-hop and R&B track with electronic and pop influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;pop;r&b,supported,,,not_applicable,0,,,,Certainly! How about 'Aston Martin Music' by Rick Ross? It's a hip-hop and R&B track with electronic and pop influences. The song has a catchy beat and features male vocals. It could add a unique touch to your video.
full,3256,4,It could add a unique touch to your video.,It could add a unique touch to your video.,E4_vague_generic,一般性空泛描述／主觀陳述,generic_video_benefit,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,Certainly! How about 'Aston Martin Music' by Rick Ross? It's a hip-hop and R&B track with electronic and pop influences. The song has a catchy beat and features male vocals. It could add a unique touch to your video.
full,3290,2,It's a chillout track with electronic,It's a chillout track with electronic and indie influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",chillout;electronic;indie,partially_supported,indie,,not_applicable,0,,,,"Certainly! I recommend 'Sunshine' by The Sounds of Sunshine. It's a chillout track with electronic and indie influences. The song features female vocals and has a relaxing and soothing atmosphere. It could be a great addition to your video, complementing the energetic and electronic elements of 'Sunshine (Radio Edit)' by Daft Punk."
full,3300,4,soul with a strong emotional message.,"This song combines elements of hip-hop, rock, and soul with a strong emotional message.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",hip-hop;rock;soul,supported,,,not_applicable,0,,,,"Allow me to recommend 'Cleanin' Out My Closet' by Eminem. It's a track from his album 'Cleanin' Out My Closet'. This song combines elements of hip-hop, rock, and soul with a strong emotional message. It was released in 2002 and has a powerful and heartfelt vibe that could be a fitting choice for your video."
full,3365,2,This track has a rock,This track has a rock and indie sound with elements of alternative and indie rock.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie;rock,supported,,,not_applicable,0,,,,"Certainly! I would recommend 'Rupture' by Oli Laroche. This track has a rock and indie sound with elements of alternative and indie rock. It would be a great fit for your video, providing a unique and edgy atmosphere."
full,3381,2,It's a rock track with elements of pop,It's a rock track with elements of pop and hard rock.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,pop;rock,supported,,,not_applicable,0,,,,"Certainly! I recommend 'Enshrined in My Memory' by Timo Tolkki's Avalon featuring Elize Ryd. It's a rock track with elements of pop and hard rock. The song features Elize Ryd's powerful female vocals, which will add a dynamic and captivating element to your video."
full,3381,4,captivating element to your video.,"The song features Elize Ryd's powerful female vocals, which will add a dynamic and captivating element to your video.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Certainly! I recommend 'Enshrined in My Memory' by Timo Tolkki's Avalon featuring Elize Ryd. It's a rock track with elements of pop and hard rock. The song features Elize Ryd's powerful female vocals, which will add a dynamic and captivating element to your video."
full,3494,2,This track has an electronic,This track has an electronic and indie sound with elements of pop and rock.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;indie;pop;rock,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Sunny Day' by ストロベリー・スパンキー. This track has an electronic and indie sound with elements of pop and rock. It's part of the album 'Sunny Day' and it's performed by ストロベリー・スパンキー."
full,3565,4,catchy vibe to your video.,It has a unique blend of sounds that will add a dynamic and catchy vibe to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"In that case, I would recommend 'Pewnego razu w Warszawie' by Kritaczi. This track combines elements of hip-hop, electronic, indie, and pop genres. It has a unique blend of sounds that will add a dynamic and catchy vibe to your video."
full,3601,4,blues with a pop,"The song combines elements of rock, soul, and blues with a pop and electronic sound.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;pop;rock;soul,partially_supported,electronic,,not_applicable,0,,,,"Allow me to recommend 'Bisogno d'Amore' by Sud Sound System. It's a track from their album 'Bisogno d'Amore'. The song combines elements of rock, soul, and blues with a pop and electronic sound. It was released in 2011 and has a catchy and energetic vibe that could be a fitting choice for your video."
full,3603,5,This track aligns well with the alternative,This track aligns well with the alternative and indie rock influences you're looking for.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_prompt-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",alternative;indie;rock,supported,,,not_applicable,0,,,,"Certainly! How about 'True North' by The Crossing? It's a track from their album 'True North'. The song combines elements of alternative rock, indie rock, and alternative pop. It has a guitar-driven sound and features male vocals. This track aligns well with the alternative and indie rock influences you're looking for."
full,3673,7,edgy feel to your video.,It has a fast-paced and energetic sound that will add a rebellious and edgy feel to your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_video-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Certainly! If you're looking for a rock and punk vibe, I would recommend 'Shake It Off' by Skrat. This track is part of their album 'Skrat' and offers a blend of rock, indie, and punk genres. It has a fast-paced and energetic sound that will add a rebellious and edgy feel to your video."
full,3705,2,It's a track from his mixtape 'Bout That Life'.,It's a track from his mixtape 'Bout That Life'.,E6_likely_hallucination,可能幻覺,named_entity_absent_from_all_evidence,引號名稱 ['Bout That Life'] 未見於管線內證據與外部 metadata；屬具體可查證卻查無支持者，列為可能幻覺並送人工複核,,not_applicable,,Bout That Life,not_found,1,,,,"Allow me to recommend 'Bout That Life' by Yung Tay. It's a track from his mixtape 'Bout That Life'. It combines elements of hip-hop, electronic, and dance music with indie influences. The song has a fast-paced beat and synth sounds that could be a fitting choice for your video. It was released in 2014 and may contain the specific elements you want."
full,3711,4,jazz with a slow,"The song combines elements of pop, folk, and jazz with a slow and acoustic sound.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",folk;jazz;pop,supported,,,not_applicable,0,,,,"Allow me to recommend 'Szerelem' by Christina Ross. It's a track from her album 'Szerelem'. The song combines elements of pop, folk, and jazz with a slow and acoustic sound. It was released in 2013 and could be a fitting choice for your video."
full,3715,2,rock track with electronic,It's a pop and rock track with electronic and indie influences.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;indie;pop;rock,partially_supported,electronic,,not_applicable,0,,,,Certainly! How about 'London' by Money Aujla feat? It's a pop and rock track with electronic and indie influences. The song features a female vocalist and was released in 2014. It could be a fitting choice for your video.
full,3754,5,It has a catchy,It has a catchy and energetic vibe that could be a fitting choice for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Allow me to recommend 'I Could Be The One' by Avicii and Nicky Romero. It's a track from their album 'I Could Be The One'. The song combines elements of electronic, dance, and pop genres with female vocalists. It has a catchy and energetic vibe that could be a fitting choice for your video."
full,3788,2,folk-inspired track with elements of rock,It's an acoustic and folk-inspired track with elements of rock and indie.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",indie;rock,supported,,,not_applicable,0,,,,Certainly! How about 'The Way I Am' by The Lumineers? It's an acoustic and folk-inspired track with elements of rock and indie. The song features female vocals and has a heartfelt and emotional vibe. It could be a fitting choice for your video.
full,3819,4,pop with a dance vibe.,"It combines elements of electronic, indie, and pop with a dance vibe.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;indie;pop,partially_supported,indie,,not_applicable,0,,,,"Allow me to recommend 'Night & Day' by Livia K. It's a track from her album 'Night & Day'. It combines elements of electronic, indie, and pop with a dance vibe. The song has a catchy and energetic sound that could be a fitting choice for your video."
full,3819,5,The song has a catchy,The song has a catchy and energetic sound that could be a fitting choice for your video.,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,not_applicable,0,,,,"Allow me to recommend 'Night & Day' by Livia K. It's a track from her album 'Night & Day'. It combines elements of electronic, indie, and pop with a dance vibe. The song has a catchy and energetic sound that could be a fitting choice for your video."
full,3905,2,It's an electronic track with ambient,It's an electronic track with ambient and chillout elements.,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,ambient;chillout;electronic,supported,,,not_applicable,0,,,,Certainly! How about 'Sunrise' by Sara? It's an electronic track with ambient and chillout elements. The song features female vocals and was released in 2013. It could add a soothing and atmospheric touch to your video.
full,3905,5,It could add a soothing,It could add a soothing and atmospheric touch to your video.,E4_vague_generic,一般性空泛描述／主觀陳述,subjective_statement,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,Certainly! How about 'Sunrise' by Sara? It's an electronic track with ambient and chillout elements. The song features female vocals and was released in 2013. It could add a soothing and atmospheric touch to your video.
full,3905,6,atmospheric touch to your video.,It could add a soothing and atmospheric touch to your video.,E4_vague_generic,一般性空泛描述／主觀陳述,subjective_statement,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,Certainly! How about 'Sunrise' by Sara? It's an electronic track with ambient and chillout elements. The song features female vocals and was released in 2013. It could add a soothing and atmospheric touch to your video.
full,3916,2,This track has a chillout,"This track has a chillout and electronic sound, perfect for creating a relaxed and laid-back atmosphere.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",chillout;electronic,supported,,,not_applicable,0,,,,"In that case, I would recommend 'Vibe Tribe' by Just Juice. This track has a chillout and electronic sound, perfect for creating a relaxed and laid-back atmosphere. It's part of the album 'Vibe Tribe' and offers a soothing and calming experience."
full,3931,2,This track has a 90s vibe,"This track has a 90s vibe and combines elements of Hip-Hop, jazz, electronic, rock, and pop.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",electronic;hip-hop;jazz;pop;rock,partially_supported,jazz;rock,,not_applicable,0,,,,"In that case, I would recommend 'Above The Clouds' by Gang Starr. This track has a 90s vibe and combines elements of Hip-Hop, jazz, electronic, rock, and pop. It's part of the album 'Above The Clouds' and would be a great fit for your video."
full,3963,4,soul with a chillout vibe.,"It combines elements of hip-hop, electronic, jazz, and soul with a chillout vibe.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",chillout;electronic;hip-hop;jazz;soul,partially_supported,chillout,,not_applicable,0,,,,"Allow me to recommend 'Vinyl Therapy' by Vinyl Therapy. It's a track from their album 'Vinyl Therapy'. It combines elements of hip-hop, electronic, jazz, and soul with a chillout vibe. It was released in 2013 and may contain the specific elements you're looking for."
full,3981,5,It has a unique blend of genres that could add a touch of diversity to your video.,It has a unique blend of genres that could add a touch of diversity to your video.,E4_vague_generic,一般性空泛描述／主觀陳述,subjective_statement,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,not_applicable,0,,,,"Certainly! I recommend 'Video Games' by Lana Del Rey. It's a track from her album 'Video Games'. This song combines elements of rock, indie, and folk with acoustic guitar and male vocals. It has a unique blend of genres that could add a touch of diversity to your video."
full,4025,3,"soul elements, creating a smooth","This track has a beautiful blend of pop, R&B, and soul elements, creating a smooth and soulful sound.",E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",pop;r&b;soul,supported,,,not_applicable,0,,,,"Certainly! If you're looking for an R&B twist, I recommend '你撕碎了我的心' by A-ONE. This track has a beautiful blend of pop, R&B, and soul elements, creating a smooth and soulful sound. It's perfect for adding a touch of romance to your wedding video."
