sample_idx,video_id,gt_music_id,top1_music_id,top1_video_id,top1_is_gt,rank,condition,condition_description,generation_mode,prompt_variant,title_source,generated_text,reference_text,top1_reference_text,user_text,music_title,music_artist,generated_mentions_top1_title,generated_mentions_top1_artist,title_consistency,needs_manual_review,inject_title_used,is_fallback
839,_0kWPBMmYEU,_0kWPBMmYEU_p21n2iGmd_s,CybpW4MFHFQ_O-EevC0Kirs,CybpW4MFHFQ,0,4,wo_audio_all,Top-1 music feature is zeroed and Top-1 title/artist metadata injection is disabled,top1_counterfactual_modality_removal,original,top1_reference,"Allow me to recommend 'Hip Hop' by T.I.C. It's a track that combines elements of hip-hop, soul, and pop with electronic beats and female vocals. Although I don't have specific information about the track name, album name, or artists, it aligns well with your preferences for hip-hop, soul, and pop with electronic beats and female vocals.","Allow me to recommend 'Supporting the Dreams of the Doers - a Netsurit State of Mind'. It's a track that blends hip-hop, soul, and pop genres with elements of rock and 80s music. Although I don't have specific information about the artist or album, the song may have female vocals and drum components that could be a fitting choice for your video.","Allow me to recommend 'Millionerler Mehellesi' by Dayirman. It's a track from their album released in 2010. The song combines elements of hip-hop, soul, electronic, and pop with a touch of 90s vibe. It may contain the drum elements you're looking for.","That sounds great, but I would like to incorporate some elements of hip-hop, soul, and pop into the music. I'm also interested in female vocals and drum components.",,,,,,0,0,0
839,_0kWPBMmYEU,_0kWPBMmYEU_p21n2iGmd_s,CybpW4MFHFQ_O-EevC0Kirs,CybpW4MFHFQ,0,4,wo_prompt,text prompt feature and user text are removed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,"I recommend 'Millionerler Mehellesi' by Dayirman. It's a track from their album 'Millionerler Mehellesi'. The song combines elements of Hip-Hop, electronic, rock, and pop, with a touch of jazz. It has a unique and experimental sound that could add an interesting dimension to your video.","Allow me to recommend 'Supporting the Dreams of the Doers - a Netsurit State of Mind'. It's a track that blends hip-hop, soul, and pop genres with elements of rock and 80s music. Although I don't have specific information about the artist or album, the song may have female vocals and drum components that could be a fitting choice for your video.","Allow me to recommend 'Millionerler Mehellesi' by Dayirman. It's a track from their album released in 2010. The song combines elements of hip-hop, soul, electronic, and pop with a touch of 90s vibe. It may contain the drum elements you're looking for.","That sounds great, but I would like to incorporate some elements of hip-hop, soul, and pop into the music. I'm also interested in female vocals and drum components.",Millionerler Mehellesi,Dayirman,1,1,1,0,1,0
839,_0kWPBMmYEU,_0kWPBMmYEU_p21n2iGmd_s,CybpW4MFHFQ_O-EevC0Kirs,CybpW4MFHFQ,0,4,wo_ltp,long-term preference feature is zeroed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,".
s. I's. I's. I's. I's. I's. I's. I's. I's. I's. I's. I's. I's. I's. I's. I's. I's. I's. I's's's's's's's's's's's's's's's's's's's's's's's's's's's'","Allow me to recommend 'Supporting the Dreams of the Doers - a Netsurit State of Mind'. It's a track that blends hip-hop, soul, and pop genres with elements of rock and 80s music. Although I don't have specific information about the artist or album, the song may have female vocals and drum components that could be a fitting choice for your video.","Allow me to recommend 'Millionerler Mehellesi' by Dayirman. It's a track from their album released in 2010. The song combines elements of hip-hop, soul, electronic, and pop with a touch of 90s vibe. It may contain the drum elements you're looking for.","That sounds great, but I would like to incorporate some elements of hip-hop, soul, and pop into the music. I'm also interested in female vocals and drum components.",Millionerler Mehellesi,Dayirman,0,0,0,1,1,0
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg,1,1,full,all modalities available; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a perfect fit for your needs as it combines dance, pop, and electronic elements. It's a high-energy song that will get people moving. It's part of the album 'A Quien Le Importa' by Thalia.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","Sounds good, but I'm looking for something with a bit more of a dance and pop vibe, something that will get people moving.",A Quien Le Importa,Thalia,1,1,1,0,1,0
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg,1,1,wo_video,video feature is zeroed; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'Dance With Me' by Thalia. This track has a dance and pop vibe, and it's perfect for getting people moving. It's part of the album 'Dance With Me' by Thalia.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","Sounds good, but I'm looking for something with a bit more of a dance and pop vibe, something that will get people moving.",A Quien Le Importa,Thalia,0,1,0,1,1,0
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg,1,1,wo_audio_feature_only,"Top-1 music feature is zeroed, but Top-1 title/artist metadata is kept",top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'Dance With Me' by 50 Cent. It's a dance track that combines elements of pop, dance, and electronic music. It has a strong dance vibe and is known for its energetic and electronic elements. It's a great choice for a dance with a strong dance vibe and electronic music.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","Sounds good, but I'm looking for something with a bit more of a dance and pop vibe, something that will get people moving.",A Quien Le Importa,Thalia,0,0,0,1,1,0
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg,1,1,wo_audio_all,Top-1 music feature is zeroed and Top-1 title/artist metadata injection is disabled,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'Dance With Me' by Daddy Yankee. This track has a dance and pop vibe, with elements of Hip-Hop and electronic music. It's a perfect fit for your video, and it will get people moving.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","Sounds good, but I'm looking for something with a bit more of a dance and pop vibe, something that will get people moving.",,,,,,0,0,0
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg,1,1,wo_prompt,text prompt feature and user text are removed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I recommend 'A Quien Le Importa' by Thalia. This track is from her album 'A Quien Le Importa' and offers a blend of dance, pop, and electronic genres. It has a catchy and energetic vibe that will complement your video.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","Sounds good, but I'm looking for something with a bit more of a dance and pop vibe, something that will get people moving.",A Quien Le Importa,Thalia,1,1,1,0,1,0
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg_Ejy-05oqXs8,fL_-VnFyBEg,1,1,wo_ltp,long-term preference feature is zeroed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,t?z?ztztztztztztzttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt,"In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","In that case, I would recommend 'A Quien Le Importa' by Thalia. This track is a dance-pop anthem with electronic elements and powerful female vocals. It has a 90s vibe that will bring a nostalgic feel to your video. It's part of the album 'A Quien Le Importa' by Thalia.","Sounds good, but I'm looking for something with a bit more of a dance and pop vibe, something that will get people moving.",A Quien Le Importa,Thalia,0,0,0,1,1,0
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,59seM7k60vw_mYKWya_Uctk,59seM7k60vw,0,8,full,all modalities available; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"Certainly! If you're looking for an electronic and dance vibe, I would recommend 'The Club' by Dj Alfred ft Mc Sam. This track is part of the album 'The Club' and offers a blend of electronic, dance, and pop genres. It has a catchy beat and a lively atmosphere that would be perfect for your video.","Absolutely! If you're looking for an electronic and dance track, I would recommend 'SCHWARZE MILCH' TRAILER 2009. This track has a great mix of electronic, electro, dance, house, and indie elements. It's perfect for creating an energetic and upbeat atmosphere in your video!","Allow me to recommend 'The Club' by Dj Alfred ft Mc Sam. It's an electronic track with elements of House, electro, and pop. The song is known for its catchy beats and danceable rhythm, which can bring a vibrant and energetic atmosphere to your DJ set.","Sounds good, but I'm looking for something with an electronic and dance vibe. Do you have any recommendations?",The Club,Dj Alfred ft Mc Sam,1,1,1,0,1,0
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,59seM7k60vw_mYKWya_Uctk,59seM7k60vw,0,8,wo_video,video feature is zeroed; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'DJ Alfred ft Mc Sam - Club by Dj Alfred ft Mc Sam'. This track has an electronic and dance vibe, perfect for creating an energetic and lively atmosphere. It's part of the album 'DJ Alfred ft Mc Sam - Club by Dj Alfred ft Mc Sam'.","Absolutely! If you're looking for an electronic and dance track, I would recommend 'SCHWARZE MILCH' TRAILER 2009. This track has a great mix of electronic, electro, dance, house, and indie elements. It's perfect for creating an energetic and upbeat atmosphere in your video!","Allow me to recommend 'The Club' by Dj Alfred ft Mc Sam. It's an electronic track with elements of House, electro, and pop. The song is known for its catchy beats and danceable rhythm, which can bring a vibrant and energetic atmosphere to your DJ set.","Sounds good, but I'm looking for something with an electronic and dance vibe. Do you have any recommendations?",The Club,Dj Alfred ft Mc Sam,0,1,0,1,1,0
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,59seM7k60vw_mYKWya_Uctk,59seM7k60vw,0,8,wo_audio_feature_only,"Top-1 music feature is zeroed, but Top-1 title/artist metadata is kept",top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'Dj Alfred ft Mc Sam'. It's a track by Dj Alfred ft Mc Sam that combines elements of Hip-Hop, electronic, dance, and pop genres. It has a fast-paced techno-beat-cau-tld-vap-d-qahz-zah-vad, which is a reference to the electronic and dance vibe. It could be a fitting choice for your video.","Absolutely! If you're looking for an electronic and dance track, I would recommend 'SCHWARZE MILCH' TRAILER 2009. This track has a great mix of electronic, electro, dance, house, and indie elements. It's perfect for creating an energetic and upbeat atmosphere in your video!","Allow me to recommend 'The Club' by Dj Alfred ft Mc Sam. It's an electronic track with elements of House, electro, and pop. The song is known for its catchy beats and danceable rhythm, which can bring a vibrant and energetic atmosphere to your DJ set.","Sounds good, but I'm looking for something with an electronic and dance vibe. Do you have any recommendations?",The Club,Dj Alfred ft Mc Sam,0,1,0,1,1,0
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,59seM7k60vw_mYKWya_Uctk,59seM7k60vw,0,8,wo_audio_all,Top-1 music feature is zeroed and Top-1 title/artist metadata injection is disabled,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'Electronic & Dance' by The Rapture. This track has an electronic and dance vibe, perfect for your video. It's a collaboration between The Rapture and The Rapture, and it's part of their album 'Electronic & Dance'. The song combines elements of Hip-Hop, electronic, and dance genres, with a focus on techno and fast-paced beats. It's a great choice for your video.","Absolutely! If you're looking for an electronic and dance track, I would recommend 'SCHWARZE MILCH' TRAILER 2009. This track has a great mix of electronic, electro, dance, house, and indie elements. It's perfect for creating an energetic and upbeat atmosphere in your video!","Allow me to recommend 'The Club' by Dj Alfred ft Mc Sam. It's an electronic track with elements of House, electro, and pop. The song is known for its catchy beats and danceable rhythm, which can bring a vibrant and energetic atmosphere to your DJ set.","Sounds good, but I'm looking for something with an electronic and dance vibe. Do you have any recommendations?",,,,,,0,0,0
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,59seM7k60vw_mYKWya_Uctk,59seM7k60vw,0,8,wo_prompt,text prompt feature and user text are removed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,"I recommend 'The Club' by Dj Alfred ft Mc Sam. It's a track from the album 'The Club' and combines elements of electronic, dance, and pop genres. The song has a fast-paced techno beat and features female vocals, which can add a dynamic and energetic vibe to your video.","Absolutely! If you're looking for an electronic and dance track, I would recommend 'SCHWARZE MILCH' TRAILER 2009. This track has a great mix of electronic, electro, dance, house, and indie elements. It's perfect for creating an energetic and upbeat atmosphere in your video!","Allow me to recommend 'The Club' by Dj Alfred ft Mc Sam. It's an electronic track with elements of House, electro, and pop. The song is known for its catchy beats and danceable rhythm, which can bring a vibrant and energetic atmosphere to your DJ set.","Sounds good, but I'm looking for something with an electronic and dance vibe. Do you have any recommendations?",The Club,Dj Alfred ft Mc Sam,1,1,1,0,1,0
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,59seM7k60vw_mYKWya_Uctk,59seM7k60vw,0,8,wo_ltp,long-term preference feature is zeroed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,is is is is is is is is is is is is is is is is is is is is. is is is. is is. and. is is is. and. is is is. and. is is is. and. and it's. and it's. and it's. and it's. and it's. and it's. and it's. I't's. I't's. I't't's.t't't't't't't't't't't't't,"Absolutely! If you're looking for an electronic and dance track, I would recommend 'SCHWARZE MILCH' TRAILER 2009. This track has a great mix of electronic, electro, dance, house, and indie elements. It's perfect for creating an energetic and upbeat atmosphere in your video!","Allow me to recommend 'The Club' by Dj Alfred ft Mc Sam. It's an electronic track with elements of House, electro, and pop. The song is known for its catchy beats and danceable rhythm, which can bring a vibrant and energetic atmosphere to your DJ set.","Sounds good, but I'm looking for something with an electronic and dance vibe. Do you have any recommendations?",The Club,Dj Alfred ft Mc Sam,0,0,0,1,1,0
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,UejDqqUY-0E_7zQ3CjvCa0U,UejDqqUY-0E,0,21,full,all modalities available; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"Allow me to recommend 'Sabia' by Banda Magda. It's a track from their album 'Sabia'. The song combines elements of indie, folk, and rock with a female vocalist. It has a guitar and drum-focused sound that could be a fitting choice for your video.","Allow me to recommend 'ESTAMOS PERDIDOS' by Mon Feijóo (Mon Musicóo). This track features a female vocalist and falls under the genres of pop, folk, and rock with indie influences. While there is no specific description available, the song is likely to have guitar and drum elements that could give your video a unique and distinct sound.","Allow me to recommend 'Sabia' by Banda Magda. It's a jazz-pop track with indie influences. The song features female vocals and a combination of various instruments, including guitar and drums. It's part of Banda Magda's album 'Yerakina'.","That sounds great, but I'd like to add a touch of indie and folk music to my video. Can you recommend something with a female vocalist? I'm also interested in incorporating guitar and drum elements.",Sabia,Banda Magda,1,1,1,0,1,0
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,UejDqqUY-0E_7zQ3CjvCa0U,UejDqqUY-0E,0,21,wo_video,video feature is zeroed; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"Allow me to recommend 'Sabia by Banda Magda'. It's a track from their album 'Sabia by Banda Magda'. It combines elements of indie, rock, and folk with a female vocalist. It may also have guitar and drum elements that could be a fitting choice for your video.","Allow me to recommend 'ESTAMOS PERDIDOS' by Mon Feijóo (Mon Musicóo). This track features a female vocalist and falls under the genres of pop, folk, and rock with indie influences. While there is no specific description available, the song is likely to have guitar and drum elements that could give your video a unique and distinct sound.","Allow me to recommend 'Sabia' by Banda Magda. It's a jazz-pop track with indie influences. The song features female vocals and a combination of various instruments, including guitar and drums. It's part of Banda Magda's album 'Yerakina'.","That sounds great, but I'd like to add a touch of indie and folk music to my video. Can you recommend something with a female vocalist? I'm also interested in incorporating guitar and drum elements.",Sabia,Banda Magda,1,1,1,0,1,0
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,UejDqqUY-0E_7zQ3CjvCa0U,UejDqqUY-0E,0,21,wo_audio_feature_only,"Top-1 music feature is zeroed, but Top-1 title/artist metadata is kept",top1_counterfactual_modality_removal,original,top1_reference,Allow me to recommend 'The Wedding Song'. It's a track from the album 'The Wedding Song'. It features a female vocalist and incorporates elements of guitar and drum. It has a pop and rock sound with a touch of indie and folk music. It could be a fitting choice for your video.,"Allow me to recommend 'ESTAMOS PERDIDOS' by Mon Feijóo (Mon Musicóo). This track features a female vocalist and falls under the genres of pop, folk, and rock with indie influences. While there is no specific description available, the song is likely to have guitar and drum elements that could give your video a unique and distinct sound.","Allow me to recommend 'Sabia' by Banda Magda. It's a jazz-pop track with indie influences. The song features female vocals and a combination of various instruments, including guitar and drums. It's part of Banda Magda's album 'Yerakina'.","That sounds great, but I'd like to add a touch of indie and folk music to my video. Can you recommend something with a female vocalist? I'm also interested in incorporating guitar and drum elements.",Sabia,Banda Magda,0,0,0,1,1,0
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,UejDqqUY-0E_7zQ3CjvCa0U,UejDqqUY-0E,0,21,wo_audio_all,Top-1 music feature is zeroed and Top-1 title/artist metadata injection is disabled,top1_counterfactual_modality_removal,original,top1_reference,"Allow me to recommend 'The Witches' by The Witches. It's a track from their album 'The Witches'. The song features a female vocalist and combines elements of indie, rock, and folk music. It also has guitar and drum influences, which could be a fitting choice for your video.","Allow me to recommend 'ESTAMOS PERDIDOS' by Mon Feijóo (Mon Musicóo). This track features a female vocalist and falls under the genres of pop, folk, and rock with indie influences. While there is no specific description available, the song is likely to have guitar and drum elements that could give your video a unique and distinct sound.","Allow me to recommend 'Sabia' by Banda Magda. It's a jazz-pop track with indie influences. The song features female vocals and a combination of various instruments, including guitar and drums. It's part of Banda Magda's album 'Yerakina'.","That sounds great, but I'd like to add a touch of indie and folk music to my video. Can you recommend something with a female vocalist? I'm also interested in incorporating guitar and drum elements.",,,,,,0,0,0
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,UejDqqUY-0E_7zQ3CjvCa0U,UejDqqUY-0E,0,21,wo_prompt,text prompt feature and user text are removed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,"I recommend 'Sabia' by Banda Magda. It's a track from their album 'Sabia'. The song combines elements of rock, indie, and pop with female vocals. It has a unique and captivating sound that could add a distinctive touch to your video.","Allow me to recommend 'ESTAMOS PERDIDOS' by Mon Feijóo (Mon Musicóo). This track features a female vocalist and falls under the genres of pop, folk, and rock with indie influences. While there is no specific description available, the song is likely to have guitar and drum elements that could give your video a unique and distinct sound.","Allow me to recommend 'Sabia' by Banda Magda. It's a jazz-pop track with indie influences. The song features female vocals and a combination of various instruments, including guitar and drums. It's part of Banda Magda's album 'Yerakina'.","That sounds great, but I'd like to add a touch of indie and folk music to my video. Can you recommend something with a female vocalist? I'm also interested in incorporating guitar and drum elements.",Sabia,Banda Magda,1,1,1,0,1,0
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,UejDqqUY-0E_7zQ3CjvCa0U,UejDqqUY-0E,0,21,wo_ltp,long-term preference feature is zeroed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,", that, and that., that. that. that. that. that. that. that. that. that. that that. that that. that that that. that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that","Allow me to recommend 'ESTAMOS PERDIDOS' by Mon Feijóo (Mon Musicóo). This track features a female vocalist and falls under the genres of pop, folk, and rock with indie influences. While there is no specific description available, the song is likely to have guitar and drum elements that could give your video a unique and distinct sound.","Allow me to recommend 'Sabia' by Banda Magda. It's a jazz-pop track with indie influences. The song features female vocals and a combination of various instruments, including guitar and drums. It's part of Banda Magda's album 'Yerakina'.","That sounds great, but I'd like to add a touch of indie and folk music to my video. Can you recommend something with a female vocalist? I'm also interested in incorporating guitar and drum elements.",Sabia,Banda Magda,0,0,0,1,1,0
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,6xH1iZ8Y4Ck_khKm-QUEcZg,6xH1iZ8Y4Ck,0,2,full,all modalities available; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"Certainly! I recommend 'Mike Black' by Mike Black. It's a track from his album 'Mike Black'. The song combines elements of hip-hop, electronic, and rock, which aligns well with the style you're looking for. It was released in 2012 and has a fast-paced and energetic vibe.","Sure! How about 'Pockets Full Of Cash' by Mike Black? It's a track that falls into the hip-hop and electronic genres. Although I don't have specific information about the album or release date, it should have the elements you're looking for.","Allow me to recommend 'BABA' by Najeeb. It's a track that showcases his versatile style and combines elements of hip-hop, rock, jazz, and electronic music. The song provides an in-depth look into the life of a true 'Baba' and was released by Najeeb himself. It might be a fitting choice for your video.","That sounds great! I'm also interested in incorporating some elements of Mike Black's style, especially the hip-hop and electronic components. Can you recommend something that aligns with that?",BABA,Najeeb,0,0,0,1,1,0
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,6xH1iZ8Y4Ck_khKm-QUEcZg,6xH1iZ8Y4Ck,0,2,wo_video,video feature is zeroed; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"Certainly! I recommend 'Mike Black - The Blackout'. It's a track by Mike Black that combines elements of hip-hop, electronic, and rock. Although I don't have much information about this specific track, it aligns with the style you're looking for.","Sure! How about 'Pockets Full Of Cash' by Mike Black? It's a track that falls into the hip-hop and electronic genres. Although I don't have specific information about the album or release date, it should have the elements you're looking for.","Allow me to recommend 'BABA' by Najeeb. It's a track that showcases his versatile style and combines elements of hip-hop, rock, jazz, and electronic music. The song provides an in-depth look into the life of a true 'Baba' and was released by Najeeb himself. It might be a fitting choice for your video.","That sounds great! I'm also interested in incorporating some elements of Mike Black's style, especially the hip-hop and electronic components. Can you recommend something that aligns with that?",BABA,Najeeb,0,0,0,1,1,0
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,6xH1iZ8Y4Ck_khKm-QUEcZg,6xH1iZ8Y4Ck,0,2,wo_audio_feature_only,"Top-1 music feature is zeroed, but Top-1 title/artist metadata is kept",top1_counterfactual_modality_removal,original,top1_reference,"I suggest you consider 'Mike Black' by Mike Black. It's a track that combines elements of hip-hop and electronic music with a focus on the style of Mike Black. Although I don't have specific information about this track, it may contain the specific elements you are looking for.","Sure! How about 'Pockets Full Of Cash' by Mike Black? It's a track that falls into the hip-hop and electronic genres. Although I don't have specific information about the album or release date, it should have the elements you're looking for.","Allow me to recommend 'BABA' by Najeeb. It's a track that showcases his versatile style and combines elements of hip-hop, rock, jazz, and electronic music. The song provides an in-depth look into the life of a true 'Baba' and was released by Najeeb himself. It might be a fitting choice for your video.","That sounds great! I'm also interested in incorporating some elements of Mike Black's style, especially the hip-hop and electronic components. Can you recommend something that aligns with that?",BABA,Najeeb,0,0,0,1,1,0
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,6xH1iZ8Y4Ck_khKm-QUEcZg,6xH1iZ8Y4Ck,0,2,wo_audio_all,Top-1 music feature is zeroed and Top-1 title/artist metadata injection is disabled,top1_counterfactual_modality_removal,original,top1_reference,"I suggest checking out 'Mike Black' by Mike Black. It's a track that combines elements of hip-hop, electronic, and rock with a touch of pop and dance. Although I don't have much information about this specific track, it might be worth exploring Mike Black's music to see if it aligns with your preferences.","Sure! How about 'Pockets Full Of Cash' by Mike Black? It's a track that falls into the hip-hop and electronic genres. Although I don't have specific information about the album or release date, it should have the elements you're looking for.","Allow me to recommend 'BABA' by Najeeb. It's a track that showcases his versatile style and combines elements of hip-hop, rock, jazz, and electronic music. The song provides an in-depth look into the life of a true 'Baba' and was released by Najeeb himself. It might be a fitting choice for your video.","That sounds great! I'm also interested in incorporating some elements of Mike Black's style, especially the hip-hop and electronic components. Can you recommend something that aligns with that?",,,,,,0,0,0
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,6xH1iZ8Y4Ck_khKm-QUEcZg,6xH1iZ8Y4Ck,0,2,wo_prompt,text prompt feature and user text are removed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,"I recommend 'BABA' by Najeeb. It's a track from his album 'BABA'. The song combines elements of Hip-Hop, electronic, rock, and dance with a touch of pop. It has a fast-paced beat and male vocals that could add an energetic and catchy vibe to your video.","Sure! How about 'Pockets Full Of Cash' by Mike Black? It's a track that falls into the hip-hop and electronic genres. Although I don't have specific information about the album or release date, it should have the elements you're looking for.","Allow me to recommend 'BABA' by Najeeb. It's a track that showcases his versatile style and combines elements of hip-hop, rock, jazz, and electronic music. The song provides an in-depth look into the life of a true 'Baba' and was released by Najeeb himself. It might be a fitting choice for your video.","That sounds great! I'm also interested in incorporating some elements of Mike Black's style, especially the hip-hop and electronic components. Can you recommend something that aligns with that?",BABA,Najeeb,1,1,1,0,1,0
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,6xH1iZ8Y4Ck_khKm-QUEcZg,6xH1iZ8Y4Ck,0,2,wo_ltp,long-term preference feature is zeroed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,2010101010101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,"Sure! How about 'Pockets Full Of Cash' by Mike Black? It's a track that falls into the hip-hop and electronic genres. Although I don't have specific information about the album or release date, it should have the elements you're looking for.","Allow me to recommend 'BABA' by Najeeb. It's a track that showcases his versatile style and combines elements of hip-hop, rock, jazz, and electronic music. The song provides an in-depth look into the life of a true 'Baba' and was released by Najeeb himself. It might be a fitting choice for your video.","That sounds great! I'm also interested in incorporating some elements of Mike Black's style, especially the hip-hop and electronic components. Can you recommend something that aligns with that?",BABA,Najeeb,0,0,0,1,1,0
