sample_idx,video_id,gt_music_id,preference_variant,positive_hits,negative_hits,n_positive_hits,n_negative_hits,alignment_score,is_aligned,has_conflict,ESS_from_original,generated_text
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,cf_lyrical_piano,acoustic;calm;lyrical;piano;sentimental;slow,dance;electronic;hip-hop,6,3,3,1,1,0.6338028169014085,"Allow me to recommend 'The Club' by Dj Alfred ft Mc Sam. It's a track from their album 'The Club'. This song combines elements of electronic, dance, and pop genres with a touch of Hip-Hop. It has a slow tempo and features lyrical piano, which aligns well with your preferences. The acoustic and calm vibe of the music creates a sentimental mood that could be a fitting choice for your video."
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,cf_upbeat_electronic,dance;electronic;modern;pop;rhythm,,5,0,5,1,0,0.6153846153846154,"In that case, I recommend 'Sabia' by Banda Magda. This track is from their album 'Sabia' and combines elements of pop, electronic, and rock. It has a fast-paced rhythm and a modern dance vibe that will add energy to your video."
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow;soft,,7,0,7,1,0,0.4833333333333333,"Allow me to recommend 'Sabia' by Banda Magda. It's a track from their album 'Sabia'. The song combines elements of pop, jazz, and rock with a touch of indie and folk influences. The lyrics are in Spanish, and the music has a slow tempo and a soft acoustic texture. It creates a gentle melody and a calm sentimental mood that could be a perfect fit for your video."
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,cf_upbeat_electronic,beat;bright;dance;electronic;pop,,5,0,5,1,0,0.7407407407407407,"In that case, I would recommend 'BABA' by Najeeb. This track combines elements of Hip-Hop, electronic, dance, pop, and rock genres. It has a fast-paced beat and a bright mood that will add energy to your video."
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.6666666666666667,"Allow me to recommend 'BABA' by Najeeb. It's a track from the album 'BABA' by Najeeb. The song combines elements of Hip-Hop, electronic, rock, and pop with a touch of jazz. It has a slow tempo and a soothing acoustic texture that can create a calm and sentimental mood for your video."
910,5lKPjuBuYDc,5lKPjuBuYDc_KjSks1ZBt_U,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm,,9,0,9,1,0,0.5535714285714286,"In that case, I recommend 'Happy' by Pharrell Williams. This track is a popular electronic dance song with a catchy beat and a bright mood. It has a clear rhythm and energetic beats that will give your video a modern and pop feel. It's part of the album 'Happy' by Pharrell Williams."
910,5lKPjuBuYDc,5lKPjuBuYDc_KjSks1ZBt_U,cf_lyrical_piano,acoustic;calm;sentimental;slow;soft,electronic,5,1,4,1,1,0.8260869565217391,"I suggest you consider the track 'Love Is An Open Door' from the album 'Frozen'. It's a pop and electronic song with indie and rock influences. The track features a slow tempo, soft acoustic texture, and a calm and sentimental mood. It could be a fitting choice for your video."
916,kqK-Ovwua30,kqK-Ovwua30_OdsKCY4_gc0,cf_upbeat_electronic,bright;electronic;pop;tempo,piano,4,1,3,1,1,0.4693877551020408,"In that case, I recommend 'Beethoven's 5 Secrets' by The Piano Guys. This track is a perfect fit for your video as it combines electronic, rock, and indie elements with a touch of pop. It has a fast tempo and a bright mood that will add energy to your video."
916,kqK-Ovwua30,kqK-Ovwua30_OdsKCY4_gc0,cf_lyrical_piano,acoustic;calm;gentle;melody;piano;sentimental;slow,electronic,7,1,6,1,1,0.7017543859649122,"I recommend 'Beethoven's 5 Secrets' by The Piano Guys. It's a track from their album 'Beethoven's 5 Secrets'. This song combines elements of classical, rock, and electronic music, with a focus on piano and acoustic instruments. It has a slow tempo and a gentle melody that creates a calm and sentimental atmosphere."
1036,YhFYuZyr5Yo,YhFYuZyr5Yo_vBqoI_4em_o,cf_upbeat_electronic,electronic;energetic,,2,0,2,1,0,0.625,"In that case, I would recommend 'Up At The Lake' by The Charlatans. This track is from their album 'Up At The Lake' and it perfectly fits your preferences. It has a rock and indie sound with electronic elements, creating a vibrant and energetic atmosphere. The song was released in 2008 and is part of the album 'Up At The Lake'."
1036,YhFYuZyr5Yo,YhFYuZyr5Yo_vBqoI_4em_o,cf_lyrical_piano,acoustic;calm;gentle;melody;piano;sentimental;slow,,7,0,7,1,0,0.6071428571428572,"Allow me to recommend 'Up At The Lake' by The Charlatans. It's a track from their album 'Up At The Lake'. The song combines elements of rock, indie, and alternative with a focus on piano and acoustic instruments. It has a slow tempo and a gentle melody that creates a calm and sentimental atmosphere."
1060,D8B7F9T1eZM,D8B7F9T1eZM_z08BQP7eZX4,cf_upbeat_electronic,beat;bright;dance;electronic;pop,,5,0,5,1,0,0.6470588235294117,"In that case, I recommend 'Pssst' by Die Lollipops. This track is from their album 'Pssst' and offers a perfect blend of electronic, dance, and pop genres. It has a catchy beat and a bright mood that will add energy to your video."
1060,D8B7F9T1eZM,D8B7F9T1eZM_z08BQP7eZX4,cf_lyrical_piano,sentimental;slow,dance;electronic,2,2,0,0,1,0.5,"Allow me to recommend 'Pssst' by Die Lollipops. It's a track from their album 'Pssst'. The song combines elements of pop, dance, and electronic music with a touch of rock. It features female vocals and has a slow tempo, which creates a soothing and sentimental atmosphere."
1083,IzsgBQQmV5w,IzsgBQQmV5w_-bpv_MI1RFY,cf_upbeat_electronic,beat;dance;electronic;modern;pop,,5,0,5,1,0,0.7457627118644068,"In that case, I recommend 'Street College' by Shelly. This track combines elements of Hip-Hop, electronic, pop, and dance genres. It has a fast-paced beat and a modern dance vibe that will add energy to your video."
1083,IzsgBQQmV5w,IzsgBQQmV5w_-bpv_MI1RFY,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.6666666666666667,"I suggest checking out 'Street College' by Shelly. It's a track from the album 'Street College' and features a mix of Hip-Hop, electronic, pop, and rock genres. The song has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
1105,K0kCJKdYWik,K0kCJKdYWik_tAZtZfm0MnY,cf_upbeat_electronic,beat;dance;electronic;modern;pop,,5,0,5,1,0,0.6595744680851063,"In that case, I recommend 'Want It All' by S. This track combines elements of Hip-Hop, R&B, pop, and electronic music. It has a fast-paced beat and a modern dance vibe that will add energy to your video."
1105,K0kCJKdYWik,K0kCJKdYWik_tAZtZfm0MnY,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.6481481481481481,"Allow me to recommend 'Want It All' by S. It's a track from the album 'Want It All'. The song combines elements of Hip-Hop, R&B, pop, and soul with a touch of electronic influences. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
1119,rZb8WsdW5eM,rZb8WsdW5eM_8l5B3peJABY,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm,,9,0,9,1,0,0.6984126984126984,"In that case, I recommend 'Stay' by Rachel Brown & ELEW. This track combines elements of pop, rock, and indie with electronic influences. It has a bright and energetic sound with a clear rhythm and energetic beats. It's perfect for creating a modern dance or pop feel in your video."
1119,rZb8WsdW5eM,rZb8WsdW5eM_8l5B3peJABY,cf_lyrical_piano,emotional;lyrical;piano;slow,,4,0,4,1,0,0.6333333333333333,"In that case, I recommend 'Stay' by Rachel Brown & ELEW. This track combines elements of pop, rock, indie, and folk with a touch of jazz. It features beautiful lyrics and a slow tempo, creating a soothing and emotional atmosphere. The lyrical piano adds a touch of elegance to the music."
1136,zI51uay2YXg,zI51uay2YXg_GAPYhU8aI8A,cf_upbeat_electronic,bright;dance;electronic;energetic;modern;pop,,6,0,6,1,0,0.7090909090909091,"In that case, I recommend 'Fugly' by Stevie B. This track has a catchy electronic sound with elements of Hip-Hop, pop, and dance. It has a bright and energetic vibe that will add a modern and lively feel to your video."
1136,zI51uay2YXg,zI51uay2YXg_GAPYhU8aI8A,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.5094339622641509,"Allow me to recommend 'Fugly' by Stevie B. It's a track from his album 'Fugly'. The song combines elements of Hip-Hop, electronic, and pop with a touch of rock. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
1207,ItV4NVU0u6I,ItV4NVU0u6I_Ldq1rh8OYuc,cf_upbeat_electronic,electronic;energetic;modern;pop,,4,0,4,1,0,0.6666666666666667,"In that case, I would recommend 'Nuestra Vida' by Nada Que Objetar. This track falls under the rock, indie, alternative, and pop genres, and it has a fast-paced and energetic sound with electronic elements. It will give your video a lively and modern feel."
1207,ItV4NVU0u6I,ItV4NVU0u6I_Ldq1rh8OYuc,cf_lyrical_piano,acoustic;slow,,2,0,2,1,0,0.3877551020408163,"Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song combines elements of rock, indie, and alternative with a focus on guitar and vocals. It has a slow tempo and a soothing acoustic sound that could be a fitting choice for your video."
1210,ah7goU7kudo,ah7goU7kudo_al2m-IPmf5o,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;tempo;upbeat,,7,0,7,1,0,0.7301587301587302,"In that case, I recommend 'Good Feeling' by Mikill Pane. This track is a perfect fit for your video as it combines electronic, dance, pop, and rock elements. It has a fast tempo and a catchy beat that will create an energetic and upbeat atmosphere."
1210,ah7goU7kudo,ah7goU7kudo_al2m-IPmf5o,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.5344827586206897,"Allow me to recommend 'Good Feeling' by Mikill Pane. It's a track from the album 'Good Feeling'. This song combines elements of pop, electronic, and rock with a touch of Hip-Hop. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,cf_upbeat_electronic,bright;dance;electronic;pop;rhythm,,5,0,5,1,0,0.7857142857142857,"In that case, I would recommend 'Tú y yo' by Maite Perroni. This track is a perfect fit for your preferences as it combines elements of pop, dance, and electronic music. It has a catchy rhythm and a bright mood that will add energy to your video."
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,cf_lyrical_piano,acoustic;slow,dance;electronic,2,2,0,0,1,0.6428571428571428,"Allow me to recommend 'Tú y yo' by Maite Perroni. It's a track from her album 'Tú y yo'. The song combines elements of pop, dance, and electronic music with a touch of rock. It features Maite Perroni's beautiful vocals and has a slow tempo and acoustic sound. The lyrics are in Spanish and the music video was directed by Carlos Pérez."
1240,Tqo1UOK1I44,Tqo1UOK1I44_skTcQLUZKEA,cf_upbeat_electronic,beat;beats;electronic;energetic;modern;pop;rhythm,,7,0,7,1,0,0.7741935483870968,"In that case, I would recommend 'Somos' by Los Pinguinos. This track is part of the album 'Somos' and offers a perfect blend of rock, indie, electronic, and pop genres. It has a fast-paced rhythm and energetic beats that will give your video a lively and modern feel."
1240,Tqo1UOK1I44,Tqo1UOK1I44_skTcQLUZKEA,cf_lyrical_piano,acoustic;gentle;piano;sentimental;slow,,5,0,5,1,0,0.5087719298245614,"Allow me to recommend 'Love Is Alive' by The Cure. It's a track from their album 'Love Is Alive'. This song combines elements of rock, indie, and alternative with a focus on piano. It has a slow tempo and a soothing acoustic texture, creating a gentle and sentimental mood that could be a perfect fit for your video."
1269,KGmsoYvx7ng,KGmsoYvx7ng_s6CDWoTZi68,cf_upbeat_electronic,dance;electronic;energetic;modern;pop,,5,0,5,1,0,0.6785714285714286,"In that case, I recommend 'The Slaughterhouse' by Dirge Eternal. This track is from their album 'The Slaughterhouse' and offers a perfect blend of metal, rock, and electronic elements. It has a fast-paced and energetic sound with a modern dance and pop influence."
1269,KGmsoYvx7ng,KGmsoYvx7ng_s6CDWoTZi68,cf_lyrical_piano,acoustic;gentle;sentimental;slow,,4,0,4,1,0,0.5614035087719298,"Allow me to recommend 'The Slaughterhouse' by Dirge Eternal. It's a track from their album 'The Slaughterhouse'. The song combines elements of metal, rock, and heavy metal with a touch of alternative and hard rock. It has a slow tempo and a soothing acoustic texture, which can create a gentle and sentimental mood for your video."
1311,CSvBwXlOQPY,CSvBwXlOQPY_iZOXwI35PZY,cf_upbeat_electronic,electronic;pop,,2,0,2,1,0,0.6557377049180328,"In that case, I recommend 'DREAM' by Mickey Factz. This track has a chillout and ambient vibe, perfect for creating a relaxing atmosphere in your video. It falls under the genres of Hip-Hop, electronic, rock, and pop, with elements of indie and alternative. The song has a soothing and melodic sound, making it a great choice for your video."
1311,CSvBwXlOQPY,CSvBwXlOQPY_iZOXwI35PZY,cf_lyrical_piano,lyrical;piano;slow,electronic;hip-hop,3,2,1,1,1,0.36,"Allow me to recommend 'ANIMAL - DREAM (VIDEO) (CLIMATE CHANGE MIXTAPE) by Mickey Factz. It's a track from the album 'CLIMATE CHANGE MIXTAPE'. The song combines elements of Hip-Hop, electronic, and rock with a chillout and ambient vibe. It has a slow tempo and features lyrical piano, which aligns well with your preferences."
1322,pgoDe__Fm-Y,pgoDe__Fm-Y_vf4LLox2GTE,cf_upbeat_electronic,bright;electronic;pop;rhythm,,4,0,4,1,0,0.7547169811320755,"In that case, I recommend 'Meaningless Love' by Jinny Ng. This track is from her album 'Meaningless Love' and offers a blend of pop, rock, and electronic genres. It has a fast-paced rhythm and a bright mood that will add energy to your video."
1322,pgoDe__Fm-Y,pgoDe__Fm-Y_vf4LLox2GTE,cf_lyrical_piano,acoustic;gentle;lyrical;melody;piano;sentimental;slow,,7,0,7,1,0,0.8392857142857143,"In that case, I recommend 'Meaningless Love' by Jinny Ng. This track is from her album 'Meaningless Love' and features lyrical piano and a slow tempo. The acoustic texture and gentle melody create a soothing and sentimental atmosphere, perfect for your video."
1333,sZNtPlWq5gI,sZNtPlWq5gI_tl_4Jx7umvs,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;rhythm,,6,0,6,1,0,0.6862745098039216,"In that case, I recommend 'Cadillacs and Videos' by Sam Lachow. This track combines elements of Hip-Hop, electronic, pop, and dance genres. It has a fast-paced beat and a catchy rhythm that will give your video a lively and energetic feel."
1333,sZNtPlWq5gI,sZNtPlWq5gI_tl_4Jx7umvs,cf_lyrical_piano,emotional;lyrical;piano;sentimental;slow,electronic;hip-hop,5,2,3,1,1,0.7213114754098361,"Allow me to recommend 'Cadillacs and Videos' by Sam Lachow. It's a track from his album 'Cadillacs and Videos'. The song combines elements of Hip-Hop, electronic, and pop with a touch of rock and indie influences. It has a slow tempo and features lyrical piano, which aligns well with the emotional and sentimental mood you're looking for."
1395,ufnqxvG8TZ4,ufnqxvG8TZ4_t4zXT4mcPUI,cf_upbeat_electronic,beat;bright;dance;electronic;energetic;pop,,6,0,6,1,0,0.5416666666666667,"In that case, I recommend 'UN ALTRO TIRO' by FRATELLI QUINTALE. This track combines elements of Hip-Hop, electronic, dance, pop, and rock. It has a fast-paced beat and a bright mood that will give your video a lively and energetic feel."
1395,ufnqxvG8TZ4,ufnqxvG8TZ4_t4zXT4mcPUI,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.736842105263158,"I suggest checking out the track 'UN ALTRO TIRO' by FRATELLI QUINTALE. It's a hip-hop and electronic song with elements of rock and pop. The track has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
1401,9-lebVWosiE,9-lebVWosiE_Y3XSMfhR43g,cf_upbeat_electronic,electronic;energetic;pop;rhythm,melody,4,1,3,1,1,0.7868852459016393,"In that case, I would recommend 'Sé que volverás' by JLM. This track is from their album 'Sé que volverás' and offers a perfect blend of rock, indie, pop, and electronic genres. It has a fast-paced rhythm and a catchy melody that will give your video a lively and energetic feel."
1401,9-lebVWosiE,9-lebVWosiE_Y3XSMfhR43g,cf_lyrical_piano,emotional;piano;slow,,3,0,3,1,0,0.5535714285714286,"Allow me to recommend 'Sé que volverás' by JLM. It's a track from their album 'Sé que volverás'. The song combines elements of rock, pop, and indie with a touch of alternative. It has a slow tempo and features piano, which creates a soothing and emotional atmosphere. The lyrics are in Spanish, adding a unique cultural element to the music."
1434,Gzse71YV_-Q,Gzse71YV_-Q_dGe3HxoH1nM,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.7,"In that case, I recommend 'Linnin' It' by MISS KO 葛仲珊. This track combines elements of Hip-Hop, electronic, rock, and pop, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that aligns with your preferences."
1434,Gzse71YV_-Q,Gzse71YV_-Q_dGe3HxoH1nM,cf_lyrical_piano,emotional;lyrical;piano;sentimental;slow,hip-hop,5,1,4,1,1,0.75,"Allow me to recommend 'Linnin' It' by MISS KO 葛仲珊. It's a track from her album 'Linnin' It'. The song combines elements of Hip-Hop, soul, and rock with a touch of jazz. It has a slow tempo and features lyrical piano, which aligns well with the emotional and sentimental mood you're looking for."
1455,XXgtN7TA1V8,XXgtN7TA1V8_LqTg77a6R9I,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;tempo;upbeat,,7,0,7,1,0,0.64,"In that case, I recommend 'Дежавю' by Just name. This track combines elements of Hip-Hop, electronic, R&B, pop, and dance genres. It has a fast tempo and a catchy beat that will create an upbeat and energetic atmosphere for your video."
1455,XXgtN7TA1V8,XXgtN7TA1V8_LqTg77a6R9I,cf_lyrical_piano,emotional;piano;slow,hip-hop,3,1,2,1,1,0.6727272727272727,"Allow me to recommend 'Дежавю' by Just name. It's a track from their album 'Дежавю'. The song combines elements of Hip-Hop, R&B, and pop with a slow tempo and a piano-driven sound. It has a soothing and emotional vibe that could be a perfect fit for your video."
1463,reOgdkVqjsg,reOgdkVqjsg_sSInpse53Tk,cf_upbeat_electronic,beat;beats;electronic;energetic;modern;pop;tempo,,7,0,7,1,0,0.7540983606557377,"In that case, I would recommend 'Sunshine' by The Stereo. This track has a rock and indie sound with electronic and pop influences. It has a fast tempo and energetic beats that will give your video a lively and modern feel."
1463,reOgdkVqjsg,reOgdkVqjsg_sSInpse53Tk,cf_lyrical_piano,lyrical;piano;sentimental;slow,,4,0,4,1,0,0.5666666666666667,"Allow me to recommend 'Love Is A Battlefield' by The Buzz. It's a track from their album 'Love Is A Battlefield'. The song combines elements of rock, indie, and alternative with a touch of pop. It has a slow tempo and features lyrical piano, which can create a soothing and sentimental atmosphere for your video."
1489,8Ej4PzaoqpU,8Ej4PzaoqpU_A84hNilKxFM,cf_upbeat_electronic,bright;dance;electronic;energetic;modern;pop;tempo,,7,0,7,1,0,0.4782608695652174,"In that case, I recommend 'Maxin' by Wes Krave. This track combines elements of Hip-Hop, electronic, dance, pop, and rock genres. It has a fast tempo and a bright mood that will create an energetic and modern dance vibe for your video."
1489,8Ej4PzaoqpU,8Ej4PzaoqpU_A84hNilKxFM,cf_lyrical_piano,lyrical;piano,dance;electronic;hip-hop,2,3,-1,0,1,0.7966101694915254,"Allow me to recommend 'Lyrical Piano Background Music'. It's a track that falls under the genres of Hip-Hop, electronic, R&B, pop, and dance. Although there is no specific information about the track, it is likely to have the elements you are looking for."
1509,rVO2byp-tWg,rVO2byp-tWg_m0YLOxKlURQ,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;rhythm,,6,0,6,1,0,0.5660377358490566,"In that case, I recommend 'Hüftgold' by Miss Platnum feat. It's a track from their album 'Hüftgold'. This song combines elements of pop, dance, and electronic music, with a touch of rock. It has a fast-paced rhythm and a catchy beat that will give your video a lively and energetic feel."
1509,rVO2byp-tWg,rVO2byp-tWg_m0YLOxKlURQ,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic,4,1,3,1,1,0.6721311475409837,"Allow me to recommend 'Hüftgold' by Miss Platnum feat;. It's a track from their album 'Hüftgold'. The song combines elements of pop, electronic, and rock genres with a focus on female vocals. It has a slow tempo and a soothing acoustic texture that can create a calm and sentimental atmosphere for your video."
1528,lXhW9YQhkEU,lXhW9YQhkEU_tGlKac8RVS4,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm,,9,0,9,1,0,0.7619047619047619,"In that case, I recommend 'Morning Sun' by Strange Talk. This track is from their album 'Morning Sun' and it perfectly fits your preferences. It has a catchy electronic sound with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling. It's a great choice for your video."
1528,lXhW9YQhkEU,lXhW9YQhkEU_tGlKac8RVS4,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow;soft,electronic,7,1,6,1,1,0.6935483870967742,"In that case, I recommend 'Morning Sun' by Strange Talk. This track has a perfect blend of electronic, rock, and pop elements, with a touch of indie influence. The lyrics are captivating and the music has a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. It's a great choice for your video."
1566,CXKRC8Bfy0M,CXKRC8Bfy0M_KJvt2xsg34s,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop;tempo,,7,0,7,1,0,0.6545454545454545,"In that case, I recommend 'Fallin' by Mutya Buena ft; 2 Unlimited. This track combines electronic, dance, and pop elements with a touch of house music. It has a fast tempo and a catchy beat that will create an energetic and modern atmosphere for your video."
1566,CXKRC8Bfy0M,CXKRC8Bfy0M_KJvt2xsg34s,cf_lyrical_piano,acoustic;calm;sentimental;slow,dance;electronic,4,2,2,1,1,0.7413793103448276,"Allow me to recommend 'Fallin' by Mutya Buena ft; 212. It's a track from their album 'Fallin'. This song combines elements of pop, dance, and electronic music with a touch of R&B. It features a slow tempo and a soothing acoustic texture, creating a calm and sentimental mood."
1586,ssc67bXV6lU,ssc67bXV6lU_TxqJOm0601k,cf_upbeat_electronic,beat;bright;dance;electronic;energetic;pop,,6,0,6,1,0,0.7796610169491526,"In that case, I recommend 'Pourquoi tu fais du rap' by Darklight and KronikGz. This track combines elements of Hip-Hop, electronic, dance, pop, and rock. It has a fast-paced beat and a bright mood that will give your video a lively and energetic feel."
1586,ssc67bXV6lU,ssc67bXV6lU_TxqJOm0601k,cf_lyrical_piano,acoustic;sentimental;slow,electronic;hip-hop;rap,3,3,0,0,1,0.6333333333333333,"Allow me to recommend 'Pourquoi tu fais du rap' by Darklight and KronikGz. It's a track from their album 'Pourquoi tu fais du rap'. The song combines elements of Hip-Hop, electronic, and rock with a touch of soul and jazz. It has a slow tempo and a soothing acoustic texture that can create a relaxing and sentimental atmosphere for your video."
1596,TIQC76MfPHQ,TIQC76MfPHQ_lzjELi7VPx0,cf_upbeat_electronic,dance;electronic;energetic;pop;rhythm;tempo,,6,0,6,1,0,0.6964285714285714,"In that case, I recommend 'Blah Blah Blah' by Ke$ha. This track is from her album 'Blah Blah Blah' and offers the perfect blend of electronic, dance, and pop genres. It has a fast tempo and a catchy rhythm that will give your video a lively and energetic feel."
1596,TIQC76MfPHQ,TIQC76MfPHQ_lzjELi7VPx0,cf_lyrical_piano,acoustic;sentimental;slow,dance;electronic,3,2,1,1,1,0.711864406779661,"Allow me to recommend 'Blah Blah Blah' by Ke$ha. It's a track from her album 'Blah Blah Blah'. The song combines elements of pop, dance, and electronic music with a touch of rock. It features Ke$ha's distinctive vocals and has a slow tempo and acoustic elements that create a soothing and sentimental atmosphere."
1601,8_VrafS-ldU,8_VrafS-ldU_gze0sjhxZ7Q,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.6470588235294117,"In that case, I recommend 'Ducking' by Fadda Fox. This track combines electronic, dance, pop, and Hip-Hop elements, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that will add a lively atmosphere to your video."
1601,8_VrafS-ldU,8_VrafS-ldU_gze0sjhxZ7Q,cf_lyrical_piano,acoustic;sentimental;slow,dance;electronic;hip-hop,3,3,0,0,1,0.6896551724137931,"Allow me to recommend 'Ducking' by Fadda Fox. It's a track from their album 'Ducking'. This song combines elements of Hip-Hop, electronic, pop, and dance with a touch of rock. It has a slow tempo and a soothing acoustic texture, which can create a relaxing and sentimental atmosphere for your video."
1603,l3IbMrnSJtM,l3IbMrnSJtM_1JLiGvkrL0s,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.6666666666666667,"In that case, I recommend '太陽と月' by Shoko Furukawa & Albert Takagi. This track is a beautiful song with a mix of pop, rock, and electronic elements. It has a fast-paced rhythm and a modern dance vibe that will add an energetic and lively feel to your video."
1603,l3IbMrnSJtM,l3IbMrnSJtM_1JLiGvkrL0s,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow;soft,,7,0,7,1,0,0.7936507936507937,"In that case, I recommend '太陽と月' by Shoko Furukawa & Albert Takagi. This track is a beautiful song with lyrics that express the love between a mother and her child. It has a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood that would be perfect for your video."
1615,M7GS21LLo3o,M7GS21LLo3o_znyeIK_Zsz0,cf_upbeat_electronic,dance;electronic;modern;pop;rhythm,,5,0,5,1,0,0.7419354838709677,"In that case, I recommend 'L'amour est un oiseau rebelle' by Céline Dion. This track is from her album 'L'amour est un oiseau rebelle' and features a mix of pop, rock, and electronic elements. It has a fast-paced rhythm and a modern dance vibe that will add energy to your video."
1615,M7GS21LLo3o,M7GS21LLo3o_znyeIK_Zsz0,cf_lyrical_piano,acoustic;gentle;lyrical;piano;slow;soft,,6,0,6,1,0,0.8266666666666667,"In that case, I recommend the track 'L'amour est un oiseau rebelle' by Céline Dion. This song has a beautiful lyrical piano background and a slow tempo, creating a soft and gentle atmosphere. It falls under the genres of pop, rock, and folk, with a touch of acoustic and indie influences. The lyrics are written by Céline Dion and the music is composed by Jean-Jacques Goldman."
1630,qwVb5h89xbc,qwVb5h89xbc_s-TyeDOkibY,cf_upbeat_electronic,beat;beats;bright;energetic;pop,,5,0,5,1,0,0.7868852459016393,"In that case, I would recommend 'Cheap Whiskey' by Martina McBride. This track is a perfect fit for your video as it combines elements of rock, pop, and country with a touch of indie and alternative. The energetic beats and bright mood will create a lively atmosphere for your video."
1630,qwVb5h89xbc,qwVb5h89xbc_s-TyeDOkibY,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow;soft,,7,0,7,1,0,0.8275862068965517,"In that case, I recommend 'Cheap Whiskey' by Martina McBride. This track is a beautiful song with a slow tempo, soft acoustic texture, and a gentle melody. It has a sentimental mood that can create a calming atmosphere for your video."
1669,cWVri5XGGA8,cWVri5XGGA8_tuP5rCmHIaA,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;rhythm,,6,0,6,1,0,0.5892857142857143,"In that case, I recommend 'CON MI TUMBAO' by MOWLIHAWK featuring BIG MATO. This track combines elements of Hip-Hop, electronic, R&B, dance, and pop genres. It has a fast-paced beat and a catchy rhythm that will give your video a lively and energetic feel."
1669,cWVri5XGGA8,cWVri5XGGA8_tuP5rCmHIaA,cf_lyrical_piano,lyrical;piano;slow,electronic;hip-hop,3,2,1,1,1,0.4642857142857143,"Allow me to recommend 'CON MI TUMBAO' by MOWLIHAWK featuring BIG MATO. It's a track from their album 'CON MI TUMBAO'. The song combines elements of Hip-Hop, R&B, and electronic music with a touch of rock. It has a slow tempo and features lyrical piano, which aligns well with the specific elements you're looking for."
1679,FxP12uqkRmg,FxP12uqkRmg_bO9FLYYvuWw,cf_upbeat_electronic,beat;dance;electronic;modern;pop,,5,0,5,1,0,0.5909090909090908,"In that case, I recommend '30 SEXY' by Rain. This track is from the album '30 SEXY' and offers a perfect blend of electronic, dance, pop, and R&B genres. It has a catchy beat and a modern dance vibe that will add energy to your video."
1679,FxP12uqkRmg,FxP12uqkRmg_bO9FLYYvuWw,cf_lyrical_piano,acoustic;gentle;lyrical;piano;sentimental;slow;soft,beat;beats;electronic;hip-hop,7,4,3,1,1,0.7254901960784313,"Allow me to recommend 'Sexy' by Rain. It's a track from his album 'Sexy'. It combines elements of pop, R&B, and hip-hop with electronic beats and a slow tempo. The song has a lyrical piano background and a soft acoustic texture, creating a gentle and sentimental mood."
