sample_idx,video_id,gt_music_id,preference_variant,positive_hits,negative_hits,n_positive_hits,n_negative_hits,alignment_score,is_aligned,has_conflict,ESS_from_original,generated_text
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,electronic,6,1,5,1,1,0.8125,"I suggest you consider the track 'Love Is In The Air' by John Paul Young. It's a pop and electronic song with a slow tempo and a soothing acoustic sound. The track has a gentle melody and a calm sentimental mood, which could be a fitting choice for your video."
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,cf_upbeat_electronic,beat;bright;electronic;energetic;modern;pop;rhythm;upbeat,,8,0,8,1,0,0.6557377049180328,"In that case, I would recommend 'ESTAMOS PERDIDOS' by Mon Feijóo (Mon Musicóo). This track is a perfect fit for your video as it combines elements of pop, rock, and electronic music. It has a catchy and upbeat electronic sound with a bright mood and clear rhythm. It will give your video a modern and energetic feel."
884,dD8gAWEPwAI,dD8gAWEPwAI_zYVQCWt0u0U,cf_lyrical_piano,slow,,1,0,1,1,0,0.4509803921568627,"Allow me to recommend 'ESTAMOS PERDIDOS' by Mon Feijóo (Mon Musicóo). It's a track from their album 'ESTAMOS PERDIDOS'. The song combines elements of pop, rock, and indie with a touch of folk. It features female vocals and has a slow tempo, which creates a soothing and introspective atmosphere."
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,cf_upbeat_electronic,beat;bright;dance;electronic;pop,,5,0,5,1,0,0.6226415094339622,"In that case, I recommend 'Pockets Full Of Cash' by Mike Black. This track combines elements of Hip-Hop, electronic, dance, pop, and rock genres. It has a fast-paced beat and a bright mood that will add energy to your video."
889,4iY51ffFXYo,4iY51ffFXYo_ccYZoJO7iGc,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.5357142857142857,"Allow me to recommend 'Pockets Full Of Cash' by Mike Black. It's a track from his album 'Pockets Full Of Cash'. The song combines elements of Hip-Hop, electronic, and rock with a touch of pop. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
910,5lKPjuBuYDc,5lKPjuBuYDc_KjSks1ZBt_U,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm;tempo,,7,0,7,1,0,0.5593220338983051,"In that case, I would recommend 'I Gotta Feeling' by The Black Eyed Peas. This track is a perfect fit for your video as it falls under the electronic, dance, pop, and rock genres. It has a fast tempo and a catchy rhythm that will create an energetic and modern atmosphere."
910,5lKPjuBuYDc,5lKPjuBuYDc_KjSks1ZBt_U,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic,4,1,3,1,1,0.59375,"Allow me to recommend 'I Gotta Feeling' by The Black Eyed Peas. It's a track from their album 'I Gotta Feeling'. This song combines elements of pop, electronic, and rock genres with a touch of indie influence. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental atmosphere for your video."
916,kqK-Ovwua30,kqK-Ovwua30_OdsKCY4_gc0,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.6037735849056604,"In that case, I recommend 'Tree of Life' by Rix. This track combines electronic, rock, and pop elements, creating a vibrant and energetic atmosphere. It has a clear rhythm and modern dance vibes that will add a lively touch to your video."
916,kqK-Ovwua30,kqK-Ovwua30_OdsKCY4_gc0,cf_lyrical_piano,lyrical;piano;sentimental;slow,electronic,4,1,3,1,1,0.6101694915254237,"Allow me to recommend 'Tree of Life' by Rix. It's a track from their album 'Tree of Life'. This song combines elements of rock, pop, and indie with a touch of electronic and jazz influences. It has a slow tempo and features lyrical piano, which can create a soothing and sentimental atmosphere for your video."
1036,YhFYuZyr5Yo,YhFYuZyr5Yo_vBqoI_4em_o,cf_upbeat_electronic,electronic;energetic,,2,0,2,1,0,0.625,"In that case, I would recommend 'Up At The Lake' by The Charlatans. This track is from their album 'Up At The Lake' and it perfectly fits your preferences. It has a rock and indie sound with electronic elements, creating a vibrant and energetic atmosphere. The song was released in 2008 and is part of the album 'Up At The Lake'."
1036,YhFYuZyr5Yo,YhFYuZyr5Yo_vBqoI_4em_o,cf_lyrical_piano,acoustic;calm;gentle;melody;piano;sentimental;slow,,7,0,7,1,0,0.6071428571428572,"Allow me to recommend 'Up At The Lake' by The Charlatans. It's a track from their album 'Up At The Lake'. The song combines elements of rock, indie, and alternative with a focus on piano and acoustic instruments. It has a slow tempo and a gentle melody that creates a calm and sentimental atmosphere."
1060,D8B7F9T1eZM,D8B7F9T1eZM_z08BQP7eZX4,cf_upbeat_electronic,beat;bright;dance;electronic;pop,,5,0,5,1,0,0.6470588235294117,"In that case, I recommend 'Pssst' by Die Lollipops. This track is from their album 'Pssst' and offers a perfect blend of electronic, dance, and pop genres. It has a catchy beat and a bright mood that will add energy to your video."
1060,D8B7F9T1eZM,D8B7F9T1eZM_z08BQP7eZX4,cf_lyrical_piano,sentimental;slow,dance;electronic,2,2,0,0,1,0.5,"Allow me to recommend 'Pssst' by Die Lollipops. It's a track from their album 'Pssst'. The song combines elements of pop, dance, and electronic music with a touch of rock. It features female vocals and has a slow tempo, which creates a soothing and sentimental atmosphere."
1083,IzsgBQQmV5w,IzsgBQQmV5w_-bpv_MI1RFY,cf_upbeat_electronic,bright;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.7017543859649122,"In that case, I would recommend 'Dans Ma Téte' by Jhr. This track combines elements of Hip-Hop, electronic, pop, and rock genres, creating a unique and energetic sound. It has a bright mood and clear rhythm, which will add a lively and modern feel to your video."
1083,IzsgBQQmV5w,IzsgBQQmV5w_-bpv_MI1RFY,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,electronic;hip-hop,9,2,7,1,1,0.7313432835820896,"I understand your preference for lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. In that case, I recommend 'Dans Ma Téte' by Jhr. This track combines elements of Hip-Hop, electronic, pop, and rock genres, with a touch of indie and alternative influences. It has a relaxing and introspective vibe that could complement your video."
1105,K0kCJKdYWik,K0kCJKdYWik_tAZtZfm0MnY,cf_upbeat_electronic,beat;bright;dance;electronic;pop,,5,0,5,1,0,0.6122448979591837,"In that case, I would recommend 'Njoo' by Wakamba Wawili. This track combines elements of Hip-Hop, electronic, R&B, pop, and dance genres. It has a fast-paced beat and a bright mood that will add energy to your video."
1105,K0kCJKdYWik,K0kCJKdYWik_tAZtZfm0MnY,cf_lyrical_piano,acoustic;calm;emotional;gentle;lyrical;melody;piano;sentimental;slow;soft,hip-hop,10,1,9,1,1,0.6875,"I understand your preference for lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. In that case, I recommend 'Njoo' by Wakamba Wawili. This track combines elements of Hip-Hop, R&B, soul, and pop, with a focus on the lyrics and the piano. It has a soothing and emotional vibe that can enhance the mood of your video."
1119,rZb8WsdW5eM,rZb8WsdW5eM_8l5B3peJABY,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm,,9,0,9,1,0,0.6984126984126984,"In that case, I recommend 'Stay' by Rachel Brown & ELEW. This track combines elements of pop, rock, and indie with electronic influences. It has a bright and energetic sound with a clear rhythm and energetic beats. It's perfect for creating a modern dance or pop feel in your video."
1119,rZb8WsdW5eM,rZb8WsdW5eM_8l5B3peJABY,cf_lyrical_piano,emotional;lyrical;piano;slow,,4,0,4,1,0,0.6333333333333333,"In that case, I recommend 'Stay' by Rachel Brown & ELEW. This track combines elements of pop, rock, indie, and folk with a touch of jazz. It features beautiful lyrics and a slow tempo, creating a soothing and emotional atmosphere. The lyrical piano adds a touch of elegance to the music."
1136,zI51uay2YXg,zI51uay2YXg_GAPYhU8aI8A,cf_upbeat_electronic,bright;dance;electronic;energetic;modern;pop,,6,0,6,1,0,0.5714285714285714,"In that case, I recommend 'Ceria' by Lil O. This track has a catchy electronic sound with elements of Hip-Hop, pop, and dance. It has a bright and energetic vibe that will add a modern and lively feel to your video."
1136,zI51uay2YXg,zI51uay2YXg_GAPYhU8aI8A,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.6071428571428572,"Allow me to recommend 'Ceria' by Lil O. It's a track from his album 'Ceria'. The song combines elements of Hip-Hop, pop, and electronic music with a touch of R&B. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
1207,ItV4NVU0u6I,ItV4NVU0u6I_Ldq1rh8OYuc,cf_upbeat_electronic,electronic;energetic;modern;pop,,4,0,4,1,0,0.6666666666666667,"In that case, I would recommend 'Nuestra Vida' by Nada Que Objetar. This track falls under the rock, indie, alternative, and pop genres, and it has a fast-paced and energetic sound with electronic elements. It will give your video a lively and modern feel."
1207,ItV4NVU0u6I,ItV4NVU0u6I_Ldq1rh8OYuc,cf_lyrical_piano,acoustic;slow,,2,0,2,1,0,0.3877551020408163,"Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song combines elements of rock, indie, and alternative with a focus on guitar and vocals. It has a slow tempo and a soothing acoustic sound that could be a fitting choice for your video."
1210,ah7goU7kudo,ah7goU7kudo_al2m-IPmf5o,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop;rhythm,,7,0,7,1,0,0.6612903225806452,"In that case, I recommend 'Whatever msp' by Cro. This track is a perfect fit for your video as it falls under the genres of Hip-Hop, electronic, dance, pop, and rock. It has a fast-paced beat and a catchy rhythm that will add an energetic and modern vibe to your video."
1210,ah7goU7kudo,ah7goU7kudo_al2m-IPmf5o,cf_lyrical_piano,acoustic;emotional;slow,electronic,3,1,2,1,1,0.4629629629629629,"Allow me to recommend 'Love Story' by Cro. It's a track from their album 'Love Story'. The song combines elements of rock, pop, and electronic music with a slow tempo and acoustic guitar. It has a soothing and emotional vibe that could be a fitting choice for your video."
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.7169811320754718,"In that case, I recommend 'Eras Tu' by Santaye. This track combines elements of pop, dance, and electronic music, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that will add a lively atmosphere to your video."
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,cf_lyrical_piano,piano;slow,electronic,2,1,1,1,1,0.5849056603773585,"Allow me to recommend 'Eras Tu' by Santaye. It's a track from her album 'Eras Tu'. The song combines elements of pop, electronic, and rock with a touch of jazz. It features a female vocalist and has a slow tempo with a focus on lyrics and piano. The music video was directed by Carlos A. Lopez and the song was produced by Carlos A. Lopez and Santaye."
1240,Tqo1UOK1I44,Tqo1UOK1I44_skTcQLUZKEA,cf_upbeat_electronic,bright;dance;electronic;energetic;modern;pop;rhythm,,7,0,7,1,0,0.7321428571428572,"In that case, I recommend 'Somos' by Los Pinguinos. This track combines rock, electronic, and indie elements, creating a unique and energetic sound. It has a bright mood and clear rhythm, perfect for a video with a modern dance or pop feel."
1240,Tqo1UOK1I44,Tqo1UOK1I44_skTcQLUZKEA,cf_lyrical_piano,acoustic;calm;gentle;melody;piano;sentimental;slow;soft,electronic,8,1,7,1,1,0.7462686567164178,"I understand your preference for a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. In that case, I recommend 'Love Is Alive' by Gary Wright. This track is a perfect fit for your requirements, as it combines elements of rock, indie, alternative, and electronic genres. It has a beautiful piano melody and a soothing atmosphere that will complement your video."
1269,KGmsoYvx7ng,KGmsoYvx7ng_s6CDWoTZi68,cf_upbeat_electronic,dance;electronic;energetic;modern;pop,,5,0,5,1,0,0.5964912280701755,"In that case, I recommend 'Under World' by A＆D. This track is from their album 'Under World' and combines elements of rock, electronic, and dance genres. It has a fast-paced and energetic sound with a modern and pop influence. The music video for this track was directed by 柳澤勇人 and features the talented actress 柳澤勇人."
1269,KGmsoYvx7ng,KGmsoYvx7ng_s6CDWoTZi68,cf_lyrical_piano,acoustic;slow,electronic,2,1,1,1,1,0.42307692307692313,"Allow me to recommend 'Under World' by A＆D. It's a track from their album 'Under World'. This song combines elements of rock, metal, and alternative with a touch of electronic and indie influences. It has a slow tempo and a soothing acoustic sound that could be a fitting choice for your video."
1311,CSvBwXlOQPY,CSvBwXlOQPY_iZOXwI35PZY,cf_upbeat_electronic,bright;electronic;energetic;pop;tempo,,5,0,5,1,0,0.6981132075471699,"In that case, I would recommend 'El Chamakito' by La Eminencia. This track combines elements of Hip-Hop, electronic, pop, and rock genres, creating a unique and energetic sound. It has a fast tempo and a bright mood that will add excitement to your video."
1311,CSvBwXlOQPY,CSvBwXlOQPY_iZOXwI35PZY,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.7307692307692308,I recommend 'EL CHAMAKITO' by LA EMINENCIA. It's a track with lyrical piano background music and a slow tempo. The song has a soft acoustic texture and a gentle melody that creates a calm and sentimental mood. It's a perfect choice for your video.
1322,pgoDe__Fm-Y,pgoDe__Fm-Y_vf4LLox2GTE,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm;upbeat,,10,0,10,1,0,0.7377049180327868,"In that case, I recommend 'High Hopes' by Kodaline. This track is from their album 'High Hopes' and it perfectly captures the upbeat electronic background music you're looking for. It has a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling."
1322,pgoDe__Fm-Y,pgoDe__Fm-Y_vf4LLox2GTE,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.7142857142857143,"In that case, I recommend 'High Hopes' by Kodaline. This track has a beautiful lyrical piano background with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. It's a perfect choice for your video."
1333,sZNtPlWq5gI,sZNtPlWq5gI_tl_4Jx7umvs,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop,melody,6,1,5,1,1,0.6875,"In that case, I would recommend 'I'm a Celebrity' by The Wombats. This track is a perfect fit for your video as it combines elements of Hip-Hop, electronic, rock, pop, and dance. It has a fast-paced beat and a catchy melody that will add an energetic and modern vibe to your video."
1333,sZNtPlWq5gI,sZNtPlWq5gI_tl_4Jx7umvs,cf_lyrical_piano,lyrical;piano,,2,0,2,1,0,0.9375,"In that case, I recommend 'Lyrical Piano Background Music - 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
1395,ufnqxvG8TZ4,ufnqxvG8TZ4_t4zXT4mcPUI,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.5434782608695652,"In that case, I would recommend 'Zwoardduel' by Samoerai. This track combines elements of Hip-Hop, electronic, rock, dance, and pop, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that would be perfect for your video."
1395,ufnqxvG8TZ4,ufnqxvG8TZ4_t4zXT4mcPUI,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.7142857142857143,"I suggest checking out 'Zwoardduel' by Samoerai. It's a track from their album 'Zwoardduel'. The song combines elements of Hip-Hop, electronic, rock, and indie with a touch of pop. It has a slow tempo and a soothing acoustic sound that could create a calm and sentimental atmosphere for your video."
1401,9-lebVWosiE,9-lebVWosiE_Y3XSMfhR43g,cf_upbeat_electronic,energetic;pop,,2,0,2,1,0,0.6938775510204082,"In that case, I would recommend '髪' by ソレカラ. This track has a rock and indie sound with alternative and pop influences. It features a male vocalist and has a fast-paced and energetic vibe that would be perfect for your video."
1401,9-lebVWosiE,9-lebVWosiE_Y3XSMfhR43g,cf_lyrical_piano,acoustic;gentle;lyrical;piano;sentimental;slow;soft,,7,0,7,1,0,0.5818181818181818,"Allow me to recommend '髪' by ソレカラ. It's a track from their album '髪'. The song combines elements of rock, indie, and alternative with a focus on lyrical piano. It has a slow tempo and a soft acoustic texture, creating a gentle and sentimental mood that could be a perfect fit for your video."
1434,Gzse71YV_-Q,Gzse71YV_-Q_dGe3HxoH1nM,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.7,"In that case, I recommend 'Linnin' It' by MISS KO 葛仲珊. This track combines elements of Hip-Hop, electronic, rock, and pop, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that aligns with your preferences."
1434,Gzse71YV_-Q,Gzse71YV_-Q_dGe3HxoH1nM,cf_lyrical_piano,emotional;lyrical;piano;sentimental;slow,hip-hop,5,1,4,1,1,0.75,"Allow me to recommend 'Linnin' It' by MISS KO 葛仲珊. It's a track from her album 'Linnin' It'. The song combines elements of Hip-Hop, soul, and rock with a touch of jazz. It has a slow tempo and features lyrical piano, which aligns well with the emotional and sentimental mood you're looking for."
1455,XXgtN7TA1V8,XXgtN7TA1V8_LqTg77a6R9I,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;tempo;upbeat,,7,0,7,1,0,0.64,"In that case, I recommend 'Дежавю' by Just name. This track combines elements of Hip-Hop, electronic, R&B, pop, and dance genres. It has a fast tempo and a catchy beat that will create an upbeat and energetic atmosphere for your video."
1455,XXgtN7TA1V8,XXgtN7TA1V8_LqTg77a6R9I,cf_lyrical_piano,emotional;piano;slow,hip-hop,3,1,2,1,1,0.6727272727272727,"Allow me to recommend 'Дежавю' by Just name. It's a track from their album 'Дежавю'. The song combines elements of Hip-Hop, R&B, and pop with a slow tempo and a piano-driven sound. It has a soothing and emotional vibe that could be a perfect fit for your video."
1463,reOgdkVqjsg,reOgdkVqjsg_sSInpse53Tk,cf_upbeat_electronic,beat;bright;dance;electronic;energetic;pop;rhythm;upbeat,,8,0,8,1,0,0.711864406779661,"In that case, I recommend 'Sin Dudar' by Mike Montes. This track combines elements of rock, pop, and electronic music, creating an upbeat and energetic sound. It has a bright mood and clear rhythm, perfect for a dance or pop video."
1463,reOgdkVqjsg,reOgdkVqjsg_sSInpse53Tk,cf_lyrical_piano,acoustic;emotional;slow,,3,0,3,1,0,0.36,"Allow me to recommend 'Sin Dudar' by Mike Montes. It's a track from his album 'Sin Dudar'. The song combines elements of rock, pop, and indie with a slow tempo and acoustic guitar. It has a soothing and emotional vibe that could be a fitting choice for your video."
1489,8Ej4PzaoqpU,8Ej4PzaoqpU_A84hNilKxFM,cf_upbeat_electronic,beat;bright;dance;electronic;energetic;pop,,6,0,6,1,0,0.5283018867924528,"In that case, I recommend 'True Story' by Young Legend featuring Kyle Bent. This track combines elements of Hip-Hop, electronic, dance, pop, and rock genres. It has a fast-paced beat and a bright mood that will give your video a lively and energetic feel."
1489,8Ej4PzaoqpU,8Ej4PzaoqpU_A84hNilKxFM,cf_lyrical_piano,emotional;lyrical;piano;slow,electronic;hip-hop,4,2,2,1,1,0.6271186440677966,"Allow me to recommend 'True Story' by Young Legend featuring Kyle Bent. It's a track from the album 'True Story' and combines elements of Hip-Hop, R&B, and electronic music. The song has a slow tempo and features lyrical piano, which can create a relaxing and emotional atmosphere for your video."
1509,rVO2byp-tWg,rVO2byp-tWg_m0YLOxKlURQ,cf_upbeat_electronic,bright;dance;electronic;pop;rhythm,,5,0,5,1,0,0.6,"In that case, I recommend 'Carry You Home' by Zara Larsson. This track is from her album 'Carry You Home' and offers the perfect blend of pop, dance, and electronic genres. It has a catchy rhythm and a bright mood that will add energy to your video."
1509,rVO2byp-tWg,rVO2byp-tWg_m0YLOxKlURQ,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow;soft,dance;electronic,7,2,5,1,1,0.6779661016949152,"Allow me to recommend 'Carry You Home' by Zara Larsson. It's a track from her album 'Carry You Home'. The song combines elements of pop, dance, and electronic music with a slow tempo and a soft acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
1528,lXhW9YQhkEU,lXhW9YQhkEU_tGlKac8RVS4,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm,,9,0,9,1,0,0.7619047619047619,"In that case, I recommend 'Morning Sun' by Strange Talk. This track is from their album 'Morning Sun' and it perfectly fits your preferences. It has a catchy electronic sound with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling. It's a great choice for your video."
1528,lXhW9YQhkEU,lXhW9YQhkEU_tGlKac8RVS4,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow;soft,electronic,7,1,6,1,1,0.6935483870967742,"In that case, I recommend 'Morning Sun' by Strange Talk. This track has a perfect blend of electronic, rock, and pop elements, with a touch of indie influence. The lyrics are captivating and the music has a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. It's a great choice for your video."
1566,CXKRC8Bfy0M,CXKRC8Bfy0M_KJvt2xsg34s,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop;tempo,,7,0,7,1,0,0.6545454545454545,"In that case, I recommend 'Fallin' by Mutya Buena ft; 2 Unlimited. This track combines electronic, dance, and pop elements with a touch of house music. It has a fast tempo and a catchy beat that will create an energetic and modern atmosphere for your video."
1566,CXKRC8Bfy0M,CXKRC8Bfy0M_KJvt2xsg34s,cf_lyrical_piano,acoustic;calm;sentimental;slow,dance;electronic,4,2,2,1,1,0.7413793103448276,"Allow me to recommend 'Fallin' by Mutya Buena ft; 212. It's a track from their album 'Fallin'. This song combines elements of pop, dance, and electronic music with a touch of R&B. It features a slow tempo and a soothing acoustic texture, creating a calm and sentimental mood."
1586,ssc67bXV6lU,ssc67bXV6lU_TxqJOm0601k,cf_upbeat_electronic,beat;bright;dance;electronic;energetic,,5,0,5,1,0,0.7166666666666667,"In that case, I recommend 'The Way' by Lil Wayne. This track combines elements of Hip-Hop, electronic, rock, and dance genres. It has a fast-paced beat and a bright mood that will give your video a lively and energetic feel."
1586,ssc67bXV6lU,ssc67bXV6lU_TxqJOm0601k,cf_lyrical_piano,acoustic;calm;emotional;gentle;lyrical;melody;piano;sentimental;slow;soft,electronic;hip-hop,10,2,8,1,1,0.72,"I understand your preference for lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. In that case, I recommend 'The Way' by Lil Wayne. This track is from the album 'The Way' and features lyrics by Lil Wayne. It has a hip-hop and soul sound with electronic and rock influences. The song was released in 2008 and has a soothing and emotional vibe that aligns with your preferences."
1596,TIQC76MfPHQ,TIQC76MfPHQ_lzjELi7VPx0,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;pop,,7,0,7,1,0,0.6774193548387097,"In that case, I recommend 'Womanizer' by Britney Spears. This track is from her album 'Womanizer' and it perfectly fits your preferences. It has a catchy electronic sound with a pop and dance vibe. The energetic beats and bright mood will add a lively atmosphere to your video."
1596,TIQC76MfPHQ,TIQC76MfPHQ_lzjELi7VPx0,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,dance;electronic,6,2,4,1,1,0.7183098591549295,"Allow me to recommend 'I'm Not A Girl, Not Yet A Woman' by Britney Spears. It's a track from her album 'I'm Not A Girl, Not Yet A Woman'. The song combines elements of pop, dance, and electronic music with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
1601,8_VrafS-ldU,8_VrafS-ldU_gze0sjhxZ7Q,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;tempo,,6,0,6,1,0,0.5294117647058824,"In that case, I recommend 'Le temps d4une danse' by Lasconi featuring Mamarie. This track combines elements of Hip-Hop, electronic, dance, pop, and electro genres. It has a fast tempo and a catchy beat that will give your video a lively and energetic feel."
1601,8_VrafS-ldU,8_VrafS-ldU_gze0sjhxZ7Q,cf_lyrical_piano,acoustic;sentimental;slow,dance;electronic;hip-hop,3,3,0,0,1,0.5932203389830508,"Allow me to recommend 'Le temps d4une danse' by Lasconi featuring Mamarie. It's a track from their album 'Le temps d4une danse'. The song combines elements of Hip-Hop, electronic, pop, and dance with a touch of R&B. It has a slow tempo and a soothing acoustic texture, which can create a relaxing and sentimental atmosphere for your video."
1603,l3IbMrnSJtM,l3IbMrnSJtM_1JLiGvkrL0s,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.6666666666666667,"In that case, I recommend '太陽と月' by Shoko Furukawa & Albert Takagi. This track is a beautiful song with a mix of pop, rock, and electronic elements. It has a fast-paced rhythm and a modern dance vibe that will add an energetic and lively feel to your video."
1603,l3IbMrnSJtM,l3IbMrnSJtM_1JLiGvkrL0s,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow;soft,,7,0,7,1,0,0.7936507936507937,"In that case, I recommend '太陽と月' by Shoko Furukawa & Albert Takagi. This track is a beautiful song with lyrics that express the love between a mother and her child. It has a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood that would be perfect for your video."
1615,M7GS21LLo3o,M7GS21LLo3o_znyeIK_Zsz0,cf_upbeat_electronic,dance;electronic;modern;pop;rhythm,,5,0,5,1,0,0.7419354838709677,"In that case, I recommend 'L'amour est un oiseau rebelle' by Céline Dion. This track is from her album 'L'amour est un oiseau rebelle' and features a mix of pop, rock, and electronic elements. It has a fast-paced rhythm and a modern dance vibe that will add energy to your video."
1615,M7GS21LLo3o,M7GS21LLo3o_znyeIK_Zsz0,cf_lyrical_piano,acoustic;gentle;lyrical;piano;slow;soft,,6,0,6,1,0,0.8266666666666667,"In that case, I recommend the track 'L'amour est un oiseau rebelle' by Céline Dion. This song has a beautiful lyrical piano background and a slow tempo, creating a soft and gentle atmosphere. It falls under the genres of pop, rock, and folk, with a touch of acoustic and indie influences. The lyrics are written by Céline Dion and the music is composed by Jean-Jacques Goldman."
1630,qwVb5h89xbc,qwVb5h89xbc_s-TyeDOkibY,cf_upbeat_electronic,electronic;energetic;pop,,3,0,3,1,0,0.7592592592592593,"In that case, I recommend '我們的約定' by Suming. This track has a pop and rock sound with electronic and indie influences. It features a male vocalist and a guitar, creating a catchy and energetic vibe that aligns with your preferences."
1630,qwVb5h89xbc,qwVb5h89xbc_s-TyeDOkibY,cf_lyrical_piano,acoustic;gentle;lyrical;piano;sentimental;slow;soft,,7,0,7,1,0,0.7540983606557377,"In that case, I recommend '我們的約定' by Suming. This track has a lyrical piano background and falls under the genres of rock, pop, indie, and alternative. It has a slow tempo and a soft acoustic texture, creating a gentle and sentimental mood. It's a perfect fit for your video."
1669,cWVri5XGGA8,cWVri5XGGA8_tuP5rCmHIaA,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm;upbeat,,10,0,10,1,0,0.6333333333333333,"In that case, I recommend 'She Got It' by Tonic Alize featuring Hardblock. This track combines elements of Hip-Hop, electronic, and dance genres, creating an upbeat and energetic sound. It has a bright mood, clear rhythm, and energetic beats that will give your video a modern and pop feel."
1669,cWVri5XGGA8,cWVri5XGGA8_tuP5rCmHIaA,cf_lyrical_piano,acoustic;slow,electronic;hip-hop,2,2,0,0,1,0.3529411764705882,"Allow me to recommend 'She Got It' by Tonic Alize featuring Hardblock. It's a track from their album 'She Got It'. The song combines elements of Hip-Hop, electronic, and R&B with a touch of rock. It has a slow tempo and a soothing acoustic vibe that could be a perfect fit for your video."
1679,FxP12uqkRmg,FxP12uqkRmg_bO9FLYYvuWw,cf_upbeat_electronic,beat;beats;dance;electronic;energetic;modern;pop;tempo;upbeat,,9,0,9,1,0,0.5,"In that case, I recommend 'Sexy and I Know It' by LMFAO. This track is a popular electronic dance song with a catchy beat and a modern pop sound. It has a fast tempo and energetic beats that will add a lively and upbeat atmosphere to your video."
1679,FxP12uqkRmg,FxP12uqkRmg_bO9FLYYvuWw,cf_lyrical_piano,piano;sentimental;slow,dance;electronic,3,2,1,1,1,0.8035714285714286,"Allow me to recommend 'Senorita' by Enrique Iglesias. It's a track from his album 'Senorita'. The song combines elements of pop, dance, and electronic music with a touch of rock. It has a slow tempo and features a piano in the background, creating a soothing and sentimental atmosphere."
