k,cluster,sample_idx,video_id,youtube_url,title,artist,duration_sec,view_count,cluster_name,note
4,1,2049,hEWnzBSwJyE,https://www.youtube.com/watch?v=hEWnzBSwJyE,Autoheart - Agoraphobia (Official Music Video),Autoheart,263,372118,,
4,1,765,htHom52rcho,https://www.youtube.com/watch?v=htHom52rcho,Bulletproof Heart - My Chemical Romance Music Video,TheVasinaShow,306,23396,,
4,1,683,2rP4fsM04gU,https://www.youtube.com/watch?v=2rP4fsM04gU,Clipe Oficial Musica (Vou Lembrar)  Sertanejo 2017,Bismark Gomes Oficial,197,5189,,
4,1,1447,xHhNcFn-z8w,https://www.youtube.com/watch?v=xHhNcFn-z8w,What Makes You Beautiful~ One Direction(: Animation,purpleunicorn67,207,35142,,
4,1,2812,Y6OtapM7-jk,https://www.youtube.com/watch?v=Y6OtapM7-jk,Ricky Martin - I Won't Desert You (Music Video),El Rey Del Pop Latino Ricky Martin,232,8385,,
4,1,3128,yYaCWRlQG3o,https://www.youtube.com/watch?v=yYaCWRlQG3o,"The Verns - Hold On, We're Going Home ( Drake Cover )",Vern Life (TheVerns),387,2051,,
4,1,1591,D6JYxjPDBjg,https://www.youtube.com/watch?v=D6JYxjPDBjg,"GATV #013 - GROOVY BOAT 6 ""Indian Edition"" | OFFICIAL AFTERMOVIE",Groove Amigos,244,3630,,
4,1,1137,ccHCU-Wq80s,https://www.youtube.com/watch?v=ccHCU-Wq80s,Balearica Unplugged - Live from Savannah's Ibiza (Feat. Lovely Laura & Tyrrell),Hedkandi,190,34361,,
4,1,4180,KDOK211mTgA,https://www.youtube.com/watch?v=KDOK211mTgA,Ministério Soma - Vem adorar (Clipe oficial Wolski Filmes em HD),Wolski Filmes,252,6527,,
4,1,1749,__oSdfgDF_c,https://www.youtube.com/watch?v=__oSdfgDF_c,Redlight - Cure Me ft. LOLO,Redlight,232,839264,,
4,1,3136,WWhH7Gx1rHc,https://www.youtube.com/watch?v=WWhH7Gx1rHc,Left 4 Dead (Music Video) - Not Listening,7Zaki,190,1680,,
4,1,3249,7RFypCxVZlg,https://www.youtube.com/watch?v=7RFypCxVZlg,Pink - Raise Your Glass (Music Video Parody),zach katz,130,300674,,
4,1,4006,KePihlYM5hk,https://www.youtube.com/watch?v=KePihlYM5hk,Giusy + Fabio,Giuseppe Arnone,368,1491,,
4,1,2868,BFDJUaUmhHQ,https://www.youtube.com/watch?v=BFDJUaUmhHQ,"Shaun & Javvy ""Same Day Edit""",SavvyAng,200,1893,,
4,1,3506,raE8dGyRTXQ,https://www.youtube.com/watch?v=raE8dGyRTXQ,Rafaele e Alexandre - ensaio pré casamento,Maycon Falkony,287,20458,,
4,1,514,yXPDBMMtXN8,https://www.youtube.com/watch?v=yXPDBMMtXN8,Carriers Of His Glory,Mark Houser,283,6103,,
4,1,2583,VcLywBMHZxQ,https://www.youtube.com/watch?v=VcLywBMHZxQ,Fly Project - Toca Toca (Official Lyric Video),RotonMusicTV,168,6820167,,
4,1,1910,Qo6ofWy0nPk,https://www.youtube.com/watch?v=Qo6ofWy0nPk,Icarai e Rafael - Um casamento incrível - Criativy Films,Criativy Estúdio,242,2595,,
4,1,2579,qqg1SxQCjo8,https://www.youtube.com/watch?v=qqg1SxQCjo8,Le Bal des Trépassés  - Clip - Hamster,lebaldestrepasses,239,5613,,
4,1,3338,6k-5I47ytJw,https://www.youtube.com/watch?v=6k-5I47ytJw,Mariana Sura - Fluturi de zapada (Official video),Mariana Sura,207,173293,,
4,1,3921,JwTb9Vd5Y2k,https://www.youtube.com/watch?v=JwTb9Vd5Y2k,IDOLM@STER - Broken Glass System,Daryl Bunao,122,8142,,
4,1,2397,YacWmYNJmPo,https://www.youtube.com/watch?v=YacWmYNJmPo,"Руслана та О. Ксенофонтов ""Ти ще відкриєш очі"" (присвята пам'яті Кузьми) (кліп-хроніка)",Ruslana,222,271766,,
4,1,1581,V3_kHfx9NY0,https://www.youtube.com/watch?v=V3_kHfx9NY0,"MATT & NOMA Wedding (Music) Video ""THE BEST THING"" by ANONYMOUZ, sung by THE HYPNOTICS",anonymouz 37Hz,258,4418,,
4,1,4003,0zeCG8_zPpQ,https://www.youtube.com/watch?v=0zeCG8_zPpQ,"""Footrest"" by LIF TKT",lionel starr,196,190695,,
4,1,482,Xc_3mOLzHvI,https://www.youtube.com/watch?v=Xc_3mOLzHvI,LPS:MV-Work by Iggy Azalea,LPS Awesomepants,228,3626,,
4,1,1129,1wmfaMNar1c,https://www.youtube.com/watch?v=1wmfaMNar1c,LPS: Like Teen Royalty - Episode 1 (Pilot - S1) (HD),Cecelpstv,350,209235,,
4,1,882,byvvFnzUez0,https://www.youtube.com/watch?v=byvvFnzUez0,Cary Brothers - Ride [OFFICIAL MUSIC VIDEO] by Tyler Shields,tylershields,212,730631,,
4,1,4177,PuAY0YCf6rs,https://www.youtube.com/watch?v=PuAY0YCf6rs,"Adriana Lima | Behind the Scenes of “Vogue Brazil”! - October, 2014",HollywoodBuzz,141,6804,,
4,1,722,rle6N6iERK8,https://www.youtube.com/watch?v=rle6N6iERK8,ILOVETOUR Festival Italia Week 2 2012,theilovetourteam,198,2562,,
4,1,1849,aBRJq4F0ma8,https://www.youtube.com/watch?v=aBRJq4F0ma8,Keen'v prince charmant clip officiel,Azote 64,300,8959,,
4,1,3568,eTGPdXRd14w,https://www.youtube.com/watch?v=eTGPdXRd14w,SAME DAY EDIT || GIOVANA & GIULIANA 15 ANOS,STUDIO A  FOTOS E FILME ,240,305498,,
4,1,3721,cXi-KWLvIq0,https://www.youtube.com/watch?v=cXi-KWLvIq0,LCDB - Un poco más (Vídeo Oficial),LCDBmusic,236,7886,,
4,1,2554,Z1NGJjxc9f8,https://www.youtube.com/watch?v=Z1NGJjxc9f8,I'd Lie,TheBrooklyngurl13,226,13649,,
4,1,685,SSmTgwp15FQ,https://www.youtube.com/watch?v=SSmTgwp15FQ,Joel Crouse - Why God Made Love Songs (Lyric Video),Joel Crouse,216,189346,,
4,1,3822,OKoYCGltFSs,https://www.youtube.com/watch?v=OKoYCGltFSs,Lamb - Butterfly Effect,LAMB,222,605089,,
4,1,3663,-YooUdGWY0o,https://www.youtube.com/watch?v=-YooUdGWY0o,The Lazy Song (remix) - Boots Collabo ft. Dana,JonathanHoffer,189,1395,,
4,1,1710,gDzPb9aYrxg,https://www.youtube.com/watch?v=gDzPb9aYrxg,lps fashion music video,charlotte kim,252,114540,,
4,1,2138,MMVNyA3TdSo,https://www.youtube.com/watch?v=MMVNyA3TdSo,Vado - Song Cry (Official Video),TheSupremeMagazine©,286,428323,,
4,1,1455,XXgtN7TA1V8,https://www.youtube.com/watch?v=XXgtN7TA1V8,Just name - Дежавю,MrJustname,191,16146,,
4,2,2081,Z5KkB1eEUxY,https://www.youtube.com/watch?v=Z5KkB1eEUxY,The Color Turning New Album Trailer,tctvideos,125,2485,,
4,2,329,IWLja3DfWIs,https://www.youtube.com/watch?v=IWLja3DfWIs,ARZUA 25 - Que hablen las calles- Videoclip,Raúl Veintimilla,192,19253,,
4,2,1962,kEfo8WvxuJE,https://www.youtube.com/watch?v=kEfo8WvxuJE,"Glass Skin - ""Amdusias"" Official Music Video HD",Glass Skin,275,1845,,
4,2,3265,7kvCG8Kdu98,https://www.youtube.com/watch?v=7kvCG8Kdu98,The Up All Night's - Ancient Empress (Music Video),Steven King,132,3143,,
4,2,574,MItDP6_js7I,https://www.youtube.com/watch?v=MItDP6_js7I,UTOPIA - Nada más (Videoclip Oficial),CanalUtopiaOficial,209,10162,,
4,2,381,ZvzHyHgc4lA,https://www.youtube.com/watch?v=ZvzHyHgc4lA,Brand New - Jude Law and A Semester Abroad,BrandNewVEVO,222,3821415,,
4,2,2876,kMxn4GftRlI,https://www.youtube.com/watch?v=kMxn4GftRlI,GOOD LIFE - OneRepublic | AKOUF'N Cover,AKOUF'N,168,5497,,
4,2,1172,zMgLXCoFygM,https://www.youtube.com/watch?v=zMgLXCoFygM,Bellamaine - Three Years (from betty's basement) [HD],Bellamaine,221,3976,,
4,2,3315,I8KFpO_3Zy4,https://www.youtube.com/watch?v=I8KFpO_3Zy4,Genetica. En tus Sueños (Videoclip) Flows Producciones,FlowsFilmsproduccion,248,2485,,
4,2,13,tu-n5fUfjc4,https://www.youtube.com/watch?v=tu-n5fUfjc4,"Yojee-""En Attendant JOY&PAIN"" Vol.3",Yojee Officiel,174,3353,,
4,2,2034,mDan_HzH65U,https://www.youtube.com/watch?v=mDan_HzH65U,The Vibes - Demons (Imagine Dragons) Boyce Avenue Acoustic Version.,The Vibes,183,6567,,
4,2,2609,iwxzc2MlkRg,https://www.youtube.com/watch?v=iwxzc2MlkRg,Mahalo - Chora Brother [Clipe Oficial] HD,Mahalo Oficial,165,367695,,
4,2,990,8DuctUDpuvQ,https://www.youtube.com/watch?v=8DuctUDpuvQ,Love Lasts Forever...if you don't marry your love,Vikrant Khanna,271,2677,,
4,2,1115,A-Djx6iZ70g,https://www.youtube.com/watch?v=A-Djx6iZ70g,Nightwish - Last Of The Wilds (LIVE),Nightwish,337,10276337,,
4,2,3204,RItyus_HMXk,https://www.youtube.com/watch?v=RItyus_HMXk,channelsix - 'til you say you're mine (Official Video),channelsix,229,14681,,
4,2,4197,8wdKjGRdF5g,https://www.youtube.com/watch?v=8wdKjGRdF5g,FAKE IDOLS - One Way Trip (official video),Lifeforce Records,225,43750,,
4,2,3462,k5FWucDDDVw,https://www.youtube.com/watch?v=k5FWucDDDVw,The Messis - Bez przebaczenia,The Messis,323,5218,,
4,2,3076,fkUr4M9QUqo,https://www.youtube.com/watch?v=fkUr4M9QUqo,CTEMF 2013 Official Aftermath Video,CTEMF CapeTown,330,11874,,
4,2,172,-hqbkY1-iLQ,https://www.youtube.com/watch?v=-hqbkY1-iLQ,Luxtorpeda - Autystyczny (oficjalny teledysk),OFFICIALLUXTORPEDA,231,25106331,,
4,2,1067,C85sTnwogsc,https://www.youtube.com/watch?v=C85sTnwogsc,Hannah Grace-  Walk Away (Live at Snap Studios),Hannah Grace,253,17725,,
4,2,1328,b5ZGx-AIyz8,https://www.youtube.com/watch?v=b5ZGx-AIyz8,Rattle Bucket - Return (Official music video),Rattle Bucket,335,66991,,
4,2,3986,PvjrREKPXb0,https://www.youtube.com/watch?v=PvjrREKPXb0,Henri Joel - If I say so (official music video),henrijoel,193,7138,,
4,2,2067,bB8SYQT48rk,https://www.youtube.com/watch?v=bB8SYQT48rk,空中カメラ - ちぐはぐ羅針盤 【Official Music Video】,空中カメラ,204,14899,,
4,2,401,v5amLhJLNYU,https://www.youtube.com/watch?v=v5amLhJLNYU,"THE CLUCH""Tell Me Again"" Official Music Video",CAFFEINE BOMB OFFICIAL,182,2154,,
4,2,3406,QN-tMQPnSuE,https://www.youtube.com/watch?v=QN-tMQPnSuE,[HD] Broken Valentine - Down (Official Music Video),Broken Valentine 브로큰 발렌타인,213,104559,,
4,2,2948,ZZckdFWXTcI,https://www.youtube.com/watch?v=ZZckdFWXTcI,"Chicago, Dallas, Austin - Aokify America Tour Recap #1 - On The Road w/ Steve Aoki #75",Steve Aoki,351,47713,,
4,2,3949,ft-snp9r8ss,https://www.youtube.com/watch?v=ft-snp9r8ss,Claudinho Maciel - Santo Deus (DVD 17 Anos De Adoração),Songbook Studio,269,8182,,
4,2,3218,M6zP71psCT4,https://www.youtube.com/watch?v=M6zP71psCT4,Tomte - Ich sang die ganze Zeit von dir (Offizielles Video),Grand Hotel van Cleef,229,688307,,
4,2,2395,XPcpy6hDwzA,https://www.youtube.com/watch?v=XPcpy6hDwzA,"Obey The Brave - ""Up In Smoke""",Epitaph Records,215,194987,,
4,2,579,tLp253ECJGg,https://www.youtube.com/watch?v=tLp253ECJGg,Dead Silence Hides My Cries -- My Hard & Long Way Home (Cover by Nikita Bysuk & Vadim Zinovich),AP Productions,194,4214,,
4,2,440,_N3bWClL4U8,https://www.youtube.com/watch?v=_N3bWClL4U8,Hell & Heaven 2014 Line up - Primer Anuncio,Hell and Heaven Metal Fest,205,81593,,
4,2,1763,52lU6aZSffY,https://www.youtube.com/watch?v=52lU6aZSffY,Cirse - Miedos (Con letra en subtítulos),Tavo Tell,218,4635,,
4,2,1871,H1NUbOQMCKY,https://www.youtube.com/watch?v=H1NUbOQMCKY,Johnny Foreigner - Eyes Wide Terrified [Official Music Video],NettwerkMusic,239,147560,,
4,2,267,KyKn6hdF_ok,https://www.youtube.com/watch?v=KyKn6hdF_ok,Honey Bee,Kyra Meinau,333,2810,,
4,2,2078,60NXEs1pYJ0,https://www.youtube.com/watch?v=60NXEs1pYJ0,Team.Radio - Stormy Melodies (Clipe Oficial),Team.Radio Banda,399,13458,,
4,2,983,Kn1oMmahD54,https://www.youtube.com/watch?v=Kn1oMmahD54,The Rookie League - Fierce Allegiance (Official Music Video),TheRookieLeague,190,322173,,
4,2,1985,UPb1kD3t8YA,https://www.youtube.com/watch?v=UPb1kD3t8YA,Francis Gallant - Just My Lucky Day (Vidéoclip officiel),Francis Gallant,198,5558,,
4,2,3017,NoJI2_spzXU,https://www.youtube.com/watch?v=NoJI2_spzXU,Sarah Packiam - Messed Up,Sarah Packiam,185,6867,,
4,2,1680,u4ANlhae9Oo,https://www.youtube.com/watch?v=u4ANlhae9Oo,Talking To The Moon - Bruno Mars  (The Glowsticks HYBRID REMIX COVER),The Glowsticks,238,41314,,
4,2,516,UB0yuWs2qD8,https://www.youtube.com/watch?v=UB0yuWs2qD8,"Heaven & Earth - ""I Don't Know What Love Is"" (Official Video)",Heaven & Earth,354,742746,,
4,3,1912,j741vKLoY5c,https://www.youtube.com/watch?v=j741vKLoY5c,EL CHONGUEO - BANDOLERO EL CEREBRO FT FABRICIO - DJ FAME  2013,FFMusicStudio,169,8614,,
4,3,157,OFuC66nlNTQ,https://www.youtube.com/watch?v=OFuC66nlNTQ,"North Star Wisdom - ""Such A Lovely Day""",Common Culture,249,3733,,
4,3,1019,XJtWAd0YTZE,https://www.youtube.com/watch?v=XJtWAd0YTZE,Art of Fresh - Get Free,Northstarrent,167,53326,,
4,3,1651,C-D0zPYj-4s,https://www.youtube.com/watch?v=C-D0zPYj-4s,HGF Crew Boxtel,HGFCrewBoxtel,225,196153,,
4,3,1798,sFQ647JCX2I,https://www.youtube.com/watch?v=sFQ647JCX2I,Mams Taylor - Overdose (OFFICIAL) Music VIDEO,Triple G Production OLD,199,4468,,
4,3,1287,YPBMxcM-jvU,https://www.youtube.com/watch?v=YPBMxcM-jvU,Official UK Music Video: AC - True Story,Black Budget,291,15277,,
4,3,3308,CkV_znnb78U,https://www.youtube.com/watch?v=CkV_znnb78U,oliver style  Tatau,oliver style,244,52745,,
4,3,1952,_ob_vL2ptgY,https://www.youtube.com/watch?v=_ob_vL2ptgY,Killaweb  This Land Ft Ram-One & Uncle Gads - 2013,killaweb,174,1433,,
4,3,345,lWuKRniZWbI,https://www.youtube.com/watch?v=lWuKRniZWbI,Gowanus State Of Mind By Leon Marin,reelteamfilms,231,2534,,
4,3,521,bLR_-gWJTsg,https://www.youtube.com/watch?v=bLR_-gWJTsg,Elite Lyricists - All For You | Dir By @DatBoyFelonBSE Of @BankSquadVisual,BankSquadVisuals,274,3651,,
4,3,2600,FhR6VO5Iu3k,https://www.youtube.com/watch?v=FhR6VO5Iu3k,Tray Jack - Your Good (Official Music Video),OfficialDoobinTv,252,27817,,
4,3,1475,GN2lvFD8s3Q,https://www.youtube.com/watch?v=GN2lvFD8s3Q,Deezy - Neva Understand,THUGWORLDENT,230,1980,,
4,3,848,CHSfR7JGd5Q,https://www.youtube.com/watch?v=CHSfR7JGd5Q,Black Marché feat. SOPRANO - French Connection (CLIP OFFICIEL),MrStarZik,249,2139,,
4,3,4001,qVMPAqwkyls,https://www.youtube.com/watch?v=qVMPAqwkyls,"Joell Ortiz ft Jim Jones and Newny - Nissan, Honda, Chevy (Official Music Video 2010 New)",snowman3karrotz,265,90532,,
4,3,391,ACH0CU0gxBw,https://www.youtube.com/watch?v=ACH0CU0gxBw,TYLO  FT DA REAL NOREGA - END OF DA DAY,Euniek202,242,1776,,
4,3,2168,l86xjJygFbc,https://www.youtube.com/watch?v=l86xjJygFbc,"DAKOB . videoclip oficial ""Eclipse""",CrucedeCaminos Films,284,4250,,
4,3,1729,_luGh9bvaRo,https://www.youtube.com/watch?v=_luGh9bvaRo,Shaden Gomez Feat Jahel - Me Hiciste Perro [Video Oficial] Prod By J Scale_Kasta,ARBROfilms,196,9887,,
4,3,3096,FwtgCsDX54k,https://www.youtube.com/watch?v=FwtgCsDX54k,Parkour - Let's go to the show by Joe ADD,Samsonite Europe,132,15249,,
4,3,171,mO1ys3fATMU,https://www.youtube.com/watch?v=mO1ys3fATMU,"JAKK FROST FEAT PEEDI CRAKK   ""CODE OF THE STREETS""(official video)",Jakk Frost,267,292724,,
4,3,713,Ub_ngZzwfrc,https://www.youtube.com/watch?v=Ub_ngZzwfrc,"J-Bannon ""Off My Blackberry"" (Music Video)",GT Films Productions,237,2193,,
4,3,2568,T1oUKDJQY54,https://www.youtube.com/watch?v=T1oUKDJQY54,"Young Jap Ft KQ and K.I. ""CODE RED"" Official Music Video",KillahMuzikEnt,297,12148,,
4,3,797,KdPrSCEBR2U,https://www.youtube.com/watch?v=KdPrSCEBR2U,ST - Иду Ко Дну,b1msound,292,13272,,
4,3,2044,UmV6Eg-sM6E,https://www.youtube.com/watch?v=UmV6Eg-sM6E,,,,,,
4,3,558,Y6WjB4Y8FYU,https://www.youtube.com/watch?v=Y6WjB4Y8FYU,I OCTANE - Bun It and Laugh (offical video) HD,I- Octane Music,175,8784,,
4,3,1520,HbLWMDwPQoY,https://www.youtube.com/watch?v=HbLWMDwPQoY,Hello Ma Baby 2011 - Mr Makoya Ft LadySmith Black Mambazo,Collin Taburu Uirab,204,39615,,
4,3,659,06wz_YGuSP8,https://www.youtube.com/watch?v=06wz_YGuSP8,Picture - Organized Family (Official Video),ZedBeatsOfficial,308,39577,,
4,3,2124,ETNUMT7Kh7k,https://www.youtube.com/watch?v=ETNUMT7Kh7k,Gnomo Sapiens ft GatoMc & KbroSanz - De una linea,gnomosapiens,197,3802,,
4,3,647,13LiHeEApr4,https://www.youtube.com/watch?v=13LiHeEApr4,,,,,,
4,3,3105,_IVW9vFbWAI,https://www.youtube.com/watch?v=_IVW9vFbWAI,Kid Ink - Time Of Your Life [Official Lyrics Video],Kid Ink,242,1592606,,
4,3,3680,DG3HVGLXLt4,https://www.youtube.com/watch?v=DG3HVGLXLt4,FELLO & DJ SYLVERSTONED -  200 DEGRES   HD.mov,Fello Litalienblack,197,4723,,
4,3,3855,x5XgTdxtFf0,https://www.youtube.com/watch?v=x5XgTdxtFf0,EL VECINDARIO (Video Clip Official) Onésimo Feat Tiempo y Tendencia 2012,esmelinreggaeton,217,1396,,
4,3,69,sao9iC8pAUI,https://www.youtube.com/watch?v=sao9iC8pAUI,Olamide   Eleda Mi Dj King eXtendz,Dj King Kenya,241,2277,,
4,3,1712,uII_vbQswUs,https://www.youtube.com/watch?v=uII_vbQswUs,Indahiro-Urban Boyz ft Riderman (Official video),RidermanVEVO,270,850614,,
4,3,2716,_rfvgrForo4,https://www.youtube.com/watch?v=_rfvgrForo4,DJ Quik feat. Suga Free & Ty Dolla $ign - Nobody,Turf Politics,267,3271005,,
4,3,3960,H_OqI44ShcM,https://www.youtube.com/watch?v=H_OqI44ShcM,Juelz Santana - Shottas Feat. Sizzla and Cam'ron (LOW QUALITY),deeperthanyouthought,277,7917,,
4,3,3811,2Rcv4kR9YsE,https://www.youtube.com/watch?v=2Rcv4kR9YsE,"M'Tiko-""To..."" [Official iPad Version :D]",Mkrtich Liveshow,199,97081,,
4,3,2537,nmlSnbZL9YI,https://www.youtube.com/watch?v=nmlSnbZL9YI,"Kaane Koleone ""Whats Next""",KAANE KOLEONE,185,10833,,
4,3,3071,N9-jx68UyUg,https://www.youtube.com/watch?v=N9-jx68UyUg,DJ Bongz- Penguin (Cheesa Baba) (feat.Mampinstha) (OFFICIAL VIDEO),Next Music,225,361170,,
4,3,999,6smVNbG-gl4,https://www.youtube.com/watch?v=6smVNbG-gl4,"Saba Fekere's 1st Single,1st Video - Press My Button",SabaFekere,231,34294,,
4,3,474,JEro3uv27js,https://www.youtube.com/watch?v=JEro3uv27js,Father f. Slug Christ & Stalin Majesty - Ignore (Official Music Video),The FADER,197,4022087,,
